date,country,cliques,impressoes,ctr,posicao
2026-05-15,bra,110,4921,0.02235318024791709,7.152408047144889
2025-07-08,bra,108,4505,0.02397336293007769,10.419311875693674
2025-08-28,bra,108,5809,0.018591840247891202,12.618178688242383
2025-10-07,bra,108,3398,0.031783402001177165,7.68452030606239
2026-04-13,bra,108,5067,0.021314387211367674,7.013420169725676
2026-05-13,bra,108,4511,0.023941476391044113,7.8858346264686325
2025-06-03,bra,107,5171,0.020692322568168633,7.776638947979114
2026-04-22,bra,107,4489,0.02383604366228559,7.636444642459345
2026-04-16,bra,106,4656,0.02276632302405498,7.0562714776632305
2026-04-24,bra,106,4441,0.023868498086016664,7.376491781130376
2026-07-28,bra,106,4737,0.02237703187671522,7.493772429807895
2026-09-01,bra,106,3549,0.02986756832910679,7.591715976331361
2025-12-26,bra,105,6273,0.01673840267814443,7.321217918061533
2025-07-02,bra,104,5248,0.019817073170731708,9.999047256097562
2025-12-04,bra,104,4234,0.02456306093528578,7.529522909777988
2026-01-07,bra,104,5259,0.019775622741966155,7.414907777143943
2026-03-24,bra,104,4130,0.025181598062953996,7.5024213075060535
2025-07-16,bra,103,4466,0.023063143752798925,9.983430362740707
2025-07-30,bra,103,6382,0.0161391413350047,9.276089000313382
2025-12-10,bra,103,4507,0.02285333925005547,7.520079875748835
2026-05-26,bra,103,4354,0.02365640790078089,7.415939366100138
2026-08-04,bra,103,4354,0.02365640790078089,7.667202572347267
2026-09-09,bra,103,3349,0.030755449387876978,7.308151687070767
2025-06-13,bra,102,5497,0.018555575768601056,7.859195925050027
2025-07-03,bra,102,4705,0.021679064824654624,10.211689691817215
2025-08-18,bra,102,4786,0.02131216046803176,9.477225240284163
2025-11-10,bra,102,4030,0.025310173697270472,7.12059553349876
2025-12-19,bra,102,5587,0.01825666726328978,7.648111687846787
2025-12-20,bra,102,5411,0.018850489743115876,7.322676030308631
2026-06-11,bra,102,4723,0.02159644293881008,7.3838661867457125
2026-06-15,bra,102,4118,0.02476930548810102,7.720252549781447
2025-08-07,bra,101,5828,0.017330130404941663,10.378345916266301
2025-09-02,bra,101,6540,0.0154434250764526,9.86269113149847
2026-01-10,bra,101,5361,0.018839768699869426,7.268979667972393
2026-05-21,bra,101,4473,0.022579923988374693,7.533869885982562
2026-07-21,bra,101,4212,0.023979107312440646,7.513770180436847
2026-07-30,bra,101,4738,0.021317011397214015,7.490924440692275
2026-08-25,bra,101,3119,0.0323821737736454,7.627444693812119
2025-06-09,bra,100,6079,0.016450074025333113,8.27849975324889
2025-08-14,bra,100,5071,0.019719976336028396,9.81916781699862
2025-09-04,bra,100,6450,0.015503875968992248,11.93705426356589
2026-01-21,bra,100,5685,0.01759014951627089,7.9421284080914685
2026-05-09,bra,100,5100,0.0196078431372549,8.440392156862746
2026-06-01,bra,100,4156,0.02406159769008662,7.440327237728585
2026-06-16,bra,100,3911,0.025568908207619534,7.180260802863717
2025-08-11,bra,99,5122,0.019328387348691918,9.736821554080437
2025-08-20,bra,99,4818,0.02054794520547945,8.898713158987132
2025-11-26,bra,99,4220,0.023459715639810426,7.32345971563981
2025-08-29,bra,98,5397,0.018158236057068743,11.972577357791366
2025-09-17,bra,98,3513,0.02789638485624822,8.773128380301737
2025-12-11,bra,98,4751,0.020627236371290256,7.535887181645969
2026-05-06,bra,98,4920,0.01991869918699187,7.86219512195122
2026-06-07,bra,98,3971,0.024678922185847392,7.514983631327121
2025-06-20,bra,97,5540,0.017509025270758122,8.181588447653429
2025-10-09,bra,97,3615,0.026832641770401105,7.723374827109267
2025-12-03,bra,97,4124,0.02352085354025218,7.403006789524733
2025-12-14,bra,97,5034,0.01926897099721891,7.449344457687723
2026-01-27,bra,97,5097,0.01903080243280361,8.022169903865018
2026-03-17,bra,97,3788,0.025607180570221752,7.606916578669483
2026-04-27,bra,97,4443,0.02183209543101508,7.817690749493585
2026-05-14,bra,97,4170,0.02326139088729017,7.7
2026-06-08,bra,97,4377,0.022161297692483435,7.696138907927804
2026-07-22,bra,97,4549,0.021323367773136953,7.530226423389756
2026-08-16,bra,97,4184,0.023183556405353727,8.138623326959847
2025-12-05,bra,96,4236,0.0226628895184136,7.509442870632673
2026-06-02,bra,96,3913,0.024533605928954767,7.447993866598518
2025-09-10,bra,95,4412,0.021532184950135994,10.498413417951042
2025-11-27,bra,95,4463,0.0212861304055568,7.079542908357607
2026-04-15,bra,95,4782,0.01986616478460895,7.382894186532831
2025-08-04,bra,94,5820,0.016151202749140895,9.362714776632302
2025-09-24,bra,94,3320,0.028313253012048192,8.360843373493976
2025-10-17,bra,94,3655,0.025718194254445964,7.654172366621067
2025-11-18,bra,94,4603,0.02042146426243754,7.603519443840973
2026-05-12,bra,94,4370,0.021510297482837528,7.922654462242563
2026-06-10,bra,94,4407,0.021329702745631948,7.439074200136147
2026-01-05,bra,93,5961,0.01560140915953699,7.299781915785942
2026-05-28,bra,93,4292,0.021668219944082013,7.253028890959926
2026-07-14,bra,93,4027,0.023094114725602185,7.913086665011175
2026-08-12,bra,93,4243,0.0219184539241103,7.363893471600282
2025-10-06,bra,92,3371,0.027291604865025215,7.865915158706615
2025-10-31,bra,92,3524,0.026106696935300794,7.725879682179341
2026-02-03,bra,92,4579,0.020091723083642717,7.6341996069010705
2026-02-24,bra,92,4792,0.019198664440734557,8.088689482470784
2026-08-31,bra,92,3524,0.026106696935300794,7.583711691259932
2025-06-05,bra,91,7046,0.012915129151291513,7.9413851830826
2025-07-17,bra,91,4904,0.018556280587275695,9.533442088091354
2025-07-31,bra,91,5930,0.015345699831365935,9.022259696458685
2025-08-19,bra,91,4946,0.018398706025070766,9.898099474322684
2025-09-08,bra,91,6480,0.01404320987654321,9.306172839506173
2025-09-09,bra,91,5142,0.017697394010112798,10.053286658887592
2025-09-23,bra,91,3474,0.026194588370754175,8.155152561888313
2025-12-17,bra,91,5593,0.016270337922403004,7.307527266225639
2026-01-20,bra,91,5477,0.016614935183494613,7.813584078875297
2026-03-12,bra,91,4391,0.02072420860851742,7.6098838533363695
2026-05-18,bra,91,4535,0.020066152149944873,7.658654906284454
2025-06-11,bra,90,6022,0.014945200929923613,8.614911989372303
2025-09-26,bra,90,3548,0.02536640360766629,8.193630214205186
2025-12-18,bra,90,5697,0.01579778830963665,7.43619448832719
2026-01-02,bra,90,5658,0.015906680805938492,7.586426299045599
2026-05-05,bra,90,4779,0.018832391713747645,7.9568947478552
2026-06-22,bra,90,3926,0.02292409577177789,7.635506877228732
2026-07-20,bra,90,4603,0.01955246578318488,7.943949598088204
2025-06-10,bra,89,5693,0.01563323379588969,8.832250131740734
2025-07-09,bra,89,4936,0.018030794165316045,10.567260940032416
2025-07-15,bra,89,5031,0.01769032001590141,9.789703836215464
2025-08-12,bra,89,5356,0.016616878267363706,9.617998506348021
2025-08-21,bra,89,5007,0.017775114839225083,9.294787297783104
2025-11-19,bra,89,3981,0.022356191911580003,7.351921627731726
2025-11-28,bra,89,4992,0.01782852564102564,7.358974358974359
2026-01-29,bra,89,4737,0.01878826261346844,7.949123918091619
2026-03-10,bra,89,5010,0.017764471057884233,8.15688622754491
2026-04-23,bra,89,4457,0.019968588736818487,7.551716401166704
2026-04-29,bra,89,4407,0.020195144088949398,7.8361697299750395
2026-05-20,bra,89,4434,0.020072169598556608,7.5342805593143884
2026-08-17,bra,89,3904,0.022797131147540985,8.477971311475411
2025-08-01,bra,88,6279,0.014014970536709668,9.485746137920051
2025-11-12,bra,88,4216,0.020872865275142316,7.024430740037951
2025-11-25,bra,88,4142,0.021245774987928536,7.294543698696282
2025-12-21,bra,88,6229,0.014127468293466046,7.372933055065018
2026-02-27,bra,88,4879,0.01803648288583726,7.93174830907973
2026-03-30,bra,88,4299,0.020469876715515235,7.735752500581531
2026-08-13,bra,88,4113,0.021395575006078287,7.771213226355458
2026-08-14,bra,88,4031,0.021830811213098485,7.946911436368147
2026-08-15,bra,88,4093,0.021500122159784998,7.908135841680918
2025-07-18,bra,87,4962,0.017533252720677146,9.621322047561467
2025-07-24,bra,87,6365,0.013668499607227023,9.937941869599372
2025-08-06,bra,87,5816,0.014958734525447043,9.990715268225584
2026-01-19,bra,87,5982,0.014543630892678034,8.127883650952858
2026-03-09,bra,87,5091,0.01708898055391868,8.07307012374779
2026-03-11,bra,87,4544,0.01914612676056338,7.653389084507042
2026-05-07,bra,87,4915,0.017700915564598168,7.8056968463886065
2026-06-04,bra,87,3970,0.021914357682619647,7.486901763224181
2026-06-14,bra,87,3967,0.021930930173934965,7.641038568187548
2025-06-04,bra,86,4945,0.017391304347826087,8.039433771486351
2025-07-07,bra,86,4411,0.01949671276354568,10.166175470414872
2025-07-11,bra,86,4313,0.019939717134245305,10.739392534198933
2025-08-05,bra,86,5916,0.0145368492224476,9.654327248140635
2025-10-20,bra,86,3940,0.02182741116751269,7.527664974619289
2025-11-11,bra,86,4019,0.02139835780044787,7.37223189848221
2025-12-24,bra,86,5510,0.01560798548094374,7.269147005444646
2025-12-29,bra,86,7221,0.011909707796704057,7.523334718183077
2026-02-10,bra,86,4791,0.017950323523272804,8.430807764558548
2026-03-31,bra,86,4578,0.018785495849716033,7.418741808650066
2026-04-01,bra,86,4346,0.019788311090658078,7.43235158766682
2026-04-26,bra,86,4541,0.01893855978859282,7.606254129046466
2025-08-08,bra,85,6164,0.013789746917585983,9.885788449059053
2026-03-23,bra,85,4287,0.019827385117797993,7.444366689993002
2026-05-19,bra,85,4365,0.019473081328751432,7.609621993127147
2026-06-05,bra,85,4382,0.019397535371976266,7.475353719762666
2026-06-12,bra,85,4615,0.018418201516793065,7.691440953412784
2026-07-24,bra,85,4389,0.019366598313966733,7.600592390066074
2026-07-29,bra,85,5085,0.01671583087512291,7.4589970501474925
2025-06-24,bra,84,4273,0.019658319681722443,7.780716124502692
2025-09-03,bra,84,6206,0.01353528843055108,9.784885594585885
2025-12-28,bra,84,5519,0.015220148577640877,7.4460953071208555
2026-03-03,bra,84,4014,0.02092675635276532,8.468609865470853
2026-03-05,bra,84,4843,0.017344621102622342,7.948379103861243
2026-03-25,bra,84,3882,0.021638330757341576,7.4152498712004125
2026-04-20,bra,84,5096,0.016483516483516484,7.453689167974883
2026-05-22,bra,84,4502,0.018658374055975122,7.693913816081741
2026-07-16,bra,84,4166,0.020163226116178587,7.730676908305329
2026-09-17,bra,84,3512,0.023917995444191344,7.778473804100228
2025-06-14,bra,83,5738,0.014464970372952248,8.69588706866504
2025-07-01,bra,83,5581,0.014871886758645404,7.877978856835693
2025-08-27,bra,83,5091,0.016303280298566095,9.589275191514437
2026-05-29,bra,83,4134,0.0200774068698597,7.4569424286405415
2026-06-30,bra,83,3674,0.022591181273816003,8.051170386499727
2026-08-27,bra,83,3013,0.027547295054762694,7.654165283770329
2026-09-22,bra,83,3323,0.02497743003310262,7.859464339452302
2025-07-14,bra,82,4825,0.01699481865284974,9.798341968911917
2025-11-14,bra,82,4452,0.018418688230008983,7.312219227313567
2025-12-12,bra,82,4675,0.017540106951871658,7.636791443850267
2026-04-06,bra,82,4040,0.020297029702970298,7.655940594059406
2026-07-10,bra,82,3937,0.02082804165608331,7.576327152654305
2026-09-11,bra,82,3492,0.023482245131729668,7.780068728522337
2025-07-10,bra,81,4576,0.017701048951048952,10.334571678321678
2025-10-15,bra,81,3560,0.022752808988764046,7.842977528089888
2026-04-14,bra,81,4441,0.018239135329880658,7.150641747354199
2026-04-28,bra,81,4515,0.017940199335548173,7.8197120708748615
2026-06-03,bra,81,3857,0.02100077780658543,7.703655690951517
2026-07-27,bra,81,4307,0.0188065939168795,7.6524262827954495
2026-09-08,bra,81,3137,0.025820847943895442,7.7111890341090215
2025-07-23,bra,80,6275,0.012749003984063745,10.086215139442231
2025-09-22,bra,80,3548,0.02254791431792559,8.006764374295377
2025-10-10,bra,80,3387,0.023619722468261,7.790670209625037
2025-10-28,bra,80,3384,0.02364066193853428,7.4379432624113475
2025-12-07,bra,80,4279,0.0186959569992989,7.522785697592895
2026-02-05,bra,80,4298,0.018613308515588647,7.526058631921824
2026-05-16,bra,80,5319,0.01504042113179169,7.666478661402519
2026-08-06,bra,80,4168,0.019193857965451054,7.725047984644914
2026-08-24,bra,80,2993,0.026729034413631808,7.427998663548279
2025-06-27,bra,79,5668,0.013937896965419902,7.90772759350741
2025-06-30,bra,79,5677,0.013915800598907874,7.701779108684164
2025-08-15,bra,79,5264,0.01500759878419453,9.392477203647417
2025-09-05,bra,79,7396,0.010681449432125473,10.855868036776636
2025-09-19,bra,79,3937,0.020066040132080264,8.585979171958343
2025-10-13,bra,79,3630,0.021763085399449034,7.778787878787878
2025-10-22,bra,79,3507,0.022526375819788995,7.307955517536356
2025-11-07,bra,79,4045,0.019530284301606922,7.45636588380717
2026-02-25,bra,79,4717,0.016747933008267966,7.888912444350223
2026-04-10,bra,79,4047,0.01952063256733383,7.6753150481838395
2026-06-26,bra,79,3737,0.02113995183302114,7.71019534385871
2026-09-10,bra,79,3565,0.022159887798036466,7.320617110799439
2025-06-07,bra,78,8020,0.00972568578553616,9.49438902743142
2025-09-16,bra,78,3396,0.022968197879858657,8.77090694935218
2025-10-21,bra,78,3651,0.021364009860312245,7.6091481785812105
2025-11-05,bra,78,3514,0.0221969265793967,7.233921457029027
2026-01-04,bra,78,5350,0.014579439252336448,7.588971962616823
2026-02-02,bra,78,4098,0.01903367496339678,8.448023426061493
2026-05-27,bra,78,4704,0.016581632653061226,7.232568027210885
2026-08-07,bra,78,4002,0.019490254872563718,7.505747126436781
2026-08-19,bra,78,3249,0.024007386888273315,7.640504770698676
2025-09-18,bra,77,3371,0.022841886680510234,8.627410264016612
2025-10-16,bra,77,3373,0.02282834272161281,7.5573673287874295
2025-10-27,bra,77,3698,0.02082206598161168,7.298269334775554
2026-02-04,bra,77,4356,0.017676767676767676,7.743801652892562
2026-04-18,bra,77,4543,0.01694915254237288,7.47127448822364
2026-05-02,bra,77,5417,0.014214509876315303,7.7747830902713675
2026-07-07,bra,77,3961,0.019439535470840697,7.449129007826307
2026-07-17,bra,77,4208,0.018298479087452472,7.68916349809886
2026-09-14,bra,77,4010,0.019201995012468828,7.540897755610972
2025-06-26,bra,76,5156,0.01474010861132661,7.659231962761831
2025-10-01,bra,76,3275,0.023206106870229008,8.102290076335878
2025-12-13,bra,76,4610,0.01648590021691974,7.570281995661605
2026-01-28,bra,76,4548,0.016710642040457344,7.706244503078276
2026-05-10,bra,76,4080,0.018627450980392157,7.763480392156863
2026-06-23,bra,76,3662,0.02075368651010377,7.619606772255598
2026-06-25,bra,76,3685,0.02062415196743555,7.298236092265943
2026-07-23,bra,76,4230,0.017966903073286054,7.547754137115839
2026-08-11,bra,76,4317,0.017604818160759785,7.6958536020384525
2026-08-26,bra,76,3084,0.02464332036316472,7.925097276264592
2025-10-23,bra,75,3552,0.021114864864864864,7.221846846846847
2025-10-24,bra,75,3526,0.02127056154282473,7.590754395916052
2025-11-03,bra,75,3702,0.02025931928687196,7.312263641274987
2025-11-23,bra,75,4542,0.016512549537648614,7.193967415235579
2026-01-03,bra,75,5131,0.01461703371662444,7.445527187682713
2026-02-13,bra,75,4203,0.017844396859386154,7.715917201998573
2026-03-02,bra,75,5256,0.014269406392694063,8.292237442922374
2026-03-06,bra,75,4772,0.015716680637049455,8.227158424140821
2026-03-20,bra,75,4227,0.017743080198722498,7.198012775017743
2026-03-26,bra,75,3775,0.019867549668874173,7.508609271523179
2026-08-20,bra,75,3004,0.024966711051930757,7.718708388814913
2025-06-25,bra,74,4508,0.016415261756876662,7.7102928127772845
2025-10-02,bra,74,3526,0.02098695405558707,7.754112308564946
2025-10-08,bra,74,3427,0.02159323023052232,7.802159323023052
2026-02-12,bra,74,4382,0.016887266088544045,8.350068461889549
2026-02-18,bra,74,4673,0.015835651615664456,8.079820243954632
2026-04-17,bra,74,4630,0.015982721382289417,7.518358531317495
2026-08-01,bra,74,4471,0.016551107134869156,7.613732945649743
2026-08-05,bra,74,4377,0.016906557002513138,7.809230066255426
2026-08-10,bra,74,4023,0.01839423315933383,7.674620929654487
2026-09-02,bra,74,3516,0.02104664391353811,7.735210466439136
2026-09-15,bra,74,3842,0.019260801665799063,7.838105153565851
2026-09-16,bra,74,3605,0.020527045769764215,7.896532593619972
2025-11-04,bra,73,3561,0.02049985959000281,7.634091547318169
2026-04-08,bra,73,4011,0.018199950137122913,7.710047369733234
2026-08-21,bra,73,2948,0.024762550881953865,7.745251017639077
2026-09-06,bra,73,3472,0.021025345622119815,8.026209677419356
2025-07-04,bra,72,4229,0.01702530148971388,10.724284700874911
2025-09-11,bra,72,4270,0.01686182669789227,11.362295081967213
2025-10-18,bra,72,3644,0.019758507135016465,7.824368825466521
2026-01-23,bra,72,4916,0.014646053702196907,8.24227013832384
2026-05-03,bra,72,4474,0.016092981671881983,8.158024139472507
2026-05-17,bra,72,4964,0.014504431909750202,8.461724415793714
2026-07-02,bra,72,3992,0.018036072144288578,7.414579158316633
2026-09-03,bra,72,3057,0.023552502453385672,7.336277396140007
2025-11-13,bra,71,4241,0.016741334590898372,7.1332232963923605
2026-02-23,bra,71,5144,0.01380248833592535,8.163297045101089
2025-08-22,bra,70,4979,0.014059048001606749,9.450492066680056
2025-12-27,bra,70,5129,0.013647884577890427,7.717293819457984
2026-03-19,bra,70,3825,0.018300653594771243,7.318692810457517
2026-03-27,bra,70,3786,0.018489170628631802,7.441627047015319
2026-08-29,bra,70,3270,0.021406727828746176,8.128440366972477
2025-09-15,bra,69,3720,0.018548387096774192,8.538440860215054
2025-09-29,bra,69,3300,0.02090909090909091,7.8148484848484845
2026-02-20,bra,69,4286,0.016098926738217452,7.995100326644891
2026-02-26,bra,69,4850,0.01422680412371134,7.801030927835051
2026-03-18,bra,69,3866,0.01784790481117434,7.521727884117952
2026-04-02,bra,69,4187,0.01647957965130165,7.672080248387867
2026-06-06,bra,69,3817,0.0180770238407126,8.127325124443281
2026-07-08,bra,69,3841,0.017964071856287425,7.497787034626399
2025-06-29,bra,68,5599,0.012145025897481693,8.73263082693338
2025-08-30,bra,68,7462,0.009112838381131064,12.757839721254355
2025-09-12,bra,68,3703,0.018363489062921956,8.80934377531731
2025-09-25,bra,68,3476,0.019562715765247412,8.496547756041426
2025-11-06,bra,68,3827,0.017768487065586622,7.6028220538280635
2026-01-01,bra,68,5389,0.012618296529968454,7.3935795138244575
2026-03-29,bra,68,3564,0.019079685746352413,7.6158810325476995
2026-04-07,bra,68,4361,0.01559275395551479,7.88053198807613
2026-06-20,bra,68,3752,0.01812366737739872,7.6950959488272925
2026-07-03,bra,68,3943,0.017245751965508496,7.3674866852650265
2026-07-15,bra,68,3883,0.017512232809683236,7.878186968838527
2025-08-09,bra,67,6478,0.010342698363692497,9.867860450756407
2025-11-30,bra,67,4404,0.015213442325158947,7.1464577656675745
2026-02-09,bra,67,4628,0.014477095937770095,8.111927398444251
2026-04-09,bra,67,4018,0.016674962667994026,7.464410154305624
2026-07-06,bra,67,4068,0.016470009832841692,7.595132743362832
2026-08-08,bra,67,5194,0.012899499422410473,7.737966884867155
2026-01-22,bra,66,5361,0.012311135982092894,8.043088975937325
2026-01-30,bra,66,4193,0.015740519914142617,8.642499403768184
2026-03-13,bra,66,4418,0.014938886373924853,7.6926210955183345
2026-03-16,bra,66,3988,0.016549648946840523,7.607321965897693
2026-07-01,bra,66,3798,0.017377567140600316,7.394681411269089
2026-08-18,bra,66,3577,0.018451216102879506,8.088901313950238
2025-08-13,bra,65,5209,0.01247840276444615,9.40410827414091
2025-10-29,bra,65,3232,0.020111386138613862,7.511757425742574
2025-11-21,bra,65,4704,0.013818027210884353,7.210034013605442
2026-02-11,bra,65,4091,0.015888535810315327,7.741383524810559
2026-02-21,bra,65,4014,0.01619332336821126,7.949676133532636
2026-05-24,bra,65,3903,0.01665385600819882,7.524212144504228
2026-07-13,bra,65,4399,0.014776085473971357,8.020913844055467
2026-09-18,bra,65,3482,0.018667432510051693,7.984204480183802
2025-10-30,bra,64,3336,0.019184652278177457,7.364208633093525
2026-01-26,bra,64,4836,0.013234077750206782,7.828990901571546
2026-06-24,bra,64,3096,0.020671834625323,7.703811369509044
2025-06-08,bra,63,6233,0.010107492379271618,10.059842772340767
2025-06-19,bra,63,6125,0.010285714285714285,8.548571428571428
2025-08-02,bra,63,6190,0.010177705977382876,9.729402261712439
2026-02-06,bra,63,4418,0.014259846084200997,7.821412403802626
2026-04-30,bra,63,4367,0.014426379665674376,8.54637050606824
2025-09-27,bra,62,3803,0.01630291874835656,8.155403628714172
2025-10-12,bra,62,4151,0.014936159961455071,8.046494820525176
2025-11-17,bra,62,4788,0.012949039264828738,7.255221386800335
2026-06-13,bra,62,3255,0.01904761904761905,8.173579109062981
2026-07-19,bra,62,3539,0.0175190731845154,8.747103701610625
2025-06-06,bra,61,7849,0.00777169066123073,8.853357115556122
2025-07-27,bra,61,6667,0.009149542522873857,9.6085195740213
2025-11-22,bra,61,4643,0.013138057290544906,7.436355804436786
2025-11-29,bra,61,3827,0.015939378102952706,7.0535667624771365
2026-04-21,bra,61,4763,0.012807054377493177,7.698089439428931
2026-05-23,bra,61,4360,0.013990825688073395,7.368348623853211
2026-09-04,bra,61,3040,0.02006578947368421,7.820065789473684
2025-10-14,bra,60,3538,0.016958733747880157,7.488128886376484
2026-04-25,bra,60,4533,0.013236267372600927,7.784910655195235
2026-05-01,bra,60,5934,0.010111223458038422,12.846140883046848
2025-07-06,bra,59,5013,0.011769399561141033,10.771394374625972
2025-08-16,bra,59,5641,0.010459138450629322,9.642262010281865
2025-08-24,bra,59,7202,0.008192168841988336,15.3183837822827
2025-10-25,bra,59,3369,0.01751261501929356,7.658355595132087
2025-12-25,bra,59,5305,0.011121583411875588,7.461639962299717
2025-07-25,bra,58,7222,0.008031016338964275,12.068540570479092
2025-07-26,bra,58,6427,0.009024428193558426,9.908666562937608
2025-08-03,bra,58,6114,0.009486424599280341,9.5732744520772
2025-09-20,bra,58,3949,0.014687262598126107,8.39225120283616
2025-09-21,bra,58,3860,0.015025906735751295,8.475388601036268
2025-09-30,bra,58,3385,0.017134416543574595,7.827474150664697
2025-10-04,bra,58,3998,0.014507253626813406,8.135567783891947
2025-11-15,bra,58,4993,0.011616262767875024,7.477869016623273
2025-11-20,bra,58,4345,0.013348676639815881,7.380897583429229
2025-12-06,bra,58,4278,0.013557737260402058,7.6844319775596075
2026-07-09,bra,58,3707,0.015646074993256,7.531696789857027
2025-08-10,bra,57,5413,0.010530205061888048,10.21707001662664
2025-09-14,bra,57,4032,0.014136904761904762,8.228174603174603
2026-09-19,bra,57,3321,0.017163504968383016,8.54712436013249
2026-02-17,bra,56,4690,0.011940298507462687,8.147974413646056
2026-04-19,bra,56,4503,0.01243615367532756,7.441927603819676
2025-10-11,bra,55,3835,0.014341590612777053,8.119687092568448
2026-04-05,bra,55,3791,0.014508045370614614,7.455025059351095
2026-07-18,bra,55,3655,0.015047879616963064,7.975923392612859
2026-08-09,bra,55,4167,0.013198944084473242,7.719462443004559
2025-07-05,bra,54,4825,0.011191709844559585,10.90362694300518
2025-07-20,bra,54,5480,0.009854014598540146,10.348905109489051
2025-11-09,bra,54,4084,0.013222331047992164,7.648873653281097
2026-02-08,bra,54,5014,0.010769844435580374,8.286796968488233
2026-03-07,bra,54,5394,0.010011123470522803,8.136262513904338
2026-09-05,bra,54,3358,0.016081000595592615,8.104526503871352
2026-09-21,bra,54,3266,0.01653398652786283,8.058481322718922
2025-06-28,bra,53,5425,0.009769585253456222,8.60331797235023
2025-08-31,bra,53,7141,0.007421929701722448,13.96793166223218
2026-02-14,bra,53,4568,0.011602451838879159,7.886164623467601
2026-02-19,bra,53,4443,0.011928876884987621,7.827593968039613
2026-03-28,bra,53,3786,0.013998943475964079,7.680929741151611
2026-08-30,bra,53,3241,0.01635297747608763,7.769515581610614
2026-09-13,bra,53,3484,0.015212399540757749,7.911882893226177
2025-07-13,bra,52,4863,0.010692987867571458,10.27596134073617
2026-06-21,bra,52,3377,0.015398282499259699,7.660645543381699
2025-10-03,bra,51,3723,0.0136986301369863,7.87590652699436
2025-11-16,bra,51,5075,0.010049261083743842,9.259704433497538
2026-01-18,bra,51,5228,0.009755164498852333,10.093726090283091
2026-03-04,bra,51,3954,0.012898330804248861,8.328528072837633
2026-03-08,bra,51,5463,0.009335529928610654,8.264323631704192
2026-04-03,bra,51,4431,0.011509817197020988,7.563078311893478
2026-06-27,bra,51,3433,0.014855811243810078,7.873288668802797
2025-07-19,bra,50,5218,0.009582215408202376,10.285741663472594
2025-12-31,bra,50,4350,0.011494252873563218,7.631954022988506
2026-02-01,bra,50,3459,0.014455044810638912,8.18213356461405
2026-03-15,bra,50,4287,0.011663167716351761,8.818287846979239
2026-04-11,bra,50,3965,0.012610340479192938,7.911979823455233
2026-05-31,bra,50,3506,0.01426126640045636,7.556189389617798
2026-06-29,bra,50,2956,0.016914749661705007,7.776048714479026
2026-01-24,bra,49,4517,0.010847907903475758,8.018153641797653
