campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,shopping
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-14,17554,17074,1.028113,28,0.159508,0.875357,1.396263,24.51,23.0,0,1.065652,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,461.0,0,0.053167,2.0,0,0,461.0,0,0.053167,0,0,0,0.0,0,0,0.0,0,0,103.0,21.0,13.0,9.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-14,44836,43587,1.028655,56,0.1249,1.035714,1.293603,58.0,41.0,0,1.414634,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1704.0,0,0.034038,10.0,0,0,1704.0,0,0.034038,0,0,0,0.0,0,0,0.0,0,0,160.0,49.0,26.0,15.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-14,23803,20498,1.161235,52,0.21846,0.568462,1.24186,29.56,6.0,0,4.926667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2531.0,0,0.011679,15.0,0,0,2531.0,0,0.011679,0,0,0,0.0,0,0,0.0,0,0,410.0,97.0,55.0,43.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-14,41747,40366,1.034212,98,0.234747,0.556735,1.30692,54.56,17.0,0,3.209412,9.0,0,6.062222,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3175.0,0,0.017184,22.0,0,0,3175.0,0,0.017184,0,0,0,0.0,0,0,0.0,0,0,474.0,169.0,88.0,51.0,UNKNOWN,UNKNOWN,UNKNOWN,16.0,NR
ALC - Bailinho de Carnaval,120238985339690075,OUTCOME_AWARENESS,2026-02-14,6768,6565,1.030922,6,0.088652,1.503333,1.332742,9.02,5.0,0,1.804,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,1.804,0.0,0,0,5.0,0,1.804,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,3.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-14,9287,9024,1.029145,13,0.139981,0.915385,1.281361,11.9,8.0,0,1.4875,3.0,0,3.966667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,492.0,0,0.024187,0.0,0,0,492.0,0,0.024187,0,0,0,0.0,0,0,0.0,0,0,70.0,20.0,11.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,8.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-14,5811,5683,1.022523,9,0.154879,0.822222,1.273447,7.4,7.0,0,1.057143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.925,1.0,0,0,8.0,0,0.925,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,1.0,NR
ALC - Oficina de RPG,120239356883300075,OUTCOME_AWARENESS,2026-02-14,48295,46236,1.044532,69,0.142872,0.93087,1.329951,64.23,55.0,0,1.167818,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,59.0,0,1.088644,3.0,0,0,59.0,0,1.088644,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,55.0,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-14,22831,21475,1.063143,41,0.17958,0.67439,1.211073,27.65,21.0,0,1.316667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1953.0,0,0.014158,6.0,0,0,1953.0,0,0.014158,0,0,0,0.0,0,0,0.0,0,0,2637.0,901.0,424.0,238.0,UNKNOWN,UNKNOWN,UNKNOWN,21.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-15,9633,9633,1.0,4,0.041524,2.87,1.191737,11.48,2.0,0,5.74,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,234.0,0,0.04906,0.0,0,0,234.0,0,0.04906,0,0,0,0.0,0,0,0.0,0,0,73.0,32.0,15.0,10.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-15,9639,9464,1.018491,13,0.134869,0.878462,1.18477,11.42,12.0,0,0.951667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,53.0,0,0.215472,0.0,0,0,53.0,0,0.215472,0,0,0,0.0,0,0,0.0,0,0,18.0,7.0,4.0,2.0,UNKNOWN,UNKNOWN,UNKNOWN,4.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-15,9774,9604,1.017701,9,0.092081,1.296667,1.193984,11.67,6.0,0,1.945,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,440.0,0,0.026523,1.0,0,0,440.0,0,0.026523,0,0,0,0.0,0,0,0.0,0,0,87.0,30.0,14.0,2.0,UNKNOWN,UNKNOWN,UNKNOWN,3.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-15,22541,21975,1.025757,24,0.106473,1.203333,1.281221,28.88,15.0,0,1.925333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1346.0,0,0.021456,5.0,0,0,1346.0,0,0.021456,0,0,0,0.0,0,0,0.0,0,0,273.0,62.0,27.0,15.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-15,48538,45942,1.056506,69,0.142157,0.858116,1.219869,59.21,36.0,0,1.644722,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1932.0,0,0.030647,9.0,0,0,1932.0,0,0.030647,0,0,0,0.0,0,0,0.0,0,0,418.0,189.0,83.0,48.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-15,28984,28984,1.0,39,0.134557,0.87641,1.179271,34.18,27.0,0,1.265926,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,182.0,0,0.187802,0.0,0,0,182.0,0,0.187802,0,0,0,0.0,0,0,0.0,0,0,25.0,5.0,1.0,1.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-15,52757,51899,1.016532,100,0.189548,0.64,1.213109,64.0,23.0,0,2.782609,6.0,0,10.666667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3581.0,0,0.017872,26.0,0,0,3581.0,0,0.017872,0,0,0,0.0,0,0,0.0,0,0,604.0,252.0,117.0,75.0,UNKNOWN,UNKNOWN,UNKNOWN,20.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-15,9569,9569,1.0,15,0.156756,0.782667,1.226878,11.74,10.0,0,1.174,6.0,0,1.956667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,493.0,0,0.023813,2.0,0,0,493.0,0,0.023813,0,0,0,0.0,0,0,0.0,0,0,78.0,23.0,12.0,7.0,UNKNOWN,UNKNOWN,UNKNOWN,10.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-15,6365,6338,1.00426,9,0.141398,0.838889,1.186174,7.55,6.0,0,1.258333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.94375,2.0,0,0,8.0,0,0.94375,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Oficina de RPG,120239356883300075,OUTCOME_AWARENESS,2026-02-15,28106,27862,1.008757,42,0.149434,0.844524,1.262008,35.47,39.0,0,0.909487,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,39.0,0,0.909487,0.0,0,0,39.0,0,0.909487,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,39.0,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-15,24302,23033,1.055095,36,0.148136,0.756667,1.120895,27.24,21.0,0,1.297143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2129.0,0,0.012795,2.0,0,0,2129.0,0,0.012795,0,0,0,0.0,0,0,0.0,0,0,2837.0,1064.0,508.0,320.0,UNKNOWN,UNKNOWN,UNKNOWN,21.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-16,9130,8993,1.015234,6,0.065717,1.715,1.127054,10.29,4.0,0,2.5725,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,276.0,0,0.037283,0.0,0,0,276.0,0,0.037283,0,0,0,0.0,0,0,0.0,0,0,115.0,39.0,14.0,9.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-16,9433,9259,1.018793,8,0.084809,1.2875,1.091911,10.3,5.0,0,2.06,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,177.0,0,0.058192,0.0,0,0,177.0,0,0.058192,0,0,0,0.0,0,0,0.0,0,0,280.0,90.0,55.0,40.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-16,8828,8323,1.060675,15,0.169914,0.662667,1.125963,9.94,10.0,0,0.994,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,276.0,0,0.036014,1.0,0,0,276.0,0,0.036014,0,0,0,0.0,0,0,0.0,0,0,46.0,19.0,12.0,5.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-16,20821,20719,1.004923,28,0.13448,0.897143,1.206474,25.12,19.0,0,1.322105,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1420.0,0,0.01769,6.0,0,0,1420.0,0,0.01769,0,0,0,0.0,0,0,0.0,0,0,279.0,69.0,35.0,21.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-16,47410,46141,1.027503,54,0.1139,1.013889,1.15482,54.75,34.0,0,1.610294,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1897.0,0,0.028861,8.0,0,0,1897.0,0,0.028861,0,0,0,0.0,0,0,0.0,0,0,471.0,238.0,105.0,66.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-16,27612,27505,1.00389,35,0.126756,0.880286,1.115819,30.81,25.0,0,1.2324,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,330.0,0,0.093364,1.0,0,0,330.0,0,0.093364,0,0,0,0.0,0,0,0.0,0,0,40.0,7.0,4.0,3.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-16,48131,48014,1.002437,89,0.184912,0.621573,1.149363,55.32,22.0,0,2.514545,10.0,0,5.532,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3212.0,0,0.017223,23.0,0,0,3212.0,0,0.017223,0,0,0,0.0,0,0,0.0,0,0,589.0,220.0,95.0,39.0,UNKNOWN,UNKNOWN,UNKNOWN,20.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-16,9805,9733,1.007398,14,0.142784,0.787857,1.124936,11.03,11.0,0,1.002727,5.0,0,2.206,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,512.0,0,0.021543,1.0,0,0,512.0,0,0.021543,0,0,0,0.0,0,0,0.0,0,0,83.0,27.0,14.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,11.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-16,6155,6018,1.022765,5,0.081235,1.356,1.101543,6.78,3.0,0,2.26,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,2.26,0.0,0,0,3.0,0,2.26,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-16,22835,21902,1.042599,35,0.153273,0.704286,1.079483,24.65,15.0,0,1.643333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1954.0,0,0.012615,6.0,0,0,1954.0,0,0.012615,0,0,0,0.0,0,0,0.0,0,0,2585.0,895.0,395.0,233.0,UNKNOWN,UNKNOWN,UNKNOWN,15.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-17,9031,8881,1.01689,3,0.033219,3.223333,1.070756,9.67,2.0,0,4.835,1.0,0,9.67,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,250.0,0,0.03868,0.0,0,0,250.0,0,0.03868,0,0,0,0.0,0,0,0.0,0,0,219.0,89.0,43.0,32.0,UNKNOWN,UNKNOWN,UNKNOWN,2.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-17,8930,8698,1.026673,9,0.100784,1.051111,1.059351,9.46,8.0,0,1.1825,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,58.0,0,0.163103,0.0,0,0,58.0,0,0.163103,0,0,0,0.0,0,0,0.0,0,0,61.0,21.0,14.0,10.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-17,9176,8892,1.031939,11,0.119878,0.9,1.078901,9.9,5.0,0,1.98,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,421.0,0,0.023515,1.0,0,0,421.0,0,0.023515,0,0,0,0.0,0,0,0.0,0,0,74.0,25.0,10.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-17,21004,20186,1.040523,25,0.119025,0.9744,1.159779,24.36,13.0,0,1.873846,1.0,0,24.36,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1444.0,0,0.01687,10.0,0,0,1444.0,0,0.01687,0,0,0,0.0,0,0,0.0,0,0,276.0,71.0,37.0,20.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-17,47790,47021,1.016354,51,0.106717,1.032549,1.101904,52.66,35.0,0,1.504571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1893.0,0,0.027818,10.0,0,0,1893.0,0,0.027818,0,0,0,0.0,0,0,0.0,0,0,469.0,220.0,85.0,51.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-17,26904,26789,1.004293,24,0.089206,1.197083,1.067871,28.73,17.0,0,1.69,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,185.0,0,0.155297,1.0,0,0,185.0,0,0.155297,0,0,0,0.0,0,0,0.0,0,0,31.0,6.0,1.0,1.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-17,48725,47923,1.016735,97,0.199076,0.552887,1.100667,53.63,23.0,0,2.331739,15.0,0,3.575333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3168.0,0,0.016929,25.0,0,0,3168.0,0,0.016929,0,0,0,0.0,0,0,0.0,0,0,517.0,194.0,67.0,38.0,UNKNOWN,UNKNOWN,UNKNOWN,23.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-17,9671,9409,1.027846,8,0.082722,1.2825,1.060904,10.26,3.0,0,3.42,1.0,0,10.26,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,456.0,0,0.0225,0.0,0,0,456.0,0,0.0225,0,0,0,0.0,0,0,0.0,0,0,74.0,30.0,18.0,13.0,UNKNOWN,UNKNOWN,UNKNOWN,3.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-17,6262,6262,1.0,4,0.063877,1.6375,1.045992,6.55,2.0,0,3.275,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.6375,2.0,0,0,4.0,0,1.6375,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-17,23787,21893,1.086512,33,0.138731,0.740606,1.027452,24.44,17.0,0,1.437647,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2095.0,0,0.011666,5.0,0,0,2095.0,0,0.011666,0,0,0,0.0,0,0,0.0,0,0,2801.0,1014.0,471.0,266.0,UNKNOWN,UNKNOWN,UNKNOWN,17.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-18,8263,8151,1.013741,9,0.108919,0.972222,1.058937,8.75,4.0,0,2.1875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,253.0,0,0.034585,0.0,0,0,253.0,0,0.034585,0,0,0,0.0,0,0,0.0,0,0,243.0,103.0,55.0,44.0,UNKNOWN,UNKNOWN,UNKNOWN,2.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-18,8301,7935,1.046125,11,0.132514,0.82,1.086616,9.02,7.0,0,1.288571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,94.0,0,0.095957,3.0,0,0,94.0,0,0.095957,0,0,0,0.0,0,0,0.0,0,0,54.0,15.0,9.0,7.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-18,7993,7961,1.00402,10,0.125109,0.869,1.087201,8.69,7.0,0,1.241429,1.0,0,8.69,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,56.0,0,0.155179,2.0,0,0,56.0,0,0.155179,0,0,0,0.0,0,0,0.0,0,0,11.0,2.0,1.0,1.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-18,19861,19861,1.0,25,0.125875,0.956,1.203363,23.9,17.0,0,1.405882,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,803.0,0,0.029763,3.0,0,0,803.0,0,0.029763,0,0,0,0.0,0,0,0.0,0,0,163.0,45.0,16.0,11.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-18,45412,45412,1.0,60,0.132124,0.845333,1.116885,50.72,37.0,0,1.370811,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1831.0,0,0.027701,5.0,0,0,1831.0,0,0.027701,0,0,0,0.0,0,0,0.0,0,0,325.0,141.0,66.0,35.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-18,26873,26021,1.032743,47,0.174897,0.607872,1.063149,28.57,13.0,0,2.197692,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1482.0,0,0.019278,7.0,0,0,1482.0,0,0.019278,0,0,0,0.0,0,0,0.0,0,0,223.0,56.0,32.0,20.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-18,45079,44024,1.023964,99,0.219614,0.507071,1.113601,50.2,21.0,0,2.390476,12.0,0,4.183333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2859.0,0,0.017559,24.0,0,0,2859.0,0,0.017559,0,0,0,0.0,0,0,0.0,0,0,475.0,186.0,78.0,36.0,UNKNOWN,UNKNOWN,UNKNOWN,20.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-18,9472,9170,1.032933,7,0.073902,1.465714,1.083193,10.26,4.0,0,2.565,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,375.0,0,0.02736,3.0,0,0,375.0,0,0.02736,0,0,0,0.0,0,0,0.0,0,0,54.0,14.0,5.0,1.0,UNKNOWN,UNKNOWN,UNKNOWN,4.0,NR
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-18,5894,5843,1.008728,7,0.118765,0.895714,1.063794,6.27,3.0,0,2.09,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.5675,0.0,0,0,4.0,0,1.5675,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-18,22450,21429,1.047646,41,0.182628,0.545854,0.996882,22.38,9.0,0,2.486667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1885.0,0,0.011873,13.0,0,0,1885.0,0,0.011873,0,0,0,0.0,0,0,0.0,0,0,2477.0,948.0,419.0,234.0,UNKNOWN,UNKNOWN,UNKNOWN,9.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-19,8576,8576,1.0,6,0.069963,1.695,1.185868,10.17,5.0,0,2.034,1.0,0,10.17,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,301.0,0,0.033787,0.0,0,0,301.0,0,0.033787,0,0,0,0.0,0,0,0.0,0,0,196.0,96.0,62.0,41.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-19,8295,8085,1.025974,6,0.072333,1.615,1.168174,9.69,4.0,0,2.4225,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,1.21125,2.0,0,0,8.0,0,1.21125,0,0,0,0.0,0,0,0.0,0,0,6.0,1.0,1.0,,UNKNOWN,UNKNOWN,UNKNOWN,1.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-19,8237,7999,1.029754,8,0.097123,1.21625,1.181255,9.73,6.0,0,1.621667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,342.0,0,0.02845,2.0,0,0,342.0,0,0.02845,0,0,0,0.0,0,0,0.0,0,0,50.0,16.0,12.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-19,18372,17901,1.026311,26,0.14152,0.900769,1.274766,23.42,16.0,0,1.46375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,42.0,0,0.557619,1.0,0,0,42.0,0,0.557619,0,0,0,0.0,0,0,0.0,0,0,26.0,6.0,4.0,2.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-19,43365,42081,1.030513,45,0.10377,1.166,1.209962,52.47,20.0,0,2.6235,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1625.0,0,0.032289,8.0,0,0,1625.0,0,0.032289,0,0,0,0.0,0,0,0.0,0,0,372.0,157.0,63.0,39.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-19,24632,22240,1.107554,28,0.113673,1.004286,1.141604,28.12,6.0,0,4.686667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2422.0,0,0.01161,9.0,0,0,2422.0,0,0.01161,0,0,0,0.0,0,0,0.0,0,0,398.0,101.0,57.0,41.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Dragões,120238712803660075,OUTCOME_AWARENESS,2026-02-19,7308,7308,1.0,10,0.136836,0.857,1.172687,8.57,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,494.0,0,0.017348,3.0,0,0,494.0,0,0.017348,0,0,0,0.0,0,0,0.0,0,0,86.0,37.0,14.0,7.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-19,9398,9231,1.018091,12,0.127687,0.955,1.219408,11.46,8.0,0,1.4325,2.0,0,5.73,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,402.0,0,0.028507,6.0,0,0,402.0,0,0.028507,0,0,0,0.0,0,0,0.0,0,0,67.0,25.0,13.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,8.0,NR
