campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,shopping
ALC - Feira de adoção pet,120239353688880075,OUTCOME_AWARENESS,2026-02-19,690,689,1.001451,1,0.144928,0.73,1.057971,0.73,1.0,0,0.73,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.73,0.0,0,0,1.0,0,0.73,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-19,23526,23079,1.019368,41,0.174275,0.646098,1.125988,26.49,14.0,0,1.892143,1.0,0,26.49,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1815.0,0,0.014595,15.0,0,0,1815.0,0,0.014595,0,0,0,0.0,0,0,0.0,0,0,2369.0,878.0,384.0,228.0,UNKNOWN,UNKNOWN,UNKNOWN,14.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-20,7891,7676,1.028009,9,0.114054,1.091111,1.244456,9.82,6.0,0,1.636667,1.0,0,9.82,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,237.0,0,0.041435,0.0,0,0,237.0,0,0.041435,0,0,0,0.0,0,0,0.0,0,0,163.0,63.0,38.0,27.0,UNKNOWN,UNKNOWN,UNKNOWN,4.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-20,7841,7841,1.0,6,0.076521,1.596667,1.221783,9.58,5.0,0,1.916,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,1.596667,1.0,0,0,6.0,0,1.596667,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-20,9812,9614,1.020595,10,0.101916,1.246,1.269874,12.46,9.0,0,1.384444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,409.0,0,0.030465,1.0,0,0,409.0,0,0.030465,0,0,0,0.0,0,0,0.0,0,0,55.0,26.0,13.0,7.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-20,17806,17568,1.013547,34,0.190947,0.706176,1.348422,24.01,23.0,0,1.043913,1.0,0,24.01,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,60.0,0,0.400167,1.0,0,0,60.0,0,0.400167,0,0,0,0.0,0,0,0.0,0,0,37.0,11.0,4.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-20,41523,40158,1.033991,38,0.091516,1.367895,1.251836,51.98,25.0,0,2.0792,1.0,0,51.98,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1638.0,0,0.031734,4.0,0,0,1638.0,0,0.031734,0,0,0,0.0,0,0,0.0,0,0,273.0,107.0,39.0,28.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-20,23734,20791,1.141552,38,0.160108,0.755,1.208814,28.69,13.0,0,2.206923,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2306.0,0,0.012441,9.0,0,0,2306.0,0,0.012441,0,0,0,0.0,0,0,0.0,0,0,360.0,99.0,56.0,38.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-20,9228,8799,1.048756,17,0.184222,0.678824,1.250542,11.54,14.0,0,0.824286,5.0,0,2.308,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,363.0,0,0.031791,0.0,0,0,363.0,0,0.031791,0,0,0,0.0,0,0,0.0,0,0,60.0,21.0,8.0,7.0,UNKNOWN,UNKNOWN,UNKNOWN,14.0,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-20,22253,20692,1.07544,49,0.220195,0.519592,1.144115,25.46,20.0,0,1.273,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1625.0,0,0.015668,14.0,0,0,1625.0,0,0.015668,0,0,0,0.0,0,0,0.0,0,0,2091.0,814.0,371.0,239.0,UNKNOWN,UNKNOWN,UNKNOWN,20.0,NR
ALC - Encerramento Carnval,120239714623330075,OUTCOME_AWARENESS,2026-02-20,21178,20880,1.014272,6,0.028331,4.376667,1.239966,26.26,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,630.0,0,0.041683,4.0,0,0,630.0,0,0.041683,0,0,0,0.0,0,0,0.0,0,0,133.0,22.0,14.0,5.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Volksfriends,120239716062130075,OUTCOME_AWARENESS,2026-02-20,25855,25855,1.0,35,0.13537,0.889143,1.203636,31.12,29.0,0,1.073103,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,34.0,0,0.915294,3.0,0,0,34.0,0,0.915294,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-21,8099,7899,1.02532,7,0.08643,1.392857,1.203852,9.75,6.0,0,1.625,2.0,0,4.875,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,217.0,0,0.044931,0.0,0,0,217.0,0,0.044931,0,0,0,0.0,0,0,0.0,0,0,135.0,40.0,24.0,18.0,UNKNOWN,UNKNOWN,UNKNOWN,5.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-21,8731,8112,1.076307,11,0.125988,0.950909,1.19803,10.46,9.0,0,1.162222,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,320.0,0,0.032688,1.0,0,0,320.0,0,0.032688,0,0,0,0.0,0,0,0.0,0,0,338.0,124.0,70.0,46.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-21,10546,10469,1.007355,10,0.094823,1.298,1.230798,12.98,10.0,0,1.298,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,503.0,0,0.025805,1.0,0,0,503.0,0,0.025805,0,0,0,0.0,0,0,0.0,0,0,95.0,29.0,14.0,10.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-21,19350,18517,1.044986,39,0.20155,0.647949,1.305943,25.27,26.0,0,0.971923,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,64.0,0,0.394844,0.0,0,0,64.0,0,0.394844,0,0,0,0.0,0,0,0.0,0,0,38.0,16.0,12.0,8.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-21,46579,45844,1.016033,59,0.126667,0.969153,1.227592,57.18,36.0,0,1.588333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1941.0,0,0.029459,9.0,0,0,1941.0,0,0.029459,0,0,0,0.0,0,0,0.0,0,0,249.0,100.0,45.0,25.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-21,26001,23377,1.112247,34,0.130764,0.905294,1.183801,30.78,10.0,0,3.078,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2624.0,0,0.01173,5.0,0,0,2624.0,0,0.01173,0,0,0,0.0,0,0,0.0,0,0,426.0,108.0,59.0,36.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-21,9067,8910,1.017621,12,0.132348,0.9575,1.267233,11.49,7.0,0,1.641429,4.0,0,2.8725,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,400.0,0,0.028725,3.0,0,0,400.0,0,0.028725,0,0,0,0.0,0,0,0.0,0,0,86.0,23.0,10.0,5.0,UNKNOWN,UNKNOWN,UNKNOWN,7.0,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-21,22321,21725,1.027434,53,0.237445,0.477736,1.134358,25.32,16.0,0,1.5825,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1720.0,0,0.014721,11.0,0,0,1720.0,0,0.014721,0,0,0,0.0,0,0,0.0,0,0,1756.0,662.0,306.0,201.0,UNKNOWN,UNKNOWN,UNKNOWN,16.0,NR
ALC - Encerramento Carnval,120239714623330075,OUTCOME_AWARENESS,2026-02-21,27542,27536,1.000218,7,0.025416,4.717143,1.198896,33.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,853.0,0,0.03871,3.0,0,0,853.0,0,0.03871,0,0,0,0.0,0,0,0.0,0,0,182.0,30.0,17.0,3.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Volksfriends,120239716062130075,OUTCOME_AWARENESS,2026-02-21,35345,33914,1.042195,53,0.14995,0.75434,1.131136,39.98,40.0,0,0.9995,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,47.0,0,0.850638,7.0,0,0,47.0,0,0.850638,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-22,10338,10280,1.005642,15,0.145096,0.768667,1.115303,11.53,10.0,0,1.153,4.0,0,2.8825,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,335.0,0,0.034418,0.0,0,0,335.0,0,0.034418,0,0,0,0.0,0,0,0.0,0,0,167.0,57.0,36.0,27.0,UNKNOWN,UNKNOWN,UNKNOWN,6.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-22,10221,10221,1.0,9,0.088054,1.273333,1.121221,11.46,6.0,0,1.91,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,364.0,0,0.031484,1.0,0,0,364.0,0,0.031484,0,0,0,0.0,0,0,0.0,0,0,699.0,229.0,135.0,94.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-22,11916,11558,1.030974,11,0.092313,1.225455,1.131252,13.48,8.0,0,1.685,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,574.0,0,0.023484,3.0,0,0,574.0,0,0.023484,0,0,0,0.0,0,0,0.0,0,0,97.0,37.0,16.0,12.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-22,22987,22439,1.024422,37,0.160961,0.767568,1.235481,28.4,28.0,0,1.014286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,52.0,0,0.546154,0.0,0,0,52.0,0,0.546154,0,0,0,0.0,0,0,0.0,0,0,25.0,8.0,5.0,5.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-22,49942,48236,1.035368,54,0.108125,1.070926,1.157943,57.83,35.0,0,1.652286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1938.0,0,0.02984,7.0,0,0,1938.0,0,0.02984,0,0,0,0.0,0,0,0.0,0,0,598.0,317.0,100.0,59.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-22,30066,28147,1.068178,46,0.152997,0.736522,1.126854,33.88,13.0,0,2.606154,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2606.0,0,0.013001,8.0,0,0,2606.0,0,0.013001,0,0,0,0.0,0,0,0.0,0,0,410.0,106.0,60.0,43.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-22,9668,9506,1.017042,9,0.093091,1.24,1.154324,11.16,7.0,0,1.594286,2.0,0,5.58,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,413.0,0,0.027022,1.0,0,0,413.0,0,0.027022,0,0,0,0.0,0,0,0.0,0,0,62.0,14.0,7.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,7.0,NR
ALC - Aventura Congelante,120239402846960075,OUTCOME_AWARENESS,2026-02-22,7964,7837,1.016205,18,0.226017,0.479444,1.083626,8.63,3.0,0,2.876667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,631.0,0,0.013677,5.0,0,0,631.0,0,0.013677,0,0,0,0.0,0,0,0.0,0,0,559.0,219.0,97.0,65.0,UNKNOWN,UNKNOWN,UNKNOWN,3.0,NR
ALC - Encerramento Carnval,120239714623330075,OUTCOME_AWARENESS,2026-02-22,29848,28403,1.050875,5,0.016752,6.76,1.132404,33.8,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,928.0,0,0.036422,5.0,0,0,928.0,0,0.036422,0,0,0,0.0,0,0,0.0,0,0,215.0,42.0,20.0,15.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Volksfriends,120239716062130075,OUTCOME_AWARENESS,2026-02-22,37271,37271,1.0,51,0.136836,0.786471,1.076172,40.11,38.0,0,1.055526,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,41.0,0,0.978293,3.0,0,0,41.0,0,0.978293,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-23,16152,15709,1.0282,22,0.136206,0.847273,1.154037,18.64,17.0,0,1.096471,1.0,0,18.64,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,666.0,0,0.027988,1.0,0,0,666.0,0,0.027988,0,0,0,0.0,0,0,0.0,0,0,117.0,48.0,19.0,14.0,UNKNOWN,UNKNOWN,UNKNOWN,3.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-23,17652,17194,1.026637,19,0.107637,1.095789,1.17947,20.82,14.0,0,1.487143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,294.0,0,0.070816,0.0,0,0,294.0,0,0.070816,0,0,0,0.0,0,0,0.0,0,0,451.0,143.0,90.0,64.0,UNKNOWN,UNKNOWN,UNKNOWN,6.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-23,25038,24210,1.034201,21,0.083873,1.492857,1.252097,31.35,12.0,0,2.6125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1347.0,0,0.023274,6.0,0,0,1347.0,0,0.023274,0,0,0,0.0,0,0,0.0,0,0,243.0,78.0,43.0,29.0,UNKNOWN,UNKNOWN,UNKNOWN,2.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-23,18387,18387,1.0,33,0.179475,0.722727,1.297112,23.85,22.0,0,1.084091,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,180.0,0,0.1325,2.0,0,0,180.0,0,0.1325,0,0,0,0.0,0,0,0.0,0,0,51.0,13.0,5.0,3.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-23,43596,43000,1.01386,41,0.094045,1.270732,1.195064,52.1,26.0,0,2.003846,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1634.0,0,0.031885,6.0,0,0,1634.0,0,0.031885,0,0,0,0.0,0,0,0.0,0,0,489.0,285.0,100.0,53.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Inauguração Freddo Gelateria,120238539202460075,OUTCOME_AWARENESS,2026-02-23,13649,12727,1.072444,17,0.124551,0.911765,1.135614,15.5,7.0,0,2.214286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,965.0,0,0.016062,3.0,0,0,965.0,0,0.016062,0,0,0,0.0,0,0,0.0,0,0,134.0,23.0,12.0,8.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-23,7945,7945,1.0,5,0.062933,1.852,1.165513,9.26,3.0,0,3.086667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,325.0,0,0.028492,1.0,0,0,325.0,0,0.028492,0,0,0,0.0,0,0,0.0,0,0,47.0,13.0,6.0,3.0,UNKNOWN,UNKNOWN,UNKNOWN,3.0,NR
ALC - Encerramento Carnval,120239714623330075,OUTCOME_AWARENESS,2026-02-23,14229,14042,1.013317,0,0.0,0.0,1.150467,16.37,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,463.0,0,0.035356,2.0,0,0,463.0,0,0.035356,0,0,0,0.0,0,0,0.0,0,0,111.0,22.0,13.0,12.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Volksfriends,120239716062130075,OUTCOME_AWARENESS,2026-02-23,31935,30384,1.051047,44,0.13778,0.815227,1.123219,35.87,30.0,0,1.195667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,35.0,0,1.024857,4.0,0,0,35.0,0,1.024857,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Norte Cafe,120239888343150075,OUTCOME_AWARENESS,2026-02-23,10751,10550,1.019052,9,0.083713,1.386667,1.160822,12.48,6.0,0,2.08,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,417.0,0,0.029928,1.0,0,0,417.0,0,0.029928,0,0,0,0.0,0,0,0.0,0,0,193.0,102.0,31.0,18.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-24,20702,20702,1.0,22,0.10627,1.200455,1.275722,26.41,21.0,0,1.257619,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,878.0,0,0.03008,5.0,0,0,878.0,0,0.03008,0,0,0,0.0,0,0,0.0,0,0,225.0,82.0,35.0,25.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-24,25220,24872,1.013992,14,0.055512,2.342857,1.300555,32.8,6.0,0,5.466667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1038.0,0,0.031599,6.0,0,0,1038.0,0,0.031599,0,0,0,0.0,0,0,0.0,0,0,1476.0,534.0,290.0,196.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-24,45384,43645,1.039844,70,0.154239,0.918429,1.416579,64.29,49.0,0,1.312041,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2998.0,0,0.021444,11.0,0,0,2998.0,0,0.021444,0,0,0,0.0,0,0,0.0,0,0,767.0,308.0,146.0,73.0,UNKNOWN,UNKNOWN,UNKNOWN,3.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-24,17374,16643,1.043922,28,0.16116,0.865357,1.394613,24.23,20.0,0,1.2115,1.0,0,24.23,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,772.0,0,0.031386,4.0,0,0,772.0,0,0.031386,0,0,0,0.0,0,0,0.0,0,0,165.0,55.0,34.0,23.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-24,41124,39550,1.039798,40,0.097267,1.28725,1.252067,51.49,19.0,0,2.71,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1489.0,0,0.03458,6.0,0,0,1489.0,0,0.03458,0,0,0,0.0,0,0,0.0,0,0,610.0,310.0,104.0,55.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-24,7473,7116,1.050169,8,0.107052,1.1475,1.228422,9.18,7.0,0,1.311429,2.0,0,4.59,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,309.0,0,0.029709,2.0,0,0,309.0,0,0.029709,0,0,0,0.0,0,0,0.0,0,0,47.0,17.0,10.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,7.0,NR
ALC - Volksfriends,120239716062130075,OUTCOME_AWARENESS,2026-02-24,28987,28170,1.029002,40,0.137993,0.877,1.210198,35.08,25.0,0,1.4032,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30.0,0,1.169333,5.0,0,0,30.0,0,1.169333,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Norte Cafe,120239888343150075,OUTCOME_AWARENESS,2026-02-24,21026,20080,1.047112,11,0.052316,2.425455,1.268905,26.68,9.0,0,2.964444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,704.0,0,0.037898,1.0,0,0,704.0,0,0.037898,0,0,0,0.0,0,0,0.0,0,0,313.0,146.0,45.0,31.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2026-02-25,22302,21504,1.037109,17,0.076226,1.726471,1.316025,29.35,7.0,0,4.192857,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,956.0,0,0.030701,4.0,0,0,956.0,0,0.030701,0,0,0,0.0,0,0,0.0,0,0,199.0,78.0,33.0,22.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2026-02-25,24337,23764,1.024112,30,0.123269,1.09,1.343633,32.7,23.0,0,1.421739,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,494.0,0,0.066194,0.0,0,0,494.0,0,0.066194,0,0,0,0.0,0,0,0.0,0,0,913.0,311.0,165.0,113.0,UNKNOWN,UNKNOWN,UNKNOWN,8.0,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2026-02-25,43974,43326,1.014956,48,0.109155,1.333958,1.456088,64.03,36.0,0,1.778611,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2584.0,0,0.024779,16.0,0,0,2584.0,0,0.024779,0,0,0,0.0,0,0,0.0,0,0,571.0,229.0,114.0,62.0,UNKNOWN,UNKNOWN,UNKNOWN,2.0,NR
ALC - Wow Park,120238243719230075,OUTCOME_AWARENESS,2026-02-25,16769,16769,1.0,21,0.125231,1.160476,1.453277,24.37,13.0,0,1.874615,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,342.0,0,0.071257,7.0,0,0,342.0,0,0.071257,0,0,0,0.0,0,0,0.0,0,0,62.0,21.0,12.0,10.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,NR
ALC - PISTA DE PATINAÇAO,120238346134830075,OUTCOME_AWARENESS,2026-02-25,39535,38849,1.017658,35,0.088529,1.485714,1.31529,52.0,21.0,0,2.47619,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1457.0,0,0.03569,6.0,0,0,1457.0,0,0.03569,0,0,0,0.0,0,0,0.0,0,0,648.0,331.0,106.0,67.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Brasileirisse,120239236381150075,OUTCOME_AWARENESS,2026-02-25,7096,7061,1.004957,10,0.140924,0.92,1.296505,9.2,8.0,0,1.15,4.0,0,2.3,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,328.0,0,0.028049,0.0,0,0,328.0,0,0.028049,0,0,0,0.0,0,0,0.0,0,0,51.0,17.0,9.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,8.0,NR
ALC - Volksfriends,120239716062130075,OUTCOME_AWARENESS,2026-02-25,28576,28310,1.009396,39,0.136478,0.938718,1.281145,36.61,28.0,0,1.3075,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,0,1.144063,2.0,0,0,32.0,0,1.144063,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
ALC - Norte Cafe,120239888343150075,OUTCOME_AWARENESS,2026-02-25,20681,20363,1.015617,15,0.07253,1.854,1.344713,27.81,9.0,0,3.09,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,655.0,0,0.042458,5.0,0,0,655.0,0,0.042458,0,0,0,0.0,0,0,0.0,0,0,320.0,131.0,42.0,27.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NR
