campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,hourly_stats_aggregated_by_advertiser_time_zone,shopping
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-09-20,6447,0,0.0,5,0.077555,1.862,1.444083,9.31,2.0,0,4.655,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,184.0,0,0.050598,1.0,0,0,184.0,0,0.050598,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-09-20,10930,0,0.0,17,0.155535,0.988824,1.537969,16.81,11.0,0,1.528182,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,629.0,0,0.026725,3.0,0,0,629.0,0,0.026725,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,21:00:00 - 21:59:59,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-09-20,5705,0,0.0,3,0.052585,2.846667,1.496933,8.54,3.0,0,2.846667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,2.846667,0.0,0,0,3.0,0,2.846667,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,21:00:00 - 21:59:59,NR
ALC Strong Man,120231319280560075,OUTCOME_AWARENESS,2025-09-20,5321,0,0.0,7,0.131554,1.184286,1.557978,8.29,4.0,0,2.0725,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,1.658,0.0,0,0,5.0,0,1.658,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Combo cinema - Toy Story,120231792680670075,OUTCOME_AWARENESS,2025-09-20,679,0,0.0,1,0.147275,0.87,1.281296,0.87,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC Festa do Morango,120231850385790075,OUTCOME_AWARENESS,2025-09-20,1356,0,0.0,3,0.221239,0.696667,1.541298,2.09,2.0,0,1.045,2.0,0,1.045,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,29.0,0,0.072069,0.0,0,0,29.0,0,0.072069,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,21:00:00 - 21:59:59,NR
ALC - Pipoca Invocação do mal,120231935379630075,OUTCOME_ENGAGEMENT,2025-09-20,51,0,0.0,1,1.960784,0.51,10.0,0.51,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.17,3.0,0,0,3.0,0,0.17,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
Mês das alianças,120231935434380075,OUTCOME_AWARENESS,2025-09-20,2703,0,0.0,2,0.073992,2.09,1.54643,4.18,1.0,0,4.18,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,80.0,0,0.05225,1.0,0,0,80.0,0,0.05225,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC ícone de Carolina Herrera: La Bomba,120232112150500075,OUTCOME_ENGAGEMENT,2025-09-20,3005,0,0.0,14,0.46589,0.832143,3.876872,11.65,7.0,0,1.664286,1.0,0,11.65,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1521.0,0,0.007659,45.0,0,0,1521.0,0,0.007659,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,21:00:00 - 21:59:59,NR
ALC Torneio poker,120232275433020075,OUTCOME_AWARENESS,2025-09-20,5607,0,0.0,8,0.142679,1.19625,1.706795,9.57,6.0,0,1.595,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,1.595,0.0,0,0,6.0,0,1.595,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,21:00:00 - 21:59:59,NR
ALC Oktober Kids,120232371148670075,OUTCOME_AWARENESS,2025-09-20,41340,0,0.0,61,0.147557,1.108033,1.634978,67.59,47.0,0,1.438085,17.0,0,3.975882,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2844.0,0,0.023766,9.0,0,0,2844.0,0,0.023766,0,0,0,0.0,0,0,0.0,0,0,,,,47.0,21:00:00 - 21:59:59,NR
ALC - Giftcard,120232412895580075,OUTCOME_AWARENESS,2025-09-20,13175,0,0.0,10,0.075901,2.084,1.581784,20.84,9.0,0,2.315556,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,316.0,0,0.065949,1.0,0,0,316.0,0,0.065949,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,21:00:00 - 21:59:59,NR
TRAF - Giftcard,120232413046670075,LINK_CLICKS,2025-09-20,2602,0,0.0,64,2.459646,0.315313,7.755573,20.18,62.0,0,0.325484,44.0,0,0.458636,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,460.0,0,0.04387,3.0,0,0,460.0,0,0.04387,0,0,0,0.0,0,0,0.0,0,0,,,,62.0,21:00:00 - 21:59:59,NR
ALC - Provin Joias,120232540913690075,OUTCOME_AWARENESS,2025-09-20,2481,0,0.0,2,0.080613,1.945,1.567916,3.89,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,102.0,0,0.038137,1.0,0,0,102.0,0,0.038137,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - CineMaterna,120232657279920075,OUTCOME_AWARENESS,2025-09-20,1411,0,0.0,0,0.0,0.0,1.509568,2.13,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-10-01,17930,0,0.0,12,0.066927,2.219167,1.48522,26.63,7.0,0,3.804286,1.0,0,26.63,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,562.0,0,0.047384,1.0,0,0,562.0,0,0.047384,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,21:00:00 - 21:59:59,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-10-01,17351,0,0.0,22,0.126794,1.139545,1.444873,25.07,19.0,0,1.319474,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,364.0,0,0.068874,1.0,0,0,364.0,0,0.068874,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,21:00:00 - 21:59:59,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-10-01,20193,0,0.0,18,0.08914,1.713333,1.527262,30.84,10.0,0,3.084,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1100.0,0,0.028036,5.0,0,0,1100.0,0,0.028036,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,21:00:00 - 21:59:59,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-10-01,3499,0,0.0,7,0.200057,0.7,1.4004,4.9,6.0,0,0.816667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,0,0.7,1.0,0,0,7.0,0,0.7,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,21:00:00 - 21:59:59,NR
ALC Oktober Kids,120232371148670075,OUTCOME_AWARENESS,2025-10-01,5096,0,0.0,8,0.156986,0.97,1.522763,7.76,6.0,0,1.293333,1.0,0,7.76,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,380.0,0,0.020421,1.0,0,0,380.0,0,0.020421,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,21:00:00 - 21:59:59,NR
ALC - Giftcard,120232412895580075,OUTCOME_AWARENESS,2025-10-01,40506,0,0.0,37,0.091344,1.594595,1.456574,59.0,25.0,0,2.36,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1034.0,0,0.05706,1.0,0,0,1034.0,0,0.05706,0,0,0,0.0,0,0,0.0,0,0,,,,25.0,21:00:00 - 21:59:59,NR
TRAF - Giftcard,120232413046670075,LINK_CLICKS,2025-10-01,3710,0,0.0,195,5.256065,0.298308,15.679245,58.17,189.0,0,0.307778,140.0,0,0.4155,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1345.0,0,0.043249,21.0,0,0,1345.0,0,0.043249,0,0,0,0.0,0,0,0.0,0,0,,,,189.0,21:00:00 - 21:59:59,NR
ALC - Provin Joias,120232540913690075,OUTCOME_AWARENESS,2025-10-01,3492,0,0.0,4,0.114548,1.27,1.454754,5.08,2.0,0,2.54,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,173.0,0,0.029364,0.0,0,0,173.0,0,0.029364,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - CineMaterna,120232657279920075,OUTCOME_AWARENESS,2025-10-01,6302,0,0.0,7,0.111076,1.445714,1.605839,10.12,6.0,0,1.686667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,1.686667,0.0,0,0,6.0,0,1.686667,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,21:00:00 - 21:59:59,NR
ALC - Copo Oktober kids,120233021423290075,OUTCOME_AWARENESS,2025-10-01,25401,0,0.0,30,0.118106,1.284333,1.516869,38.53,22.0,0,1.751364,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,345.0,0,0.111681,3.0,0,0,345.0,0,0.111681,0,0,0,0.0,0,0,0.0,0,0,,,,22.0,21:00:00 - 21:59:59,NR
ALC - Cine Materna,120233025330000075,OUTCOME_AWARENESS,2025-10-01,7920,0,0.0,7,0.088384,1.98,1.75,13.86,5.0,0,2.772,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,2.31,1.0,0,0,6.0,0,2.31,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,21:00:00 - 21:59:59,NR
ALC - Oktober Kids - Votação,120233132840810075,OUTCOME_AWARENESS,2025-10-01,6394,0,0.0,15,0.234595,0.627333,1.471692,9.41,11.0,0,0.855455,8.0,0,1.17625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,0,0.723846,1.0,0,0,13.0,0,0.723846,0,0,0,0.0,0,0,0.0,0,0,,,,11.0,21:00:00 - 21:59:59,NR
ALC - Feira de adoção,120233147260200075,OUTCOME_AWARENESS,2025-10-01,1785,0,0.0,4,0.22409,0.7325,1.641457,2.93,1.0,0,2.93,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,242.0,0,0.012107,7.0,0,0,242.0,0,0.012107,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Noel Decor,120233149072990075,OUTCOME_AWARENESS,2025-10-01,3611,0,0.0,8,0.221545,0.77125,1.708668,6.17,6.0,0,1.028333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,319.0,0,0.019342,1.0,0,0,319.0,0,0.019342,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Oktober Candidatos Realeza,120233417653950075,OUTCOME_AWARENESS,2025-10-01,5291,0,0.0,7,0.1323,1.097143,1.451521,7.68,4.0,0,1.92,1.0,0,7.68,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.92,0.0,0,0,4.0,0,1.92,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,21:00:00 - 21:59:59,NR
ALC - Halloween Programação 25,120233466781880075,OUTCOME_AWARENESS,2025-10-01,23286,0,0.0,28,0.120244,1.346071,1.618569,37.69,19.0,0,1.983684,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,872.0,0,0.043222,1.0,0,0,872.0,0,0.043222,0,0,0,0.0,0,0,0.0,0,0,,,,16.0,21:00:00 - 21:59:59,NR
ALC - Desafio Jota Racing,120233565241670075,OUTCOME_AWARENESS,2025-10-01,15948,0,0.0,27,0.1693,0.995185,1.684851,26.87,1.0,0,26.87,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2001.0,0,0.013428,58.0,0,0,2001.0,0,0.013428,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Klaus e Frida Final Oktober Kids,120233566621610075,OUTCOME_AWARENESS,2025-10-01,13295,0,0.0,10,0.075216,2.188,1.645731,21.88,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,749.0,0,0.029212,3.0,0,0,749.0,0,0.029212,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Avatim,120233566954320075,OUTCOME_AWARENESS,2025-10-01,19236,0,0.0,5,0.025993,6.312,1.640674,31.56,2.0,0,15.78,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,831.0,0,0.037978,7.0,0,0,831.0,0,0.037978,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Jantar Halloween Churras,120233618997590075,OUTCOME_AWARENESS,2025-10-01,17997,0,0.0,26,0.144469,1.131154,1.634161,29.41,17.0,0,1.73,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,0,1.547895,2.0,0,0,19.0,0,1.547895,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
TRAF - AJFANS Oktoberfest,120233621062880075,LINK_CLICKS,2025-10-01,4302,0,0.0,186,4.32357,0.07,3.026499,13.02,176.0,0,0.073977,143.0,0,0.091049,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,194.0,0,0.067113,3.0,0,0,194.0,0,0.067113,0,0,0,0.0,0,0,0.0,0,0,,,,176.0,21:00:00 - 21:59:59,NR
ALC - Inauguração Allmini,120233682805660075,OUTCOME_AWARENESS,2025-10-01,9339,0,0.0,25,0.267695,0.5936,1.589035,14.84,20.0,0,0.742,1.0,0,14.84,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24.0,0,0.618333,0.0,0,0,24.0,0,0.618333,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Halloween Caça aos Doces 2025,120233685669930075,OUTCOME_AWARENESS,2025-10-01,15372,0,0.0,18,0.117096,1.343333,1.57299,24.18,14.0,0,1.727143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,0,1.612,1.0,0,0,15.0,0,1.612,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Desfile Pet,120233699625320075,OUTCOME_AWARENESS,2025-10-01,2358,0,0.0,0,0.0,0.0,1.823579,4.3,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,95.0,0,0.045263,0.0,0,0,95.0,0,0.045263,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Chegada Noel - Natal 2025,120233886402030075,OUTCOME_AWARENESS,2025-10-01,12416,0,0.0,6,0.048325,3.236667,1.564111,19.42,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,187.0,0,0.10385,3.0,0,0,187.0,0,0.10385,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Musical Floresta Encantada,120233936048820075,OUTCOME_AWARENESS,2025-10-01,4510,0,0.0,9,0.199557,0.801111,1.59867,7.21,6.0,0,1.201667,4.0,0,1.8025,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,0,0.225313,1.0,0,0,32.0,0,0.225313,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,21:00:00 - 21:59:59,NR
ALC - Natal Noel Decor,120234329536470075,OUTCOME_AWARENESS,2025-10-01,1296,0,0.0,1,0.07716,2.26,1.743827,2.26,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,54.0,0,0.041852,0.0,0,0,54.0,0,0.041852,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ENG - Halloween terrivelmente divertido,120234446784350075,OUTCOME_ENGAGEMENT,2025-10-01,789,0,0.0,3,0.380228,1.11,4.220532,3.33,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,379.0,0,0.008786,10.0,0,0,379.0,0,0.008786,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-11-01,15727,0,0.0,9,0.057226,2.941111,1.683093,26.47,5.0,0,5.294,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,607.0,0,0.043608,2.0,0,0,607.0,0,0.043608,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-11-01,14537,0,0.0,11,0.075669,2.162727,1.636514,23.79,7.0,0,3.398571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,160.0,0,0.148688,4.0,0,0,160.0,0,0.148688,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-11-01,15450,0,0.0,15,0.097087,1.730667,1.680259,25.96,8.0,0,3.245,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1186.0,0,0.021889,3.0,0,0,1186.0,0,0.021889,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,21:00:00 - 21:59:59,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-11-01,12369,0,0.0,10,0.080847,2.175,1.758428,21.75,4.0,0,5.4375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,4.35,1.0,0,0,5.0,0,4.35,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,21:00:00 - 21:59:59,NR
ALC - Giftcard,120232412895580075,OUTCOME_AWARENESS,2025-11-01,2911,0,0.0,1,0.034352,4.57,1.569907,4.57,1.0,0,4.57,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,63.0,0,0.07254,0.0,0,0,63.0,0,0.07254,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,21:00:00 - 21:59:59,NR
TRAF - Giftcard,120232413046670075,LINK_CLICKS,2025-11-01,2643,0,0.0,26,0.983731,0.98,9.64056,25.48,25.0,0,1.0192,9.0,0,2.831111,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,253.0,0,0.100711,2.0,0,0,253.0,0,0.100711,0,0,0,0.0,0,0,0.0,0,0,,,,25.0,21:00:00 - 21:59:59,NR
ALC - Inauguração Allmini,120233682805660075,OUTCOME_AWARENESS,2025-11-01,16169,0,0.0,17,0.105139,1.651176,1.736038,28.07,11.0,0,2.551818,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,0,1.651176,3.0,0,0,14.0,0,2.005,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Chegada Noel - Natal 2025,120233886402030075,OUTCOME_AWARENESS,2025-11-01,6815,0,0.0,3,0.044021,3.303333,1.454145,9.91,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,115.0,0,0.086174,1.0,0,0,115.0,0,0.086174,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Natal Noel Decor,120234329536470075,OUTCOME_AWARENESS,2025-11-01,21123,0,0.0,26,0.123089,1.458846,1.795673,37.93,19.0,0,1.996316,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1001.0,0,0.037892,4.0,0,0,1001.0,0,0.037892,0,0,0,0.0,0,0,0.0,0,0,,,,11.0,21:00:00 - 21:59:59,NR
ENG - Halloween terrivelmente divertido,120234446784350075,OUTCOME_ENGAGEMENT,2025-11-01,796,0,0.0,4,0.502513,0.795,3.994975,3.18,1.0,0,3.18,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,402.0,0,0.00791,6.0,0,0,402.0,0,0.00791,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Feira Pet Out,120234450509790075,OUTCOME_AWARENESS,2025-11-01,8969,0,0.0,11,0.122645,1.38,1.692496,15.18,9.0,0,1.686667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,1.518,1.0,0,0,10.0,0,1.518,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Torneio de Futebol de Mesa,120234584546150075,OUTCOME_AWARENESS,2025-11-01,6873,0,0.0,12,0.174596,0.9825,1.715408,11.79,10.0,0,1.179,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,0,0.9825,2.0,0,0,12.0,0,0.9825,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
TRAF - PATATIPATATA,120234704659180075,LINK_CLICKS,2025-11-01,445,0,0.0,9,2.022472,0.282222,5.707865,2.54,3.0,0,0.846667,4.0,0,0.635,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.230909,5.0,0,0,11.0,0,0.230909,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-11-01,28743,0,0.0,38,0.132206,1.263158,1.669972,48.0,23.0,0,2.086957,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,99.0,0,0.484848,5.0,0,0,99.0,0,0.484848,0,0,0,0.0,0,0,0.0,0,0,,,,19.0,21:00:00 - 21:59:59,NR
ALC - PATATIPATATA,120234821763070075,OUTCOME_AWARENESS,2025-11-01,3316,0,0.0,12,0.361882,0.46,1.664656,5.52,10.0,0,0.552,7.0,0,0.788571,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.501818,0.0,0,0,11.0,0,0.501818,0,0,0,0.0,0,0,0.0,0,0,,,,10.0,21:00:00 - 21:59:59,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-11-01,12542,0,0.0,197,1.570722,0.266701,4.189125,52.54,150.0,0,0.350267,130.0,0,0.404154,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,247.0,0,0.212713,19.0,0,0,247.0,0,0.212713,0,0,0,0.0,0,0,0.0,0,0,,,,148.0,21:00:00 - 21:59:59,NR
[ALC - Cine Materna],120234972253410075,OUTCOME_AWARENESS,2025-11-01,2922,0,0.0,5,0.171116,1.012,1.731691,5.06,3.0,0,1.686667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,1.686667,0.0,0,0,3.0,0,1.686667,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Senhora Farinha,120235105425650075,OUTCOME_AWARENESS,2025-11-01,19681,0,0.0,31,0.157512,1.197742,1.886591,37.13,20.0,0,1.8565,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2378.0,0,0.015614,6.0,0,0,2378.0,0,0.015614,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,21:00:00 - 21:59:59,NR
ALC - ESQUENTA VOLKSFRIENDS,120235245890480075,OUTCOME_AWARENESS,2025-11-01,6410,0,0.0,10,0.156006,1.161,1.811232,11.61,8.0,0,1.45125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,1.45125,0.0,0,0,8.0,0,1.45125,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ENG - PET DAY,120235524391440075,OUTCOME_ENGAGEMENT,2025-11-01,461,0,0.0,5,1.084599,1.036,11.236443,5.18,4.0,0,1.295,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,63.0,0,0.082222,59.0,0,0,63.0,0,0.082222,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,21:00:00 - 21:59:59,NR
ALC - Cidadania Já,120235524827340075,OUTCOME_AWARENESS,2025-11-01,5374,0,0.0,5,0.093041,1.942,1.806848,9.71,4.0,0,2.4275,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,360.0,0,0.026972,2.0,0,0,360.0,0,0.026972,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,21:00:00 - 21:59:59,NR
Black Friday - NR,120235655860310075,OUTCOME_AWARENESS,2025-11-01,37829,0,0.0,12,0.031722,6.3325,2.008776,75.99,6.0,0,12.665,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,397.0,0,0.191411,4.0,0,0,397.0,0,0.191411,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
