campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,hourly_stats_aggregated_by_advertiser_time_zone,shopping
ALC - Torneio de Poker - NR,120235658959800075,OUTCOME_AWARENESS,2025-11-01,3739,0,0.0,0,0.0,0.0,1.893554,7.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,196.0,0,0.036122,0.0,0,0,196.0,0,0.036122,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Feirão Regional do Banco Omni,120235664562480075,OUTCOME_AWARENESS,2025-11-01,7995,0,0.0,12,0.150094,1.2825,1.924953,15.39,6.0,0,2.565,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,0,2.198571,1.0,0,0,7.0,0,2.198571,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-11-01,5436,0,0.0,9,0.165563,1.603333,2.654525,14.43,6.0,0,2.405,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,2.405,0.0,0,0,6.0,0,2.405,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC- Diário da lancheira,120235811993880075,OUTCOME_AWARENESS,2025-11-01,1572,0,0.0,0,0.0,0.0,1.959288,3.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,3.08,1.0,0,0,1.0,0,3.08,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Patrulha Canina,120235812083840075,OUTCOME_AWARENESS,2025-11-01,12077,0,0.0,23,0.190445,1.026087,1.954128,23.6,17.0,0,1.388235,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,0,1.311111,1.0,0,0,18.0,0,1.311111,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - MILENINHA NR,120235921119840075,OUTCOME_AWARENESS,2025-11-01,57541,0,0.0,148,0.257208,1.036622,2.666273,153.42,76.0,0,2.018684,31.0,0,4.949032,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7878.0,0,0.019474,21.0,0,0,7878.0,0,0.019474,0,0,0,0.0,0,0,0.0,0,0,,,,76.0,21:00:00 - 21:59:59,NR
ALC - CHURRAS,120235922401180075,OUTCOME_AWARENESS,2025-11-01,4613,0,0.0,8,0.173423,1.205,2.089746,9.64,6.0,0,1.606667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,0,1.377143,1.0,0,0,7.0,0,1.377143,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ENG - CHURRAS NR,120235922750610075,OUTCOME_ENGAGEMENT,2025-11-01,154,0,0.0,1,0.649351,5.02,32.597403,5.02,1.0,0,5.02,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,25.0,0,0.2008,24.0,0,0,25.0,0,0.2008,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-01,8382,0,0.0,4,0.047721,3.3,1.574803,13.2,2.0,0,6.6,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,309.0,0,0.042718,1.0,0,0,309.0,0,0.042718,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,21:00:00 - 21:59:59,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-01,6171,0,0.0,7,0.113434,1.337143,1.516772,9.36,6.0,0,1.56,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,183.0,0,0.051148,0.0,0,0,183.0,0,0.051148,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-01,7805,0,0.0,7,0.089686,1.788571,1.6041,12.52,6.0,0,2.086667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,376.0,0,0.033298,2.0,0,0,376.0,0,0.033298,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,21:00:00 - 21:59:59,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-12-01,5985,0,0.0,13,0.21721,0.749231,1.627402,9.74,8.0,0,1.2175,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,1.082222,1.0,0,0,9.0,0,1.082222,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,21:00:00 - 21:59:59,NR
ALC - Natal Noel Decor,120234329536470075,OUTCOME_AWARENESS,2025-12-01,9477,0,0.0,15,0.158278,1.078,1.706236,16.17,8.0,0,2.02125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,403.0,0,0.040124,0.0,0,0,403.0,0,0.040124,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,21:00:00 - 21:59:59,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-01,22699,0,0.0,39,0.171814,0.862051,1.481123,33.62,20.0,0,1.681,1.0,0,33.62,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,245.0,0,0.137224,4.0,0,0,245.0,0,0.137224,0,0,0,0.0,0,0,0.0,0,0,,,,18.0,21:00:00 - 21:59:59,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-01,6595,0,0.0,253,3.83624,0.131028,5.026535,33.15,159.0,0,0.208491,117.0,0,0.283333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,583.0,0,0.056861,9.0,0,0,583.0,0,0.056861,0,0,0,0.0,0,0,0.0,0,0,,,,158.0,21:00:00 - 21:59:59,NR
ALC - Senhora Farinha,120235105425650075,OUTCOME_AWARENESS,2025-12-01,8503,0,0.0,13,0.152887,1.088462,1.664119,14.15,7.0,0,2.021429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,802.0,0,0.017643,4.0,0,0,802.0,0,0.017643,0,0,0,0.0,0,0,0.0,0,0,,,,5.0,21:00:00 - 21:59:59,NR
ALC - Cidadania Já,120235524827340075,OUTCOME_AWARENESS,2025-12-01,2829,0,0.0,0,0.0,0.0,1.590668,4.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,160.0,0,0.028125,2.0,0,0,160.0,0,0.028125,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Torneio de Poker - NR,120235658959800075,OUTCOME_AWARENESS,2025-12-01,5,0,0.0,0,0.0,0.0,2.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-01,14801,0,0.0,16,0.108101,1.774375,1.918114,28.39,8.0,0,3.54875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1076.0,0,0.026385,4.0,0,0,1076.0,0,0.026385,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC- Diário da lancheira,120235811993880075,OUTCOME_AWARENESS,2025-12-01,4699,0,0.0,6,0.127687,1.326667,1.693977,7.96,4.0,0,1.99,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.99,0.0,0,0,4.0,0,1.99,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,21:00:00 - 21:59:59,NR
ALC - Patrulha Canina,120235812083840075,OUTCOME_AWARENESS,2025-12-01,164,0,0.0,0,0.0,0.0,1.52439,0.25,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - CHURRAS,120235922401180075,OUTCOME_AWARENESS,2025-12-01,19598,0,0.0,23,0.117359,1.482609,1.739973,34.1,17.0,0,2.005882,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,100.0,0,0.341,1.0,0,0,100.0,0,0.341,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ENG - CHURRAS NR,120235922750610075,OUTCOME_ENGAGEMENT,2025-12-01,541,0,0.0,5,0.924214,2.456,22.698706,12.28,4.0,0,3.07,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,80.0,0,0.1535,76.0,0,0,80.0,0,0.1535,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,21:00:00 - 21:59:59,NR
ALC - Inauguração Brasileirisse,120236583251180075,OUTCOME_AWARENESS,2025-12-01,12811,0,0.0,17,0.132698,1.215294,1.612677,20.66,9.0,0,2.295556,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,2.295556,0.0,0,0,9.0,0,2.295556,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Musical Chapeuzinho,120236583431100075,OUTCOME_AWARENESS,2025-12-01,21146,0,0.0,24,0.113497,1.561667,1.772439,37.48,21.0,0,1.784762,10.0,0,3.748,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21.0,0,1.784762,0.0,0,0,21.0,0,1.784762,0,0,0,0.0,0,0,0.0,0,0,,,,21.0,21:00:00 - 21:59:59,NR
ALC - Árvore solidária,120236584388850075,OUTCOME_AWARENESS,2025-12-01,4942,0,0.0,2,0.040469,4.195,1.697693,8.39,2.0,0,4.195,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,166.0,0,0.050542,0.0,0,0,166.0,0,0.050542,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Cine Materna,120236688425640075,OUTCOME_AWARENESS,2025-12-01,2046,0,0.0,4,0.195503,0.8825,1.725318,3.53,4.0,0,0.8825,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,58.0,0,0.060862,0.0,0,0,58.0,0,0.060862,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Oficina de Decoupage Mundo Kids,120236859772950075,OUTCOME_AWARENESS,2025-12-01,4214,0,0.0,8,0.189843,0.82375,1.563835,6.59,7.0,0,0.941429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.82375,1.0,0,0,8.0,0,0.82375,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,21:00:00 - 21:59:59,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-01,4071,0,0.0,2,0.049128,3.09,1.518055,6.18,2.0,0,3.09,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,2.06,0.0,0,0,3.0,0,2.06,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-01,3224,0,0.0,1,0.031017,4.74,1.470223,4.74,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-09-20,5388,0,0.0,8,0.148478,0.95625,1.419822,7.65,2.0,0,3.825,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,158.0,0,0.048418,1.0,0,0,158.0,0,0.048418,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,22:00:00 - 22:59:59,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-09-20,5211,0,0.0,5,0.095951,1.518,1.456534,7.59,3.0,0,2.53,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,142.0,0,0.053451,0.0,0,0,142.0,0,0.053451,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-09-20,10143,0,0.0,12,0.118308,1.290833,1.527162,15.49,6.0,0,2.581667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,582.0,0,0.026615,4.0,0,0,582.0,0,0.026615,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-09-20,4815,0,0.0,2,0.041537,3.62,1.503634,7.24,1.0,0,7.24,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,7.24,0.0,0,0,1.0,0,7.24,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,22:00:00 - 22:59:59,NR
ALC Strong Man,120231319280560075,OUTCOME_AWARENESS,2025-09-20,4856,0,0.0,4,0.082372,1.89,1.556837,7.56,2.0,0,3.78,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.89,2.0,0,0,4.0,0,1.89,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
ALC - Combo cinema - Toy Story,120231792680670075,OUTCOME_AWARENESS,2025-09-20,412,0,0.0,1,0.242718,0.5,1.213592,0.5,1.0,0,0.5,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,0.5,0.0,0,0,1.0,0,0.5,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
ALC Festa do Morango,120231850385790075,OUTCOME_AWARENESS,2025-09-20,1370,0,0.0,2,0.145985,1.005,1.467153,2.01,1.0,0,2.01,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,33.0,0,0.060909,0.0,0,0,33.0,0,0.060909,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,22:00:00 - 22:59:59,NR
ALC - Pipoca Invocação do mal,120231935379630075,OUTCOME_ENGAGEMENT,2025-09-20,58,0,0.0,1,1.724138,0.69,11.896552,0.69,1.0,0,0.69,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.076667,8.0,0,0,9.0,0,0.076667,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
Mês das alianças,120231935434380075,OUTCOME_AWARENESS,2025-09-20,2420,0,0.0,3,0.123967,1.23,1.524793,3.69,3.0,0,1.23,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,65.0,0,0.056769,1.0,0,0,65.0,0,0.056769,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,22:00:00 - 22:59:59,NR
ALC Baby Shark,120232111799930075,OUTCOME_AWARENESS,2025-09-20,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
ALC ícone de Carolina Herrera: La Bomba,120232112150500075,OUTCOME_ENGAGEMENT,2025-09-20,2635,0,0.0,6,0.227704,1.721667,3.920304,10.33,4.0,0,2.5825,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1388.0,0,0.007442,29.0,0,0,1388.0,0,0.007442,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,22:00:00 - 22:59:59,NR
ALC Torneio poker,120232275433020075,OUTCOME_AWARENESS,2025-09-20,4913,0,0.0,3,0.061062,2.806667,1.71382,8.42,2.0,0,4.21,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,2.105,2.0,0,0,4.0,0,2.105,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,22:00:00 - 22:59:59,NR
ALC Oktober Kids,120232371148670075,OUTCOME_AWARENESS,2025-09-20,37634,0,0.0,56,0.148802,1.097679,1.633363,61.47,39.0,0,1.576154,9.0,0,6.83,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2391.0,0,0.025709,14.0,0,0,2391.0,0,0.025709,0,0,0,0.0,0,0,0.0,0,0,,,,39.0,22:00:00 - 22:59:59,NR
ALC - Giftcard,120232412895580075,OUTCOME_AWARENESS,2025-09-20,12063,0,0.0,15,0.124347,1.267333,1.575893,19.01,11.0,0,1.728182,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,345.0,0,0.055101,2.0,0,0,345.0,0,0.055101,0,0,0,0.0,0,0,0.0,0,0,,,,11.0,22:00:00 - 22:59:59,NR
TRAF - Giftcard,120232413046670075,LINK_CLICKS,2025-09-20,2393,0,0.0,44,1.838696,0.459091,8.441287,20.2,43.0,0,0.469767,32.0,0,0.63125,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,433.0,0,0.046651,4.0,0,0,433.0,0,0.046651,0,0,0,0.0,0,0,0.0,0,0,,,,43.0,22:00:00 - 22:59:59,NR
ALC - Provin Joias,120232540913690075,OUTCOME_AWARENESS,2025-09-20,2072,0,0.0,2,0.096525,1.64,1.583012,3.28,1.0,0,3.28,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,84.0,0,0.039048,0.0,0,0,84.0,0,0.039048,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,22:00:00 - 22:59:59,NR
ALC - CineMaterna,120232657279920075,OUTCOME_AWARENESS,2025-09-20,1176,0,0.0,1,0.085034,1.82,1.547619,1.82,1.0,0,1.82,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,1.82,0.0,0,0,1.0,0,1.82,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-10-01,14344,0,0.0,8,0.055772,2.555,1.424986,20.44,6.0,0,3.406667,1.0,0,20.44,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,409.0,0,0.049976,2.0,0,0,409.0,0,0.049976,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,22:00:00 - 22:59:59,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-10-01,15207,0,0.0,27,0.17755,0.814815,1.446702,22.0,18.0,0,1.222222,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,345.0,0,0.063768,0.0,0,0,345.0,0,0.063768,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-10-01,16535,0,0.0,25,0.151194,1.0012,1.513759,25.03,17.0,0,1.472353,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,879.0,0,0.028476,3.0,0,0,879.0,0,0.028476,0,0,0,0.0,0,0,0.0,0,0,,,,11.0,22:00:00 - 22:59:59,NR
ALC - Lojas - Diversão,120226684244550075,OUTCOME_AWARENESS,2025-10-01,2972,0,0.0,1,0.033647,4.14,1.393001,4.14,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,4.14,1.0,0,0,1.0,0,4.14,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
ALC Oktober Kids,120232371148670075,OUTCOME_AWARENESS,2025-10-01,4415,0,0.0,4,0.0906,1.65,1.494904,6.6,3.0,0,2.2,2.0,0,3.3,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,344.0,0,0.019186,1.0,0,0,344.0,0,0.019186,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,22:00:00 - 22:59:59,NR
ALC - Giftcard,120232412895580075,OUTCOME_AWARENESS,2025-10-01,35688,0,0.0,41,0.114885,1.264878,1.45315,51.86,35.0,0,1.481714,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,892.0,0,0.058139,2.0,0,0,892.0,0,0.058139,0,0,0,0.0,0,0,0.0,0,0,,,,33.0,22:00:00 - 22:59:59,NR
TRAF - Giftcard,120232413046670075,LINK_CLICKS,2025-10-01,3217,0,0.0,147,4.569475,0.345986,15.809761,50.86,149.0,0,0.341342,114.0,0,0.44614,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1163.0,0,0.043732,13.0,0,0,1163.0,0,0.043732,0,0,0,0.0,0,0,0.0,0,0,,,,149.0,22:00:00 - 22:59:59,NR
ALC - Provin Joias,120232540913690075,OUTCOME_AWARENESS,2025-10-01,3051,0,0.0,7,0.229433,0.664286,1.52409,4.65,4.0,0,1.1625,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,146.0,0,0.031849,0.0,0,0,146.0,0,0.031849,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,22:00:00 - 22:59:59,NR
ALC - CineMaterna,120232657279920075,OUTCOME_AWARENESS,2025-10-01,5557,0,0.0,2,0.035991,4.585,1.650171,9.17,2.0,0,4.585,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0,4.585,0.0,0,0,2.0,0,4.585,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
ALC - Copo Oktober kids,120233021423290075,OUTCOME_AWARENESS,2025-10-01,20940,0,0.0,35,0.167144,0.908571,1.518625,31.8,24.0,0,1.325,2.0,0,15.9,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,275.0,0,0.115636,1.0,0,0,275.0,0,0.115636,0,0,0,0.0,0,0,0.0,0,0,,,,24.0,22:00:00 - 22:59:59,NR
ALC - Cine Materna,120233025330000075,OUTCOME_AWARENESS,2025-10-01,5509,0,0.0,6,0.108913,1.555,1.693592,9.33,4.0,0,2.3325,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,1.866,1.0,0,0,5.0,0,1.866,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,22:00:00 - 22:59:59,NR
ALC - Oktober Kids - Votação,120233132840810075,OUTCOME_AWARENESS,2025-10-01,5228,0,0.0,16,0.306044,0.490625,1.50153,7.85,12.0,0,0.654167,3.0,0,2.616667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.560714,2.0,0,0,14.0,0,0.560714,0,0,0,0.0,0,0,0.0,0,0,,,,12.0,22:00:00 - 22:59:59,NR
ALC - Feira de adoção,120233147260200075,OUTCOME_AWARENESS,2025-10-01,1557,0,0.0,5,0.32113,0.488,1.567116,2.44,1.0,0,2.44,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,190.0,0,0.012842,5.0,0,0,190.0,0,0.012842,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,22:00:00 - 22:59:59,NR
ALC - Noel Decor,120233149072990075,OUTCOME_AWARENESS,2025-10-01,7606,0,0.0,9,0.118328,1.998889,2.365238,17.99,3.0,0,5.996667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,617.0,0,0.029157,1.0,0,0,617.0,0,0.029157,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
ALC - Oktober Candidatos Realeza,120233417653950075,OUTCOME_AWARENESS,2025-10-01,4292,0,0.0,13,0.302889,0.485385,1.470177,6.31,7.0,0,0.901429,2.0,0,3.155,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.573636,4.0,0,0,11.0,0,0.573636,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,22:00:00 - 22:59:59,NR
ALC - Halloween Programação 25,120233466781880075,OUTCOME_AWARENESS,2025-10-01,19458,0,0.0,28,0.1439,1.134286,1.632234,31.76,19.0,0,1.671579,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,664.0,0,0.047831,0.0,0,0,664.0,0,0.047831,0,0,0,0.0,0,0,0.0,0,0,,,,17.0,22:00:00 - 22:59:59,NR
ALC - Desafio Jota Racing,120233565241670075,OUTCOME_AWARENESS,2025-10-01,13563,0,0.0,14,0.103222,1.572143,1.622797,22.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1540.0,0,0.014292,40.0,0,0,1540.0,0,0.014292,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
ALC - Klaus e Frida Final Oktober Kids,120233566621610075,OUTCOME_AWARENESS,2025-10-01,11370,0,0.0,6,0.05277,3.051667,1.610378,18.31,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,627.0,0,0.029203,2.0,0,0,627.0,0,0.029203,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,22:00:00 - 22:59:59,NR
