campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,shopping
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-01-21,18626,18051,1.031854,27,0.144959,0.891111,1.291743,24.06,17.0,0,1.415294,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,116.0,25.0,12.0,7.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-01-22,41887,41187,1.016996,80,0.19099,0.730375,1.394944,58.43,56.0,0,1.043393,19.0,0,3.075263,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2270.0,901.0,460.0,276.0,NS
ALC - Cinema - Bob Esponja Filme,120237698206050225,OUTCOME_AWARENESS,2026-01-22,10029,10014,1.001498,21,0.209393,0.615238,1.288264,12.92,15.0,0,0.861333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,541.0,186.0,92.0,71.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-01-22,26538,26211,1.012476,46,0.173336,0.742174,1.286457,34.14,34.0,0,1.004118,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,391.0,120.0,60.0,38.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-01-22,19281,18855,1.022593,36,0.186712,0.689444,1.287278,24.82,25.0,0,0.9928,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,687.0,367.0,228.0,67.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-01-22,18205,18205,1.0,28,0.153804,0.865,1.330404,24.22,17.0,0,1.424706,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,134.0,23.0,8.0,4.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-01-23,44830,44830,1.0,79,0.176221,0.800253,1.410216,63.22,54.0,0,1.170741,23.0,0,2.748696,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1854.0,759.0,432.0,301.0,NS
ALC - Cinema - Bob Esponja Filme,120237698206050225,OUTCOME_AWARENESS,2026-01-23,10589,9954,1.063793,21,0.198319,0.65619,1.30135,13.78,19.0,0,0.725263,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,545.0,194.0,100.0,80.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-01-23,26804,26804,1.0,39,0.145501,0.899231,1.308387,35.07,30.0,0,1.169,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,379.0,119.0,62.0,46.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-01-23,19393,18943,1.023755,28,0.144382,0.912143,1.31697,25.54,19.0,0,1.344211,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,308.0,154.0,87.0,27.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-01-23,18456,18279,1.009683,32,0.173385,0.782188,1.356199,25.03,19.0,0,1.317368,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,114.0,27.0,10.0,7.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-01-24,52304,51318,1.019214,95,0.18163,0.721158,1.309842,68.51,71.0,0,0.96493,26.0,0,2.635,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1759.0,689.0,362.0,217.0,NS
ALC - Cinema - Bob Esponja Filme,120237698206050225,OUTCOME_AWARENESS,2026-01-24,11974,11813,1.013629,18,0.150326,0.83,1.247703,14.94,14.0,0,1.067143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,515.0,204.0,105.0,68.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-01-24,26832,26711,1.00453,47,0.175164,0.748298,1.310748,35.17,33.0,0,1.065758,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,394.0,116.0,62.0,40.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-01-24,20044,20044,1.0,27,0.134704,0.954444,1.285672,25.77,23.0,0,1.120435,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,408.0,185.0,110.0,25.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-01-24,19000,19000,1.0,29,0.152632,0.866897,1.323158,25.14,21.0,0,1.197143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,110.0,15.0,7.0,5.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-01-25,57002,54371,1.04839,89,0.156135,0.786966,1.228729,70.04,70.0,0,1.000571,30.0,0,2.334667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2131.0,852.0,456.0,305.0,NS
ALC - Cinema - Bob Esponja Filme,120237698206050225,OUTCOME_AWARENESS,2026-01-25,13025,13025,1.0,16,0.122841,0.93875,1.153167,15.02,16.0,0,0.93875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,562.0,215.0,113.0,85.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-01-25,30647,30647,1.0,50,0.163148,0.7702,1.256567,38.51,37.0,0,1.040811,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,422.0,139.0,75.0,46.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-01-25,22707,22063,1.029189,28,0.12331,0.98,1.208438,27.44,17.0,0,1.614118,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,113.0,26.0,14.0,10.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-01-25,21942,21367,1.026911,26,0.118494,1.057308,1.252848,27.49,14.0,0,1.963571,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,115.0,20.0,9.0,3.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-01-26,48741,47205,1.032539,67,0.137461,0.905821,1.245153,60.69,55.0,0,1.103455,22.0,0,2.758636,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1284.0,497.0,247.0,156.0,NS
ALC - Cinema - Bob Esponja Filme,120237698206050225,OUTCOME_AWARENESS,2026-01-26,11107,10438,1.064093,16,0.144053,0.80125,1.154227,12.82,10.0,0,1.282,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,525.0,194.0,89.0,65.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-01-26,26895,26230,1.025353,47,0.174754,0.728511,1.273099,34.24,31.0,0,1.104516,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,399.0,139.0,72.0,39.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-01-26,19483,18798,1.03644,27,0.138582,0.905185,1.254427,24.44,19.0,0,1.286316,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,185.0,44.0,26.0,13.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-01-26,19172,18710,1.024693,36,0.187774,0.677222,1.271646,24.38,26.0,0,0.937692,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,129.0,25.0,9.0,3.0,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-01-26,7859,7820,1.004987,13,0.165415,0.665385,1.100649,8.65,9.0,0,0.961111,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Blokinho do Rosa 2025,120238216427400225,OUTCOME_AWARENESS,2026-01-26,37,37,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-01-27,45814,45814,1.0,72,0.157157,0.863889,1.357664,62.2,53.0,0,1.173585,22.0,0,2.827273,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,508.0,167.0,82.0,55.0,NS
ALC - Cinema - Bob Esponja Filme,120237698206050225,OUTCOME_AWARENESS,2026-01-27,10313,10078,1.023318,11,0.106662,1.209091,1.289634,13.3,10.0,0,1.33,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,601.0,207.0,108.0,76.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-01-27,24773,24699,1.002996,47,0.189723,0.726809,1.378921,34.16,34.0,0,1.004706,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,351.0,117.0,64.0,47.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-01-27,18314,18314,1.0,19,0.103746,1.284211,1.332314,24.4,10.0,0,2.44,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,138.0,20.0,20.0,11.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-01-27,17897,17035,1.050602,23,0.128513,1.060435,1.362798,24.39,15.0,0,1.626,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,120.0,22.0,13.0,8.0,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-01-27,13367,13367,1.0,18,0.13466,0.936667,1.261315,16.86,14.0,0,1.204286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Blokinho do Rosa 2025,120238216427400225,OUTCOME_AWARENESS,2026-01-27,20849,20502,1.016925,27,0.129503,0.991481,1.283994,26.77,20.0,0,1.3385,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,948.0,382.0,191.0,143.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-01-28,43982,42787,1.027929,85,0.193261,0.705412,1.363285,59.96,59.0,0,1.016271,28.0,0,2.141429,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,532.0,182.0,107.0,75.0,NS
ALC - Cinema - Bob Esponja Filme,120237698206050225,OUTCOME_AWARENESS,2026-01-28,9913,9742,1.017553,10,0.100878,1.314,1.325532,13.14,6.0,0,2.19,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,636.0,218.0,104.0,80.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-01-28,24744,24190,1.022902,41,0.165697,0.82561,1.368008,33.85,36.0,0,0.940278,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,349.0,115.0,63.0,41.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-01-28,18869,18869,1.0,18,0.095395,1.392222,1.328104,25.06,8.0,0,3.1325,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,110.0,32.0,20.0,13.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-01-28,17704,17238,1.027033,23,0.129914,1.058696,1.375395,24.35,12.0,0,2.029167,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,113.0,28.0,12.0,7.0,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-01-28,12751,12366,1.031134,25,0.196063,0.6596,1.293232,16.49,18.0,0,0.916111,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-01-28,7818,7818,1.0,7,0.089537,1.555714,1.392939,10.89,6.0,0,1.815,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Blokinho do Rosa 2025,120238216427400225,OUTCOME_AWARENESS,2026-01-28,20394,20204,1.009404,18,0.088261,1.492222,1.317054,26.86,12.0,0,2.238333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,922.0,377.0,195.0,126.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-01-29,43852,43809,1.000982,80,0.182432,0.775,1.413847,62.0,57.0,0,1.087719,28.0,0,2.214286,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,846.0,332.0,176.0,115.0,NS
ALC - Cinema - Bob Esponja Filme,120237698206050225,OUTCOME_AWARENESS,2026-01-29,9682,9682,1.0,18,0.185912,0.74,1.375749,13.32,15.0,0,0.888,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,691.0,263.0,138.0,101.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-01-29,24166,24166,1.0,32,0.132417,1.0775,1.426798,34.48,21.0,0,1.641905,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,325.0,130.0,62.0,40.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-01-29,17526,17007,1.030517,28,0.159763,0.866071,1.383659,24.25,17.0,0,1.426471,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,271.0,128.0,80.0,27.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-01-29,17151,16817,1.019861,25,0.145764,0.9752,1.421491,24.38,18.0,0,1.354444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,120.0,17.0,8.0,6.0,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-01-29,12914,12914,1.0,11,0.085179,1.590909,1.355118,17.5,10.0,0,1.75,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-01-29,14218,14218,1.0,18,0.1266,1.076111,1.362358,19.37,12.0,0,1.614167,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Blokinho do Rosa 2025,120238216427400225,OUTCOME_AWARENESS,2026-01-29,19917,18573,1.072363,19,0.095396,1.45,1.38324,27.55,12.0,0,2.295833,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,932.0,384.0,193.0,133.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-01-30,43912,43912,1.0,74,0.168519,0.853108,1.437648,63.13,49.0,0,1.288367,20.0,0,3.1565,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,478.0,159.0,94.0,67.0,NS
ALC - Cinema - Bob Esponja Filme,120237698206050225,OUTCOME_AWARENESS,2026-01-30,9822,9595,1.023658,14,0.142537,0.975714,1.390755,13.66,9.0,0,1.517778,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,537.0,177.0,93.0,66.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-01-30,23281,22993,1.012526,25,0.107384,1.3548,1.454834,33.87,15.0,0,2.258,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,352.0,120.0,60.0,34.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-01-30,17858,17646,1.012014,24,0.134394,1.021667,1.373054,24.52,17.0,0,1.442353,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,117.0,60.0,35.0,20.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-01-30,17412,17205,1.012031,19,0.10912,1.308947,1.428325,24.87,13.0,0,1.913077,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,103.0,23.0,10.0,8.0,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-01-30,13028,12900,1.009922,27,0.207246,0.656667,1.360915,17.73,22.0,0,0.805909,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-01-30,12662,12101,1.04636,9,0.071079,1.882222,1.337861,16.94,8.0,0,2.1175,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Blokinho do Rosa 2025,120238216427400225,OUTCOME_AWARENESS,2026-01-30,20096,19029,1.056072,29,0.144307,0.972414,1.403264,28.2,17.0,0,1.658824,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,938.0,387.0,187.0,137.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-01-31,52182,51211,1.018961,72,0.137979,0.986389,1.361006,71.02,53.0,0,1.34,21.0,0,3.381905,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,435.0,121.0,62.0,40.0,NS
ALC - Cinema - Bob Esponja Filme,120237698206050225,OUTCOME_AWARENESS,2026-01-31,4832,4832,1.0,9,0.186258,0.714444,1.330712,6.43,8.0,0,0.80375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,247.0,90.0,48.0,35.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-01-31,25701,25701,1.0,33,0.1284,1.087576,1.396444,35.89,21.0,0,1.709048,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,352.0,123.0,69.0,43.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-01-31,18984,18456,1.028609,18,0.094817,1.382778,1.311104,24.89,13.0,0,1.914615,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,13.0,9.0,5.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-01-31,18440,18440,1.0,18,0.097614,1.396667,1.363341,25.14,13.0,0,1.933846,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,117.0,24.0,15.0,11.0,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-01-31,15125,14977,1.009882,34,0.224793,0.578235,1.299835,19.66,28.0,0,0.702143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-01-31,14897,14679,1.014851,18,0.12083,1.058333,1.278781,19.05,12.0,0,1.5875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Blokinho do Rosa 2025,120238216427400225,OUTCOME_AWARENESS,2026-01-31,23498,23389,1.00466,39,0.165972,0.807692,1.34054,31.5,26.0,0,1.211538,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1017.0,424.0,226.0,147.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-01,62836,62836,1.0,111,0.17665,0.649099,1.146636,72.05,89.0,0,0.809551,38.0,0,1.896053,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1264.0,460.0,248.0,151.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-02-01,34076,33665,1.012209,52,0.1526,0.787692,1.202019,40.96,33.0,0,1.241212,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,489.0,135.0,70.0,43.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-02-01,26193,25006,1.047469,35,0.133623,0.840857,1.123583,29.43,28.0,0,1.051071,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,581.0,263.0,163.0,66.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-02-01,25702,25558,1.005634,27,0.10505,1.122222,1.178897,30.3,20.0,0,1.515,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,162.0,24.0,9.0,5.0,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-01,18389,17809,1.032568,32,0.174017,0.625938,1.089238,20.03,25.0,0,0.8012,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-02-01,18186,18186,1.0,15,0.082481,1.301333,1.073353,19.52,9.0,0,2.168889,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Blokinho do Rosa 2025,120238216427400225,OUTCOME_AWARENESS,2026-02-01,27913,27409,1.018388,31,0.111059,1.025806,1.139254,31.8,22.0,0,1.445455,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1219.0,521.0,288.0,192.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-02,53015,50145,1.057234,82,0.154673,0.734268,1.135716,60.21,62.0,0,0.971129,33.0,0,1.824545,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1165.0,441.0,236.0,163.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-02-02,29444,29276,1.005738,49,0.166418,0.693061,1.153376,33.96,38.0,0,0.893684,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,351.0,91.0,58.0,40.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-02-02,22328,22328,1.0,25,0.111967,0.9644,1.07981,24.11,18.0,0,1.339444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,772.0,393.0,238.0,66.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-02-02,21148,20599,1.026652,34,0.160772,0.706765,1.136278,24.03,22.0,0,1.092273,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,123.0,26.0,10.0,7.0,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-02,15881,15040,1.055918,27,0.170014,0.616667,1.048423,16.65,23.0,0,0.723913,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-02-02,15410,14943,1.031252,25,0.162232,0.65,1.05451,16.25,20.0,0,0.8125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Blokinho do Rosa 2025,120238216427400225,OUTCOME_AWARENESS,2026-02-02,22993,22315,1.030383,34,0.147871,0.760882,1.125125,25.87,21.0,0,1.231905,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1013.0,402.0,220.0,160.0,NS
ALC - Super ZOO,120237697768620225,OUTCOME_AWARENESS,2026-02-03,48690,46871,1.038809,76,0.15609,0.799211,1.247484,60.74,56.0,0,1.084643,21.0,0,2.892381,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,773.0,220.0,110.0,71.0,NS
ALC - FÉRIAS JAN 25,120237769674470225,OUTCOME_AWARENESS,2026-02-03,26808,25797,1.039191,38,0.141749,0.882895,1.251492,33.55,22.0,0,1.525,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,369.0,117.0,63.0,32.0,NS
ALC - VERÃO/LOJAS,120237769884270225,OUTCOME_AWARENESS,2026-02-03,19765,19504,1.013382,20,0.101189,1.201,1.21528,24.02,14.0,0,1.715714,1.0,0,24.02,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,486.0,230.0,146.0,52.0,NS
ALC - ÓCULOS META OAKLEY,120237770000040225,OUTCOME_AWARENESS,2026-02-03,19059,19059,1.0,29,0.152159,0.823103,1.252427,23.87,21.0,0,1.136667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,130.0,20.0,5.0,4.0,NS
ALC - Novidades Cinema GNC,120238216202110225,OUTCOME_AWARENESS,2026-02-03,15421,15421,1.0,28,0.181571,0.615357,1.117308,17.23,22.0,0,0.783182,6.0,0,2.871667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23.0,8.0,5.0,3.0,NS
ALC - Vortex,120238216332790225,OUTCOME_AWARENESS,2026-02-03,14003,13873,1.009371,17,0.121403,0.960588,1.166179,16.33,14.0,0,1.166429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,NS
ALC - Blokinho do Rosa 2025,120238216427400225,OUTCOME_AWARENESS,2026-02-03,22100,20767,1.064188,29,0.131222,0.918276,1.204977,26.63,22.0,0,1.210455,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,724.0,262.0,131.0,100.0,NS
ALC - Carnapet,120238497176350225,OUTCOME_AWARENESS,2026-02-03,28189,27226,1.035371,53,0.188017,0.662075,1.244812,35.09,40.0,0,0.87725,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,339.0,156.0,35.0,22.0,NS
ALC - Exposição Ambiências,120238497254480225,OUTCOME_AWARENESS,2026-02-03,5134,5134,1.0,7,0.136346,0.85,1.15894,5.95,6.0,0,0.991667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,110.0,39.0,12.0,5.0,NS
