campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,publisher_platform,platform_position,shopping
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-19,23,22,1.045455,1,4.347826,0.160198,6.965137,0.160198,1.0,0,0.160198,1.0,0,0.160198,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,1.0,,,instagram,instagram_reels,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-19,48,48,1.0,4,8.333333,0.067584,5.631966,0.270334,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,5.0,1.0,1.0,instagram,instagram_stories,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-19,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_stories,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-19,631,628,1.004777,2,0.316957,0.445,1.41046,0.89,1.0,0,0.89,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,2.0,2.0,1.0,facebook,feed,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-19,905,863,1.048667,0,0.0,0.0,1.60221,1.45,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21.0,8.0,8.0,6.0,instagram,feed,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-19,5,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-19,1115,1115,1.0,0,0.0,0.0,1.560538,1.74,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,1.0,1.0,1.0,instagram,instagram_reels,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-19,2898,2877,1.007299,8,0.276052,0.57375,1.583851,4.59,4.0,0,1.1475,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24.0,4.0,2.0,,instagram,instagram_stories,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-19,382,377,1.013263,0,0.0,0.0,1.675393,0.64,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-19,7,7,1.0,0,0.0,0.0,1.428571,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-19,1981,1981,1.0,4,0.201918,0.76,1.534579,3.04,2.0,0,1.52,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,,,,instagram,instagram_reels,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-19,1664,1664,1.0,1,0.060096,2.74,1.646635,2.74,1.0,0,2.74,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-19,258,258,1.0,0,0.0,0.0,1.317829,0.34,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-19,989,988,1.001012,0,0.0,0.0,1.496461,1.48,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-19,4298,4298,1.0,6,0.1396,1.085,1.514658,6.51,6.0,0,1.085,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-19,3455,3452,1.000869,5,0.144718,1.056,1.52822,5.28,4.0,0,1.32,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-19,11,11,1.0,0,0.0,0.0,0.909091,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-19,7937,7888,1.006212,4,0.050397,3.16,1.592541,12.64,1.0,0,12.64,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-19,20214,19323,1.046111,28,0.138518,1.143214,1.583556,32.01,25.0,0,1.2804,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-19,850,850,1.0,1,0.117647,1.28,1.505882,1.28,1.0,0,1.28,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,37.0,22.0,10.0,3.0,instagram,feed,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-19,4,4,1.0,0,0.0,0.0,5.0,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,,,,instagram,instagram_explore,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-19,420,420,1.0,1,0.238095,0.78,1.857143,0.78,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,7.0,2.0,2.0,instagram,instagram_reels,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-19,1668,1668,1.0,0,0.0,0.0,1.498801,2.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23.0,15.0,,,instagram,instagram_stories,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-20,1107,1107,1.0,0,0.0,0.0,1.454381,1.61,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,6.0,5.0,4.0,instagram,feed,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-20,4,4,1.0,0,0.0,0.0,2.5,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-20,1124,1122,1.001783,2,0.177936,0.76,1.352313,1.52,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,1.0,,,instagram,instagram_reels,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-20,4832,4802,1.006247,5,0.103477,1.436,1.485927,7.18,4.0,0,1.795,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,33.0,4.0,3.0,2.0,instagram,instagram_stories,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-20,995,977,1.018424,1,0.100503,1.61,1.61809,1.61,1.0,0,1.61,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,113.0,34.0,19.0,13.0,instagram,feed,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-20,11,11,1.0,0,0.0,0.0,1.818182,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-20,1225,1218,1.005747,1,0.081633,1.99,1.62449,1.99,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,71.0,27.0,12.0,9.0,instagram,instagram_reels,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-20,4521,4459,1.013904,5,0.110595,1.322,1.462066,6.61,4.0,0,1.6525,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,59.0,34.0,26.0,19.0,instagram,instagram_stories,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-20,1263,1263,1.0,0,0.0,0.0,1.512272,1.91,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23.0,8.0,5.0,3.0,instagram,feed,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-20,6,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-20,845,828,1.020531,1,0.118343,1.41,1.668639,1.41,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,5.0,2.0,2.0,instagram,instagram_reels,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-20,4055,3817,1.062353,4,0.098644,1.575,1.553637,6.3,4.0,0,1.575,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,41.0,18.0,14.0,,instagram,instagram_stories,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-20,548,531,1.032015,1,0.182482,0.84,1.532847,0.84,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,2.0,,,facebook,facebook_reels,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-20,6205,5814,1.067251,12,0.193392,0.505,0.976632,6.06,12.0,0,0.505,2.0,0,3.03,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-20,272,268,1.014925,1,0.367647,0.36,1.323529,0.36,1.0,0,0.36,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_stories,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-20,3120,3105,1.004831,14,0.448718,0.31,1.391026,4.34,4.0,0,1.085,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,36.0,9.0,6.0,4.0,facebook,feed,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-20,1052,844,1.246446,1,0.095057,1.58,1.501901,1.58,1.0,0,1.58,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,4.0,3.0,1.0,facebook,marketplace,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-20,7,7,1.0,0,0.0,0.0,4.285714,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,search,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-20,1978,1978,1.0,2,0.101112,1.535,1.552073,3.07,1.0,0,3.07,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,2.0,1.0,,instagram,feed,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-20,15,15,1.0,0,0.0,0.0,0.666667,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-20,3795,3722,1.019613,8,0.210804,0.76,1.602108,6.08,3.0,0,2.026667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,4.0,3.0,2.0,instagram,instagram_reels,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-20,14957,14806,1.010199,24,0.16046,0.934583,1.499632,22.43,20.0,0,1.1215,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,4.0,2.0,2.0,instagram,instagram_stories,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-20,1,1,1.0,0,0.0,0.0,10.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_notification,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-20,120,115,1.043478,1,0.833333,0.49,4.083333,0.49,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,4.0,3.0,1.0,facebook,facebook_reels,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-20,2280,2273,1.00308,13,0.570175,0.249231,1.421053,3.24,13.0,0,0.249231,12.0,0,0.27,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,,,,facebook,facebook_reels_overlay,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-20,13,13,1.0,0,0.0,0.0,23.076923,0.3,1.0,0,0.3,1.0,0,0.3,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,facebook,facebook_stories,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-20,3209,2926,1.096719,243,7.572452,0.123868,9.379869,30.1,132.0,0,0.22803,104.0,0,0.289423,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,128.0,51.0,33.0,24.0,facebook,feed,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-20,45,45,1.0,1,2.222222,0.13,2.888889,0.13,1.0,0,0.13,1.0,0,0.13,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,,,,facebook,instream_video,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-20,17,13,1.307692,1,5.882353,0.08,4.705882,0.08,1.0,0,0.08,1.0,0,0.08,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,marketplace,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-20,166,162,1.024691,11,6.626506,0.099091,6.566265,1.09,5.0,0,0.218,6.0,0,0.181667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,11.0,7.0,7.0,instagram,feed,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-20,23,23,1.0,1,4.347826,0.14,6.086957,0.14,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,2.0,,,instagram,instagram_reels,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-20,61,54,1.12963,2,3.278689,0.19,6.229508,0.38,1.0,0,0.38,1.0,0,0.38,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-20,2,2,1.0,0,0.0,0.0,5.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_stories,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-20,473,473,1.0,1,0.211416,0.75,1.585624,0.75,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,2.0,1.0,1.0,facebook,feed,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-20,895,895,1.0,2,0.223464,0.655,1.463687,1.31,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21.0,8.0,3.0,1.0,instagram,feed,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-20,8,8,1.0,0,0.0,0.0,2.5,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-20,1199,1187,1.01011,1,0.083403,1.74,1.451209,1.74,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,2.0,3.0,2.0,instagram,instagram_reels,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-20,3348,3348,1.0,7,0.20908,0.705714,1.475508,4.94,4.0,0,1.235,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24.0,2.0,,,instagram,instagram_stories,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-20,335,335,1.0,1,0.298507,0.55,1.641791,0.55,1.0,0,0.55,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,,,,instagram,feed,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-20,24,24,1.0,0,0.0,0.0,0.833333,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-20,1545,1505,1.026578,9,0.582524,0.302222,1.760518,2.72,5.0,0,0.544,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,1.0,,,instagram,instagram_reels,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-20,2150,2150,1.0,5,0.232558,0.616,1.432558,3.08,4.0,0,0.77,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-20,291,291,1.0,0,0.0,0.0,1.683849,0.49,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-20,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-20,1269,1269,1.0,0,0.0,0.0,1.4342,1.82,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-20,4945,4911,1.006923,6,0.121335,1.191667,1.445905,7.15,6.0,0,1.191667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-20,3666,3666,1.0,5,0.136388,1.08,1.472995,5.4,4.0,0,1.35,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-20,52,52,1.0,0,0.0,0.0,1.730769,0.09,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-20,11613,11605,1.000689,11,0.094721,1.666364,1.578404,18.33,5.0,0,3.666,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-20,38850,38479,1.009642,50,0.1287,1.1798,1.518404,58.99,43.0,0,1.37186,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-20,1130,1130,1.0,5,0.442478,0.324,1.433628,1.62,5.0,0,0.324,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,50.0,24.0,10.0,5.0,instagram,feed,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-20,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-20,542,542,1.0,1,0.184502,0.78,1.439114,0.78,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,9.0,3.0,1.0,instagram,instagram_reels,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-20,3681,3681,1.0,7,0.190166,0.784286,1.491443,5.49,6.0,0,0.915,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,50.0,32.0,3.0,,instagram,instagram_stories,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-21,1790,1789,1.000559,1,0.055866,2.17,1.212291,2.17,1.0,0,2.17,1.0,0,2.17,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,44.0,13.0,3.0,2.0,instagram,feed,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-21,15,15,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,instagram,instagram_explore,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-21,1145,1145,1.0,0,0.0,0.0,1.257642,1.44,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,4.0,1.0,1.0,instagram,instagram_reels,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-21,6913,6643,1.040644,11,0.159121,0.814545,1.296109,8.96,10.0,0,0.896,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,59.0,35.0,5.0,4.0,instagram,instagram_stories,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-21,991,980,1.011224,0,0.0,0.0,1.291625,1.28,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,55.0,22.0,8.0,6.0,instagram,feed,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-21,13,12,1.083333,0,0.0,0.0,2.307692,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-21,1143,1143,1.0,0,0.0,0.0,1.259843,1.44,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,34.0,10.0,6.0,3.0,instagram,instagram_reels,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-21,7321,7321,1.0,13,0.177571,0.726923,1.290807,9.45,9.0,0,1.05,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,73.0,41.0,34.0,23.0,instagram,instagram_stories,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-21,2560,2560,1.0,1,0.039063,3.26,1.273438,3.26,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,111.0,49.0,28.0,19.0,instagram,feed,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-21,14,13,1.076923,0,0.0,0.0,1.428571,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-21,464,456,1.017544,0,0.0,0.0,1.271552,0.59,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,1.0,1.0,,instagram,instagram_reels,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-21,5803,5803,1.0,2,0.034465,3.825,1.318284,7.65,2.0,0,3.825,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,72.0,23.0,9.0,,instagram,instagram_stories,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-21,1896,1896,1.0,1,0.052743,2.280597,1.202847,2.280597,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,25.0,15.0,9.0,6.0,facebook,facebook_reels,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-21,3688,3318,1.111513,11,0.298265,0.293713,0.876043,3.230846,11.0,0,0.293713,3.0,0,1.076949,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NR
