campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,publisher_platform,platform_position,shopping
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-12,2989,2043,1.463045,6,0.200736,0.865,1.736367,5.19,4.0,0,1.2975,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,48.0,17.0,8.0,5.0,facebook,marketplace,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-12,65,64,1.015625,0,0.0,0.0,1.846154,0.12,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,search,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-12,295,294,1.003401,1,0.338983,0.39,1.322034,0.39,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,5.0,,,instagram,feed,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-12,25,25,1.0,0,0.0,0.0,1.6,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-12,900,892,1.008969,4,0.444444,0.3375,1.5,1.35,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21.0,12.0,7.0,3.0,instagram,instagram_reels,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-12,6219,6174,1.007289,5,0.080399,2.046,1.644959,10.23,5.0,0,2.046,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,55.0,1.0,,,instagram,instagram_stories,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-13,8,8,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_profile_feed,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-13,4274,4219,1.013036,7,0.163781,0.871429,1.427234,6.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,37.0,19.0,11.0,9.0,facebook,facebook_reels,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-13,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-13,57,57,1.0,0,0.0,0.0,1.754386,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,,,,facebook,facebook_stories,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-13,11223,10886,1.030957,30,0.267308,0.549333,1.468413,16.48,6.0,0,2.746667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,152.0,47.0,21.0,14.0,facebook,feed,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-13,1107,947,1.168955,1,0.090334,1.82,1.644083,1.82,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,28.0,9.0,5.0,3.0,facebook,marketplace,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-13,21,21,1.0,0,0.0,0.0,1.428571,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,search,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-13,730,721,1.012483,0,0.0,0.0,1.520548,1.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16.0,6.0,4.0,4.0,instagram,feed,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-13,15,15,1.0,0,0.0,0.0,2.0,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-13,4177,4113,1.01556,3,0.071822,2.31,1.659085,6.93,1.0,0,6.93,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,26.0,11.0,9.0,5.0,instagram,instagram_reels,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-13,21824,21824,1.0,27,0.123717,1.251481,1.548295,33.79,21.0,0,1.609048,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,155.0,89.0,3.0,1.0,instagram,instagram_stories,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-13,15,15,1.0,2,13.333333,0.040006,5.334111,0.080012,2.0,0,0.040006,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,5.0,2.0,2.0,audience_network,an_classic,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-13,14,7,2.0,0,0.0,0.0,7.143899,0.100015,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,10.0,5.0,5.0,audience_network,rewarded_video,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-13,46,46,1.0,5,10.869565,0.198029,21.524877,0.990144,5.0,0,0.198029,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_notification,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-13,62,58,1.068966,2,3.225806,0.090013,2.903649,0.180026,1.0,0,0.180026,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,2.0,2.0,,facebook,facebook_profile_feed,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-13,825,721,1.144244,11,1.333333,0.160023,2.133644,1.760257,6.0,0,0.293376,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,40.0,17.0,11.0,9.0,facebook,facebook_reels,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-13,507,507,1.0,4,0.788955,0.160023,1.262511,0.640093,4.0,0,0.160023,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-13,619,561,1.103387,22,3.55412,0.363689,12.925956,8.001167,21.0,0,0.381008,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,53.0,33.0,15.0,13.0,facebook,facebook_stories,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-13,7208,6423,1.122217,194,2.691454,0.149197,4.015569,28.94422,108.0,0,0.268002,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,316.0,108.0,63.0,32.0,facebook,feed,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-13,11371,8800,1.292159,150,1.319145,0.182293,2.404713,27.343987,136.0,0,0.201059,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,412.0,278.0,6.0,6.0,facebook,instream_video,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-13,33,24,1.375,0,0.0,0.0,3.030745,0.100015,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,1.0,,,facebook,marketplace,NS
