campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,age,shopping
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-09,36999,25888,1.429195,33,0.089192,1.366021,1.218376,45.078704,19.0,0,2.372563,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,83.0,29.0,20.0,15.0,45-54,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-09,19830,13534,1.465199,16,0.080686,1.492457,1.204201,23.879314,10.0,0,2.387931,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,61.0,27.0,17.0,15.0,55-64,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-09,9361,6702,1.396747,8,0.085461,1.449958,1.239148,11.599667,5.0,0,2.319933,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,3.0,2.0,1.0,65+,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-09,26,26,1.0,1,3.846154,0.039999,1.538417,0.039999,1.0,0,0.039999,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-09,151190,82098,1.84158,172,0.113764,1.056374,1.201774,181.696263,114.0,0,1.593827,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1601.0,493.0,246.0,110.0,18-24,GS
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-09,155810,88673,1.75713,184,0.118093,1.003403,1.184945,184.626202,138.0,0,1.337871,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1666.0,508.0,267.0,137.0,25-34,GS
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-09,58178,34840,1.669862,66,0.113445,1.064978,1.208164,70.288554,49.0,0,1.43446,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,632.0,194.0,103.0,44.0,35-44,GS
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-09,24533,14450,1.697785,25,0.101904,1.173176,1.195508,29.329397,18.0,0,1.629411,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,313.0,78.0,45.0,26.0,45-54,GS
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-09,11555,6941,1.664746,12,0.103851,1.134977,1.178686,13.61972,8.0,0,1.702465,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,168.0,46.0,29.0,15.0,55-64,GS
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-09,5588,3496,1.598398,2,0.035791,3.299932,1.181078,6.599864,2.0,0,3.299932,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,83.0,28.0,13.0,7.0,65+,GS
ALC - CORRIDA SHOPPING,120243392123360260,OUTCOME_AWARENESS,2026-02-09,9,9,1.0,0,0.0,0.0,1.111088,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - Exposição Legueiros,120243666484080260,OUTCOME_AWARENESS,2026-02-09,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,35-44,GS
ALC - Bailinho de carnaval e carnapet,120244043225990260,OUTCOME_AWARENESS,2026-02-09,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,45-54,GS
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-09,51841,45618,1.136415,97,0.187111,0.708006,1.324755,68.676619,63.0,0,1.090105,2.0,0,34.338309,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,755.0,358.0,210.0,159.0,18-24,GS
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-09,61666,53112,1.161056,130,0.210813,0.622815,1.312977,80.966013,95.0,0,0.852274,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,908.0,377.0,204.0,149.0,25-34,GS
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-09,23372,20779,1.124789,47,0.201095,0.655712,1.318607,30.818483,28.0,0,1.10066,1.0,0,30.818483,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,508.0,181.0,93.0,72.0,35-44,GS
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-09,9893,8724,1.133998,19,0.192055,0.701544,1.347351,13.329344,17.0,0,0.784079,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,267.0,86.0,44.0,31.0,45-54,GS
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-09,4723,4156,1.136429,2,0.042346,3.05485,1.293606,6.109699,2.0,0,3.05485,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,220.0,70.0,30.0,21.0,55-64,GS
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-09,2227,2021,1.10193,3,0.13471,1.066614,1.43684,3.199842,3.0,0,1.066614,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,128.0,36.0,9.0,3.0,65+,GS
ALC - Semana do Cinema,120244043525950260,OUTCOME_AWARENESS,2026-02-09,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-09,27934,14955,1.86787,39,0.139615,0.807179,1.126942,31.48,31.0,0,1.015484,1.0,0,31.48,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,18-24,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-09,24578,14297,1.719102,23,0.09358,1.177391,1.101798,27.08,18.0,0,1.504444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,25-34,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-09,10306,6520,1.580675,11,0.106734,1.015455,1.083835,11.17,9.0,0,1.241111,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,35-44,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-09,5018,3304,1.518765,5,0.099641,1.088,1.084097,5.44,4.0,0,1.36,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,45-54,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-09,3443,2414,1.426263,5,0.145222,0.826,1.199535,4.13,5.0,0,0.826,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,55-64,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-09,2055,1516,1.355541,4,0.194647,0.55,1.07056,2.2,2.0,0,1.1,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,65+,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-09,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-09,119366,75849,1.573732,245,0.205251,0.681155,1.398077,166.882866,204.0,0,0.818053,78.0,0,2.139524,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,18-24,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-09,135996,87503,1.554187,295,0.216918,0.643396,1.395643,189.801886,240.0,0,0.790841,107.0,0,1.773849,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,25-34,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-09,47609,32083,1.483932,97,0.203743,0.693476,1.412908,67.267124,79.0,0,0.851483,32.0,0,2.102098,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,35-44,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-09,18851,12455,1.513529,42,0.2228,0.639496,1.424797,26.858852,30.0,0,0.895295,13.0,0,2.066066,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,45-54,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-09,7930,5316,1.491723,19,0.239596,0.571028,1.368163,10.849536,15.0,0,0.723302,5.0,0,2.169907,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,55-64,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-09,4116,2878,1.43016,5,0.121477,1.233947,1.498964,6.169736,1.0,0,6.169736,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,65+,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-09,21,21,1.0,0,0.0,0.0,1.42851,0.029999,0.0,0,0.0,1.0,0,0.029999,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-09,73741,48044,1.534864,67,0.090859,1.433582,1.302532,96.05,53.0,0,1.812264,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,438.0,275.0,130.0,43.0,18-24,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-09,62913,40240,1.563444,43,0.068348,1.930465,1.319441,83.01,32.0,0,2.594063,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,373.0,210.0,83.0,29.0,25-34,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-09,21262,14068,1.511373,13,0.061142,2.177692,1.331483,28.31,11.0,0,2.573636,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,166.0,82.0,34.0,13.0,35-44,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-09,8957,6231,1.43749,9,0.10048,1.322222,1.32857,11.9,8.0,0,1.4875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,82.0,40.0,16.0,10.0,45-54,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-09,4484,3000,1.494667,4,0.089206,1.405,1.253345,5.62,3.0,0,1.873333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,42.0,22.0,11.0,7.0,55-64,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-09,2153,1514,1.422061,2,0.092894,1.44,1.337668,2.88,2.0,0,1.44,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,28.0,12.0,6.0,4.0,65+,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-09,10,10,1.0,0,0.0,0.0,2.0,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-09,123979,109366,1.133616,106,0.085498,2.38,2.034861,252.28,1.0,0,252.28,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1371.0,302.0,156.0,103.0,18-24,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-09,167034,150468,1.110097,260,0.155657,1.336846,2.080894,347.58,5.0,0,69.516,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2789.0,724.0,391.0,235.0,25-34,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-09,83648,76246,1.097081,247,0.295285,0.721862,2.131551,178.3,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2289.0,691.0,401.0,265.0,35-44,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-09,51027,43807,1.164814,212,0.415466,0.509575,2.117114,108.03,2.0,0,54.015,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1591.0,522.0,291.0,180.0,45-54,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-09,34405,30085,1.143593,194,0.563872,0.363196,2.047958,70.46,2.0,0,35.23,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1213.0,415.0,237.0,147.0,55-64,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-09,20174,18717,1.077844,153,0.758402,0.274183,2.079409,41.95,1.0,0,41.95,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,749.0,220.0,117.0,66.0,65+,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-09,13,13,1.0,0,0.0,0.0,2.307692,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,26970,26340,1.023918,34,0.126066,0.895588,1.129032,30.45,28.0,0,1.0875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,6.0,3.0,2.0,18-24,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,32518,31574,1.029898,37,0.113783,0.975946,1.110462,36.11,25.0,0,1.4444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,34.0,8.0,6.0,3.0,25-34,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,13174,12295,1.071492,9,0.068316,1.665556,1.137847,14.99,5.0,0,2.998,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,1.0,,,35-44,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,5900,5885,1.002549,3,0.050847,2.11,1.072881,6.33,2.0,0,3.165,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,2.0,1.0,,45-54,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,2979,2979,1.0,0,0.0,0.0,1.201746,3.58,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,2.0,1.0,1.0,55-64,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,1425,1384,1.029624,1,0.070175,1.74,1.221053,1.74,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,3.0,1.0,1.0,65+,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,3,3,1.0,0,0.0,0.0,3.333333,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,8569,8396,1.020605,19,0.221729,0.606842,1.345548,11.53,15.0,0,0.768667,13.0,0,0.886923,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,18-24,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,9503,9503,1.0,21,0.220983,0.57,1.259602,11.97,17.0,0,0.704118,8.0,0,1.49625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,25-34,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,3754,3754,1.0,8,0.213106,0.62375,1.329249,4.99,6.0,0,0.831667,4.0,0,1.2475,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,35-44,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,1545,1545,1.0,4,0.2589,0.555,1.436893,2.22,4.0,0,0.555,2.0,0,1.11,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,45-54,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,770,766,1.005222,2,0.25974,0.47,1.220779,0.94,2.0,0,0.47,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,55-64,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,368,356,1.033708,0,0.0,0.0,1.304348,0.48,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,65+,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,127876,79479,1.608928,145,0.113391,1.049793,1.190372,152.22,118.0,0,1.29,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,800.0,441.0,222.0,77.0,18-24,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,124950,81314,1.536636,123,0.098439,1.212764,1.193838,149.17,99.0,0,1.506768,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,798.0,424.0,183.0,72.0,25-34,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,48333,31140,1.552119,30,0.062069,1.884333,1.169594,56.53,24.0,0,2.355417,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,410.0,170.0,88.0,47.0,35-44,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,21327,13133,1.623924,13,0.060956,1.958462,1.193792,25.46,9.0,0,2.828889,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,230.0,95.0,46.0,21.0,45-54,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,10606,6596,1.607944,9,0.084858,1.443333,1.224778,12.99,8.0,0,1.62375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,119.0,29.0,17.0,7.0,55-64,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,5046,3256,1.549754,4,0.079271,1.48,1.173207,5.92,2.0,0,2.96,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,52.0,13.0,7.0,2.0,65+,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,15,15,1.0,0,0.0,0.0,0.666667,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-03-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,35-44,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,84074,53418,1.573889,29,0.034493,3.75,1.293503,108.75,1.0,0,108.75,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,498.0,119.0,60.0,46.0,18-24,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,91952,58149,1.581317,32,0.034801,3.748125,1.304376,119.94,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,639.0,158.0,83.0,50.0,25-34,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,47584,28312,1.680701,26,0.05464,2.346154,1.281944,61.0,1.0,0,61.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,400.0,100.0,56.0,34.0,35-44,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,32938,18756,1.756131,20,0.06072,2.1245,1.289999,42.49,1.0,0,42.49,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,295.0,101.0,45.0,25.0,45-54,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,25202,14614,1.724511,40,0.158718,0.80525,1.278073,32.21,1.0,0,32.21,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,241.0,59.0,28.0,18.0,55-64,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,13887,8613,1.61233,23,0.165623,0.819565,1.357385,18.85,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,125.0,28.0,19.0,9.0,65+,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-01,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,97574,64462,1.513667,52,0.053293,2.469615,1.316129,128.42,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,508.0,101.0,60.0,33.0,18-24,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,96513,67401,1.431922,36,0.037301,3.534444,1.318372,127.24,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,587.0,145.0,76.0,42.0,25-34,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,45600,31303,1.456729,35,0.076754,1.703143,1.307237,59.61,1.0,0,59.61,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,369.0,121.0,65.0,38.0,35-44,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,30816,20173,1.527586,43,0.139538,0.93093,1.299001,40.03,2.0,0,20.015,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,318.0,136.0,93.0,50.0,45-54,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,24968,16088,1.551964,68,0.272349,0.480441,1.308475,32.67,1.0,0,32.67,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,331.0,162.0,98.0,48.0,55-64,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,14906,9804,1.5204,53,0.355562,0.360755,1.282705,19.12,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,238.0,131.0,83.0,41.0,65+,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,131733,85762,1.53603,207,0.157136,0.835652,1.313111,172.98,133.0,0,1.300602,60.0,0,2.883,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,121.0,41.0,26.0,13.0,18-24,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,146619,95245,1.539388,382,0.260539,0.496649,1.293966,189.72,153.0,0,1.24,75.0,0,2.5296,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,233.0,106.0,65.0,31.0,25-34,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,71484,48266,1.481043,229,0.320351,0.403275,1.291897,92.35,48.0,0,1.923958,24.0,0,3.847917,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,180.0,76.0,37.0,14.0,35-44,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,46452,30061,1.545258,137,0.294928,0.447445,1.319642,61.3,26.0,0,2.357692,6.0,0,10.216667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,93.0,34.0,23.0,10.0,45-54,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,33773,21633,1.56118,142,0.420454,0.306127,1.287123,43.47,15.0,0,2.898,7.0,0,6.21,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,75.0,15.0,5.0,4.0,55-64,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,18816,12297,1.530129,79,0.419855,0.311519,1.307929,24.61,3.0,0,8.203333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,39.0,15.0,8.0,3.0,65+,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-01,5,5,1.0,0,0.0,0.0,4.0,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,GS
