campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,age,shopping
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-03-01,62271,33290,1.870562,50,0.080294,1.4308,1.148849,71.54,42.0,0,1.703333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,339.0,54.0,28.0,16.0,18-24,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-03-01,70583,39479,1.787862,61,0.086423,1.35623,1.172095,82.73,44.0,0,1.880227,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,385.0,76.0,41.0,28.0,25-34,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-03-01,31146,19397,1.605712,17,0.054582,2.07,1.12984,35.19,13.0,0,2.706923,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,212.0,43.0,24.0,15.0,35-44,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-03-01,14065,8595,1.636417,12,0.085318,1.361667,1.161749,16.34,9.0,0,1.815556,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,163.0,44.0,18.0,10.0,45-54,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-03-01,8012,4961,1.614997,4,0.049925,2.1875,1.092112,8.75,4.0,0,2.1875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,80.0,20.0,11.0,7.0,55-64,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-03-01,3317,2101,1.578772,5,0.150739,0.724,1.091348,3.62,3.0,0,1.206667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,41.0,11.0,6.0,2.0,65+,NS
ALC - Exposição Beatles,120239046320590225,OUTCOME_AWARENESS,2026-03-01,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-03-01,182928,91577,1.997532,126,0.06888,1.861984,1.282526,234.61,6.0,0,39.101667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13952.0,5997.0,3660.0,2654.0,18-24,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-03-01,234748,121112,1.938272,240,0.102237,1.236917,1.26459,296.86,16.0,0,18.55375,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,23843.0,9883.0,5898.0,4143.0,25-34,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-03-01,133473,66534,2.006087,171,0.128116,0.98345,1.259955,168.17,18.0,0,9.342778,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21356.0,8248.0,4852.0,3363.0,35-44,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-03-01,90164,47195,1.910457,93,0.103145,1.224409,1.262921,113.87,1.0,0,113.87,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19817.0,7037.0,3988.0,2694.0,45-54,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-03-01,74789,38056,1.965235,103,0.137721,0.917184,1.263154,94.47,2.0,0,47.235,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21271.0,6820.0,3835.0,2539.0,55-64,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-03-01,44269,22671,1.952671,77,0.173937,0.725714,1.262283,55.88,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14060.0,4278.0,2399.0,1622.0,65+,NS
ALC - CAPIVALLEY,120239368933820225,OUTCOME_AWARENESS,2026-03-01,16,16,1.0,0,0.0,0.0,2.5,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,Unknown,NS
ALC - MISS CRICIUMA,120239593181160225,OUTCOME_AWARENESS,2026-03-01,167131,89073,1.876337,254,0.151977,0.970709,1.47525,246.56,212.0,0,1.163019,111.0,0,2.221261,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,18-24,NS
ALC - MISS CRICIUMA,120239593181160225,OUTCOME_AWARENESS,2026-03-01,189677,113061,1.677652,256,0.134966,1.012656,1.366745,259.24,224.0,0,1.157321,129.0,0,2.009612,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,25-34,NS
ALC - MISS CRICIUMA,120239593181160225,OUTCOME_AWARENESS,2026-03-01,73527,44456,1.653927,95,0.129204,1.088105,1.405878,103.37,88.0,0,1.174659,42.0,0,2.46119,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,35-44,NS
ALC - MISS CRICIUMA,120239593181160225,OUTCOME_AWARENESS,2026-03-01,26624,16211,1.642342,27,0.101412,1.421852,1.441932,38.39,25.0,0,1.5356,12.0,0,3.199167,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,45-54,NS
ALC - MISS CRICIUMA,120239593181160225,OUTCOME_AWARENESS,2026-03-01,10740,6637,1.618201,15,0.139665,1.036,1.446927,15.54,13.0,0,1.195385,4.0,0,3.885,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,55-64,NS
ALC - MISS CRICIUMA,120239593181160225,OUTCOME_AWARENESS,2026-03-01,4186,2716,1.541237,3,0.071667,2.066667,1.481128,6.2,3.0,0,2.066667,3.0,0,2.066667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,65+,NS
ALC - MISS CRICIUMA,120239593181160225,OUTCOME_AWARENESS,2026-03-01,7,7,1.0,0,0.0,0.0,1.428571,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NS
ALC - PÁSCOA NS,120239593258100225,OUTCOME_AWARENESS,2026-03-01,237984,101122,2.353434,73,0.030674,4.339863,1.331224,316.81,8.0,0,39.60125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1429.0,264.0,155.0,106.0,18-24,NS
ALC - PÁSCOA NS,120239593258100225,OUTCOME_AWARENESS,2026-03-01,289019,129928,2.224455,105,0.03633,3.711238,1.348285,389.68,7.0,0,55.668571,1.0,0,389.68,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1844.0,337.0,175.0,98.0,25-34,NS
ALC - PÁSCOA NS,120239593258100225,OUTCOME_AWARENESS,2026-03-01,126006,58575,2.151191,31,0.024602,5.453226,1.341603,169.05,1.0,0,169.05,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,925.0,201.0,119.0,74.0,35-44,NS
ALC - PÁSCOA NS,120239593258100225,OUTCOME_AWARENESS,2026-03-01,56192,26479,2.122135,15,0.026694,5.090667,1.358912,76.36,2.0,0,38.18,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,472.0,114.0,55.0,36.0,45-54,NS
ALC - PÁSCOA NS,120239593258100225,OUTCOME_AWARENESS,2026-03-01,29364,14270,2.057744,8,0.027244,5.05625,1.377537,40.45,1.0,0,40.45,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,298.0,81.0,41.0,28.0,55-64,NS
ALC - PÁSCOA NS,120239593258100225,OUTCOME_AWARENESS,2026-03-01,13099,6600,1.984697,6,0.045805,2.985,1.36728,17.91,1.0,0,17.91,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,137.0,46.0,22.0,19.0,65+,NS
ALC - PÁSCOA NS,120239593258100225,OUTCOME_AWARENESS,2026-03-01,6,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,Unknown,NS
ALC - MUSICAL O ENCANTO DA NATUREZA,120239602331250225,OUTCOME_AWARENESS,2026-03-01,54574,41140,1.326544,74,0.135596,0.980135,1.329021,72.53,53.0,0,1.368491,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,642.0,371.0,54.0,39.0,18-24,NS
ALC - MUSICAL O ENCANTO DA NATUREZA,120239602331250225,OUTCOME_AWARENESS,2026-03-01,86934,65586,1.325496,143,0.164493,0.825664,1.358157,118.07,106.0,0,1.113868,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1216.0,611.0,128.0,82.0,25-34,NS
ALC - MUSICAL O ENCANTO DA NATUREZA,120239602331250225,OUTCOME_AWARENESS,2026-03-01,50634,38396,1.318731,82,0.161947,0.84622,1.370423,69.39,67.0,0,1.035672,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1022.0,470.0,137.0,99.0,35-44,NS
ALC - MUSICAL O ENCANTO DA NATUREZA,120239602331250225,OUTCOME_AWARENESS,2026-03-01,21451,16073,1.334598,24,0.111883,1.253333,1.402266,30.08,19.0,0,1.583158,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,528.0,197.0,59.0,34.0,45-54,NS
ALC - MUSICAL O ENCANTO DA NATUREZA,120239602331250225,OUTCOME_AWARENESS,2026-03-01,10710,8492,1.261187,10,0.093371,1.479,1.380952,14.79,6.0,0,2.465,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,338.0,115.0,41.0,23.0,55-64,NS
ALC - MUSICAL O ENCANTO DA NATUREZA,120239602331250225,OUTCOME_AWARENESS,2026-03-01,4557,3734,1.220407,5,0.109721,1.252,1.373711,6.26,4.0,0,1.565,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,124.0,40.0,19.0,13.0,65+,NS
