campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,device_platform,shopping,video_p50,video_p75,video_p100
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-12-30,93,93,1.0,0,0.0,0.0,1.182796,0.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,mobile_web,BS,2.0,1.0,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2025-12-30,15,15,1.0,0,0.0,0.0,0.666667,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,BS,,,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2025-12-30,21950,19265,1.139372,468,2.132118,0.153526,3.273349,71.85,408.0,0,0.176103,187.0,0,0.384225,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,655.0,mobile_app,BS,311.0,203.0,129.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-12-31,60,58,1.034483,0,0.0,0.0,0.833333,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,desktop,BS,2.0,2.0,1.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-12-31,65683,63679,1.03147,137,0.208578,0.42219,0.880593,57.84,63.0,0,0.918095,9.0,0,6.426667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,942.0,mobile_app,BS,343.0,136.0,90.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-12-31,100,100,1.0,0,0.0,0.0,0.9,0.09,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,BS,,,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2025-12-31,12,12,1.0,0,0.0,0.0,0.833333,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,desktop,BS,,,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2025-12-31,22979,20585,1.116298,461,2.00618,0.145662,2.922233,67.15,413.0,0,0.162591,153.0,0,0.438889,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,472.0,mobile_app,BS,218.0,135.0,77.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2025-12-31,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,BS,,,
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-01,117,100,1.17,0,0.0,0.0,0.769231,0.09,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,desktop,BS,3.0,3.0,1.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-01,103994,99316,1.047102,152,0.146162,0.390329,0.570514,59.33,98.0,0,0.605408,14.0,0,4.237857,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,808.0,mobile_app,BS,303.0,123.0,85.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-01,93,93,1.0,0,0.0,0.0,0.537634,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-01,10,10,1.0,0,0.0,0.0,1.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,desktop,BS,1.0,1.0,1.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-01,38333,32998,1.161676,764,1.993061,0.107723,2.146975,82.3,659.0,0,0.124886,356.0,0,0.23118,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1136.0,mobile_app,BS,512.0,325.0,213.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-02,154,146,1.054795,0,0.0,0.0,0.454545,0.07,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,desktop,BS,7.0,4.0,1.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-02,80279,77563,1.035017,116,0.144496,0.435086,0.628682,50.47,66.0,0,0.764697,6.0,0,8.411667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,755.0,mobile_app,BS,326.0,113.0,69.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-02,91,91,1.0,0,0.0,0.0,0.549451,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,BS,1.0,,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-02,33,31,1.064516,1,3.030303,0.05,1.515152,0.05,1.0,0,0.05,1.0,0,0.05,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,desktop,BS,1.0,1.0,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-02,26958,23780,1.133642,644,2.388901,0.105388,2.51762,67.87,574.0,0,0.11824,223.0,0,0.30435,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,878.0,mobile_app,BS,431.0,259.0,153.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-03,115,106,1.084906,0,0.0,0.0,0.521739,0.06,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,desktop,BS,,,
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-03,90482,87135,1.038412,130,0.143675,0.456231,0.655489,59.31,70.0,0,0.847286,7.0,0,8.472857,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,991.0,mobile_app,BS,383.0,143.0,89.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-03,78,78,1.0,0,0.0,0.0,0.641026,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,mobile_web,BS,1.0,,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-03,16,16,1.0,0,0.0,0.0,2.5,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,desktop,BS,1.0,1.0,1.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-03,28511,25463,1.119703,627,2.199151,0.123716,2.720704,77.57,575.0,0,0.134904,174.0,0,0.445805,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,627.0,mobile_app,BS,272.0,159.0,109.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-03,2,2,1.0,0,0.0,0.0,5.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-04,155,143,1.083916,0,0.0,0.0,0.645275,0.100018,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,desktop,BS,3.0,1.0,1.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-04,84222,83708,1.00614,125,0.148417,0.45112,0.66954,56.38997,79.0,0,0.713797,9.0,0,6.265552,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,982.0,mobile_app,BS,389.0,173.0,111.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-04,114,113,1.00885,1,0.877193,0.070012,0.614144,0.070012,1.0,0,0.070012,1.0,0,0.070012,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,mobile_web,BS,2.0,2.0,1.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-04,17,17,1.0,1,5.882353,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,desktop,BS,1.0,1.0,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-04,24063,20480,1.174951,558,2.318913,0.127043,2.946017,70.89,482.0,0,0.147075,197.0,0,0.359848,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,659.0,mobile_app,BS,319.0,194.0,109.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-04,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-05,268,244,1.098361,3,1.119403,0.053323,0.596896,0.159968,1.0,0,0.159968,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16.0,desktop,BS,7.0,2.0,2.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-05,65823,62236,1.057635,82,0.124577,0.606464,0.755512,49.730058,41.0,0,1.212928,2.0,0,24.865029,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1029.0,mobile_app,BS,399.0,188.0,121.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-05,106,106,1.0,1,0.943396,0.129974,1.22617,0.129974,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,BS,,,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-05,53,53,1.0,0,0.0,0.0,1.320755,0.07,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,desktop,BS,2.0,1.0,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-05,22102,19543,1.130942,570,2.578952,0.126,3.24948,71.82,514.0,0,0.139728,196.0,0,0.366429,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,634.0,mobile_app,BS,299.0,189.0,120.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-05,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-06,228,208,1.096154,1,0.438596,0.18,0.789474,0.18,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,desktop,BS,3.0,1.0,1.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-06,59087,56931,1.03787,71,0.120162,0.71,0.853149,50.41,34.0,0,1.482647,6.0,0,8.401667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,676.0,mobile_app,BS,258.0,118.0,73.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-06,93,93,1.0,0,0.0,0.0,1.182796,0.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,mobile_web,BS,,,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-06,45,44,1.022727,1,2.222222,0.07,1.555556,0.07,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,desktop,BS,4.0,4.0,3.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-06,18102,15857,1.141578,520,2.872611,0.135481,3.891835,70.45,465.0,0,0.151505,208.0,0,0.338702,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,665.0,mobile_app,BS,307.0,183.0,122.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-07,224,203,1.103448,0,0.0,0.0,1.160944,0.260051,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,desktop,BS,7.0,3.0,2.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-07,55112,52442,1.050913,63,0.114313,0.797459,0.911597,50.239927,17.0,0,2.95529,2.0,0,25.119963,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,889.0,mobile_app,BS,328.0,150.0,109.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-07,101,101,1.0,0,0.0,0.0,1.089324,0.110022,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-07,75,74,1.013514,3,4.0,0.053333,2.133333,0.16,2.0,0,0.08,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,desktop,BS,2.0,1.0,1.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-07,16059,14268,1.125526,437,2.721216,0.149565,4.069992,65.36,379.0,0,0.172454,140.0,0,0.466857,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,517.0,mobile_app,BS,258.0,151.0,105.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-07,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-08,194,184,1.054348,2,1.030928,0.075028,0.773483,0.150056,1.0,0,0.150056,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,desktop,BS,7.0,5.0,4.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-08,55824,55824,1.0,78,0.139725,0.686922,0.9598,53.579896,46.0,0,1.16478,5.0,0,10.715979,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1140.0,mobile_app,BS,395.0,204.0,137.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-08,94,94,1.0,1,1.06383,0.130048,1.383492,0.130048,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,BS,1.0,1.0,1.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-08,2,2,1.0,0,0.0,0.0,5.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,desktop,BS,1.0,,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-08,2761,2631,1.049411,101,3.658095,0.129604,4.741036,13.09,91.0,0,0.143846,25.0,0,0.5236,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,72.0,mobile_app,BS,29.0,16.0,11.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-09,197,184,1.070652,0,0.0,0.0,1.116751,0.22,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24.0,desktop,BS,15.0,12.0,7.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-09,52246,50698,1.030534,65,0.124411,0.849231,1.05654,55.2,38.0,0,1.452632,10.0,0,5.52,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1871.0,mobile_app,BS,667.0,346.0,216.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-09,75,75,1.0,1,1.333333,0.06,0.8,0.06,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,BS,,,
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-09,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-09,86,85,1.011765,0,0.0,0.0,0.348837,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-09,11098,10699,1.037293,19,0.171202,0.578947,0.99117,11.0,11.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-09,88,87,1.011494,0,0.0,0.0,0.795455,0.07,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-09,288,280,1.028571,0,0.0,0.0,1.667018,0.480101,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,desktop,BS,6.0,5.0,2.0
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-09,137659,132487,1.039038,118,0.085719,2.00288,1.71685,236.339857,89.0,0,2.655504,40.0,0,5.908496,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2895.0,mobile_app,BS,1211.0,707.0,500.0
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-09,136,136,1.0,0,0.0,0.0,1.470899,0.200042,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,mobile_web,BS,2.0,1.0,1.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-10,182,169,1.076923,1,0.549451,0.21,1.153846,0.21,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,desktop,BS,10.0,7.0,5.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-10,60087,58162,1.033097,83,0.138133,0.743735,1.027344,61.73,39.0,0,1.582821,15.0,0,4.115333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3090.0,mobile_app,BS,1002.0,509.0,334.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-10,85,84,1.011905,0,0.0,0.0,0.705882,0.06,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,mobile_web,BS,1.0,1.0,1.0
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-10,121,118,1.025424,0,0.0,0.0,0.330579,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-10,15249,14734,1.034953,30,0.196734,0.481333,0.946947,14.44,19.0,0,0.76,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-10,110,110,1.0,0,0.0,0.0,0.727273,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-10,389,373,1.042895,0,0.0,0.0,1.953895,0.760065,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,desktop,BS,9.0,6.0,5.0
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-10,205729,203991,1.00852,219,0.106451,1.592922,1.695677,348.849892,156.0,0,2.236217,86.0,0,4.056394,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3473.0,mobile_app,BS,1536.0,974.0,702.0
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-10,242,242,1.0,0,0.0,0.0,2.066293,0.500043,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,mobile_web,BS,4.0,3.0,3.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-11,29,27,1.074074,0,0.0,0.0,1.034483,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,desktop,BS,2.0,2.0,2.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-11,10014,9972,1.004212,25,0.24965,0.3856,0.962652,9.64,12.0,0,0.803333,3.0,0,3.213333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,482.0,mobile_app,BS,154.0,82.0,53.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2026-01-11,19,19,1.0,0,0.0,0.0,1.052632,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-11,125,117,1.068376,0,0.0,0.0,0.8,0.1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-11,16000,15676,1.020669,28,0.175,0.506429,0.88625,14.18,22.0,0,0.644545,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-11,132,130,1.015385,1,0.757576,0.11,0.833333,0.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-11,440,422,1.042654,0,0.0,0.0,1.954545,0.86,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,desktop,BS,10.0,7.0,7.0
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-11,203033,203026,1.000034,181,0.089148,1.887624,1.682781,341.66,130.0,0,2.628154,70.0,0,4.880857,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3259.0,mobile_app,BS,1402.0,884.0,628.0
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-11,272,268,1.014925,0,0.0,0.0,1.470588,0.4,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,mobile_web,BS,3.0,3.0,1.0
TRAF - NATAL 25 - CLIQUES,120237281768620402,LINK_CLICKS,2026-01-12,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-12,125,120,1.041667,0,0.0,0.0,0.96,0.12,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-12,13961,13935,1.001866,23,0.164745,0.559565,0.921854,12.87,9.0,0,1.43,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-12,111,111,1.0,2,1.801802,0.06,1.081081,0.12,1.0,0,0.12,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-12,928,904,1.026549,0,0.0,0.0,1.993597,1.850058,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,33.0,desktop,BS,13.0,12.0,11.0
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-12,168332,167314,1.006084,142,0.084357,2.237605,1.887579,317.739928,102.0,0,3.115097,46.0,0,6.90739,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3034.0,mobile_app,BS,1311.0,804.0,600.0
ALC - LIQUIDA 25,120239970790610402,OUTCOME_AWARENESS,2026-01-12,319,319,1.0,0,0.0,0.0,1.4734,0.470015,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,mobile_web,BS,3.0,1.0,1.0
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-13,142,135,1.051852,0,0.0,0.0,0.84507,0.12,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,desktop,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-13,12720,12440,1.022508,21,0.165094,0.605714,1.0,12.72,8.0,0,1.59,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_app,BS,,,
ALC - Capivalley - CS,120239928434450402,OUTCOME_AWARENESS,2026-01-13,89,89,1.0,0,0.0,0.0,0.674157,0.06,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,mobile_web,BS,,,
