plataforma,campanha,impressoes,custo,video_p25,video_p50,video_p75,video_p100,video_2s,video_6s
TikTok Ads,ALC - Carna PET,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,6869,11.38,117.0,42.0,26.0,18.0,622.0,103.0
TikTok Ads,ALC - Smart Zoo,10271,18.04,296.0,129.0,73.0,52.0,1321.0,268.0
TikTok Ads,ALC - Smart Zoo,12793,18.76,316.0,135.0,93.0,72.0,1343.0,240.0
TikTok Ads,ALC - Bloko Rosa,14657,28.1,73.0,31.0,18.0,13.0,923.0,189.0
TikTok Ads,ALC - Bloko Rosa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,16818,31.27,178.0,61.0,33.0,23.0,1167.0,214.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,11534,17.24,215.0,88.0,51.0,34.0,1084.0,219.0
TikTok Ads,ALC - Smart Zoo,11077,20.2,405.0,154.0,96.0,64.0,1618.0,331.0
TikTok Ads,ALC - Smart Zoo,11417,15.84,145.0,59.0,35.0,22.0,879.0,151.0
TikTok Ads,ALC - Smart Zoo,9969,18.98,333.0,145.0,79.0,65.0,1479.0,285.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,2044,3.25,39.0,16.0,8.0,6.0,211.0,43.0
TikTok Ads,ALC - Smart Zoo,8968,16.9,280.0,115.0,67.0,40.0,1206.0,264.0
TikTok Ads,ALC - Smart Zoo,11720,18.61,319.0,122.0,79.0,60.0,1349.0,242.0
TikTok Ads,ALC - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Bloko Rosa,15903,29.26,89.0,29.0,14.0,11.0,1050.0,244.0
TikTok Ads,ALC - Smart Zoo,8479,14.61,189.0,71.0,36.0,24.0,916.0,178.0
TikTok Ads,ALC - Smart Zoo,12188,18.44,243.0,84.0,46.0,31.0,1091.0,210.0
TikTok Ads,ALC - LIQUIDA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - BLACK FRIDAY - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Bloko Rosa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,13790,33.04,205.0,77.0,42.0,24.0,1229.0,243.0
TikTok Ads,ALC - Smart Zoo,10159,15.54,178.0,76.0,48.0,33.0,878.0,169.0
TikTok Ads,ALC - Smart Zoo,9109,18.45,299.0,123.0,84.0,55.0,1256.0,253.0
TikTok Ads,ALC - Carna PET,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,7194,15.27,71.0,25.0,13.0,8.0,451.0,84.0
TikTok Ads,ALC - Bloko Rosa,14650,31.03,84.0,27.0,12.0,6.0,1084.0,229.0
TikTok Ads,ALC - Smart Zoo,7699,13.25,181.0,72.0,40.0,25.0,828.0,164.0
TikTok Ads,ALC - Smart Zoo,11286,18.0,242.0,107.0,58.0,37.0,1025.0,213.0
TikTok Ads,ALC - LEGUEIROS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,5650,12.04,107.0,35.0,18.0,9.0,574.0,100.0
TikTok Ads,ALC - Smart Zoo,10651,18.12,240.0,90.0,52.0,40.0,1103.0,216.0
TikTok Ads,ALC - Carna PET,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Bloko Rosa,6973,12.45,35.0,14.0,8.0,3.0,489.0,99.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,8981,15.15,182.0,73.0,45.0,31.0,901.0,165.0
TikTok Ads,ALC - Smart Zoo,11900,19.58,264.0,104.0,67.0,45.0,1222.0,260.0
TikTok Ads,ALC - Bloko Rosa,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Smart Zoo,8598,16.27,215.0,72.0,43.0,34.0,1010.0,200.0
TikTok Ads,ALC - Smart Zoo,10962,18.79,300.0,113.0,71.0,53.0,1349.0,268.0
TikTok Ads,Tráfego - App instal - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,15714,33.4,183.0,67.0,27.0,16.0,1113.0,200.0
TikTok Ads,ALC - NATAL 25 02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - Carna PET,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,4483,19.46,1332.0,547.0,313.0,244.0,1803.0,1475.0
TikTok Ads,ALC - PROMO MAES,11495,20.04,65.0,16.0,10.0,6.0,532.0,84.0
TikTok Ads,TRAF - PROMO MAES,15215,52.9,3363.0,1229.0,766.0,579.0,4510.0,3694.0
TikTok Ads,TRAF - PROMO MAES,13454,54.69,3310.0,1398.0,921.0,730.0,4517.0,3656.0
TikTok Ads,ALC - PROMO MAES,25997,47.88,199.0,88.0,57.0,34.0,1557.0,284.0
TikTok Ads,TRAF - PROMO MAES,5792,26.29,1572.0,606.0,391.0,303.0,2071.0,1675.0
TikTok Ads,ALC - PROMO MAES,11122,23.55,94.0,37.0,25.0,15.0,698.0,127.0
TikTok Ads,ALC - PROMO MAES,26086,48.01,192.0,69.0,40.0,31.0,1476.0,288.0
TikTok Ads,ALC - Smart Zoo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,14561,55.92,3744.0,1572.0,992.0,782.0,5002.0,4145.0
TikTok Ads,ALC - PROMO MAES,28242,47.49,204.0,76.0,45.0,32.0,1665.0,273.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,4660,7.75,146.0,59.0,26.0,12.0,381.0,84.0
TikTok Ads,ALC - PROMO NAMORADOS 26,14820,33.03,131.0,55.0,33.0,22.0,1062.0,178.0
TikTok Ads,TRAF - PROMO MAES,121,0.67,9.0,3.0,3.0,3.0,36.0,11.0
TikTok Ads,TRAF - NAMORADOS,6372,33.28,2201.0,769.0,393.0,268.0,2577.0,2440.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO MAES,9731,21.84,90.0,25.0,12.0,7.0,794.0,168.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,15087,62.86,3229.0,1562.0,858.0,603.0,5132.0,4314.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO NAMORADOS 26,16368,33.67,121.0,51.0,31.0,20.0,1017.0,160.0
TikTok Ads,ALC - PROMO MAES,24675,54.3,211.0,90.0,57.0,35.0,1777.0,387.0
TikTok Ads,TRAF - NAMORADOS,5144,34.94,2521.0,925.0,451.0,289.0,2850.0,2740.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO MAES,11818,20.84,144.0,51.0,30.0,21.0,967.0,217.0
TikTok Ads,TRAF - NAMORADOS,5986,33.38,2552.0,919.0,488.0,343.0,2997.0,2829.0
TikTok Ads,ALC - FERIAS NACOES SHOPPING,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,8189,13.04,238.0,83.0,49.0,36.0,644.0,115.0
TikTok Ads,ALC - PROMO NAMORADOS 26,15296,32.33,128.0,45.0,28.0,20.0,985.0,174.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,4535,18.34,955.0,457.0,250.0,176.0,1475.0,1289.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,15272,68.58,3464.0,1490.0,937.0,691.0,5670.0,4799.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,6999,13.41,204.0,78.0,33.0,22.0,522.0,106.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO MAES,23102,50.74,209.0,89.0,59.0,34.0,1692.0,351.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,7069,12.85,169.0,69.0,43.0,24.0,460.0,91.0
TikTok Ads,TRAF - PROMO MAES,13200,49.2,2102.0,918.0,538.0,402.0,3745.0,2946.0
TikTok Ads,ALC - PROMO NAMORADOS 26,15846,33.81,101.0,31.0,20.0,15.0,985.0,143.0
TikTok Ads,TRAF - NAMORADOS,5693,36.6,2597.0,876.0,429.0,301.0,2965.0,2849.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,6281,33.87,2598.0,901.0,457.0,326.0,3014.0,2853.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO MAES,27057,56.92,318.0,152.0,99.0,69.0,2284.0,507.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO NAMORADOS 26,18000,33.69,153.0,61.0,40.0,29.0,1221.0,198.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,7414,13.61,205.0,64.0,30.0,19.0,549.0,96.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO MAES,22583,48.16,233.0,89.0,60.0,45.0,1703.0,352.0
TikTok Ads,TRAF - NAMORADOS,4250,24.52,1355.0,482.0,265.0,194.0,1622.0,1483.0
TikTok Ads,ALC - PROMO NAMORADOS 26,10688,19.57,83.0,26.0,11.0,7.0,558.0,110.0
TikTok Ads,TRAF - PROMO MAES,6440,33.04,2000.0,1126.0,720.0,467.0,2855.0,2487.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,7174,37.47,2992.0,1005.0,509.0,347.0,3469.0,3305.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO MAES,27603,60.23,292.0,116.0,70.0,45.0,2177.0,478.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,7670,12.93,202.0,78.0,36.0,22.0,522.0,107.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,13735,58.05,2841.0,1335.0,774.0,539.0,4747.0,3950.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,7015,13.25,188.0,67.0,25.0,15.0,502.0,84.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO NAMORADOS 26,17145,33.95,126.0,48.0,34.0,24.0,1016.0,178.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,7833,11.68,195.0,65.0,35.0,23.0,520.0,92.0
TikTok Ads,ALC - PROMO NAMORADOS 26,10506,19.51,42.0,16.0,7.0,4.0,686.0,105.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,3183,6.25,63.0,25.0,8.0,5.0,173.0,36.0
TikTok Ads,ALC - SALE,50990,131.98,922.0,398.0,231.0,122.0,4108.0,928.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,5421,10.42,118.0,45.0,20.0,13.0,339.0,61.0
TikTok Ads,TRAF - NAMORADOS,3391,16.98,1231.0,442.0,217.0,149.0,1537.0,1445.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,5157,28.59,2188.0,890.0,489.0,363.0,2749.0,2464.0
TikTok Ads,Interações com a comunidade - NS,2135,42.54,184.0,86.0,58.0,28.0,712.0,251.0
TikTok Ads,ALC - PROMO NAMORADOS 26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO NAMORADOS 26,15679,29.94,61.0,22.0,10.0,7.0,1203.0,164.0
TikTok Ads,ALC - PROMO NAMORADOS 26,14551,28.17,70.0,30.0,18.0,15.0,1149.0,167.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,3989,8.7,72.0,26.0,15.0,14.0,212.0,34.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,7783,11.51,178.0,59.0,30.0,16.0,502.0,83.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,7190,13.25,159.0,55.0,30.0,17.0,445.0,83.0
TikTok Ads,TRAF - NAMORADOS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,5541,26.54,1924.0,644.0,319.0,217.0,2311.0,2190.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,2967,4.78,44.0,18.0,13.0,8.0,127.0,21.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,5976,11.38,120.0,36.0,11.0,8.0,333.0,61.0
TikTok Ads,ALC - PROMO NAMORADOS 26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,5663,9.31,105.0,32.0,18.0,10.0,302.0,46.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,6397,11.71,148.0,54.0,24.0,12.0,393.0,73.0
TikTok Ads,ALC - PROMO NAMORADOS 26,12169,23.63,48.0,20.0,9.0,4.0,827.0,140.0
TikTok Ads,TRAF - NAMORADOS,5321,22.5,1836.0,645.0,340.0,245.0,2242.0,2113.0
TikTok Ads,TRAF - NAMORADOS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,5425,27.94,2685.0,1013.0,525.0,375.0,3095.0,2926.0
TikTok Ads,ALC - SALE,42592,59.49,632.0,249.0,133.0,67.0,2756.0,596.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,4231,8.64,64.0,24.0,15.0,10.0,226.0,31.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,7367,10.92,146.0,46.0,23.0,18.0,473.0,68.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,7279,12.27,196.0,73.0,38.0,28.0,506.0,102.0
TikTok Ads,Interações com a comunidade - NS,941,19.97,71.0,36.0,26.0,12.0,270.0,88.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,7350,11.9,158.0,55.0,29.0,20.0,494.0,76.0
TikTok Ads,ALC - PROMO NAMORADOS 26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO NAMORADOS 26,16830,31.17,99.0,41.0,25.0,15.0,1215.0,181.0
TikTok Ads,ALC - PROMO NAMORADOS 26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO NAMORADOS 26,15610,28.46,61.0,21.0,10.0,7.0,1289.0,197.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,5118,8.85,91.0,30.0,19.0,13.0,262.0,41.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,6298,11.71,154.0,52.0,26.0,16.0,382.0,69.0
TikTok Ads,TRAF - NAMORADOS,5279,27.33,2193.0,679.0,330.0,224.0,2721.0,2562.0
TikTok Ads,TRAF - NAMORADOS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,4993,23.87,1691.0,599.0,290.0,213.0,1979.0,1859.0
TikTok Ads,ALC - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO NAMORADOS 26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PROMO NAMORADOS 26,13406,26.34,46.0,19.0,13.0,10.0,950.0,137.0
TikTok Ads,ALC - PROMO NAMORADOS 26,16101,34.14,129.0,44.0,24.0,17.0,948.0,180.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,5043,10.64,118.0,47.0,26.0,12.0,312.0,62.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,6770,11.52,167.0,69.0,41.0,30.0,472.0,88.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,1776,3.62,28.0,13.0,8.0,7.0,92.0,17.0
TikTok Ads,TRAF - NAMORADOS,694,3.6,199.0,61.0,32.0,26.0,254.0,240.0
TikTok Ads,TRAF - NAMORADOS,6654,32.48,2705.0,1039.0,561.0,382.0,3152.0,2956.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,4799,9.06,82.0,33.0,18.0,12.0,233.0,37.0
TikTok Ads,ALC - PROMO NAMORADOS 26,1265,2.33,4.0,1.0,1.0,0.0,82.0,12.0
TikTok Ads,ALC - PROMO NAMORADOS 26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - SALE,60377,131.54,1011.0,403.0,219.0,116.0,4532.0,954.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,3524,7.44,63.0,29.0,15.0,10.0,171.0,33.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,6457,11.11,150.0,63.0,29.0,19.0,409.0,83.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,7108,12.09,173.0,62.0,36.0,17.0,492.0,87.0
TikTok Ads,ALC - PROMO NAMORADOS 26,16696,28.93,63.0,20.0,13.0,7.0,1305.0,182.0
TikTok Ads,ALC - PROMO NAMORADOS 26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,6031,29.99,2632.0,933.0,503.0,359.0,3269.0,3033.0
TikTok Ads,TRAF - NAMORADOS,5298,26.12,1871.0,564.0,276.0,187.0,2256.0,2113.0
TikTok Ads,TRAF - NAMORADOS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Interações com a comunidade - NS,3355,32.91,263.0,79.0,45.0,19.0,1306.0,413.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,5640,10.09,105.0,38.0,24.0,18.0,293.0,55.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,87,0.22,2.0,1.0,0.0,0.0,4.0,1.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,6469,11.92,166.0,80.0,38.0,25.0,415.0,96.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,6741,12.16,162.0,59.0,31.0,20.0,448.0,75.0
TikTok Ads,ALC - PROMO NAMORADOS 26,13023,27.32,64.0,30.0,21.0,13.0,970.0,164.0
TikTok Ads,ALC - SALE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - SALE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - SALE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - SALE,45358,129.46,885.0,393.0,229.0,119.0,3864.0,884.0
TikTok Ads,Interações com a comunidade - NS,4047,34.65,494.0,158.0,84.0,38.0,2004.0,786.0
TikTok Ads,ALC - SALE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Interações com a comunidade - NS,3242,34.07,310.0,108.0,64.0,33.0,1489.0,493.0
TikTok Ads,Interações com a comunidade - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NATAL 25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Interações com a comunidade - NS,1361,16.31,123.0,43.0,28.0,11.0,537.0,187.0
TikTok Ads,Interações com a comunidade - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - SALE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Interações com a comunidade - NS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,Interações com a comunidade - NS,3467,32.38,385.0,134.0,70.0,37.0,1599.0,622.0
TikTok Ads,ALC - SALE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - SALE,15521,47.53,289.0,116.0,69.0,39.0,1366.0,285.0
TikTok Ads,ALC - TROCA DE FIGURINHAS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - NAMORADOS,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PAIS 26 ,214,21.02,1.0,0.0,0.0,1.0,7.0,1.0
TikTok Ads,TRAF - PAIS 26 ,152,25.34,2.0,2.0,0.0,0.0,9.0,2.0
TikTok Ads,ALC - PAIS 26 ,19750,39.53,235.0,94.0,60.0,37.0,1290.0,277.0
TikTok Ads,ALC - PAIS 26 ,22355,45.92,277.0,94.0,43.0,29.0,1527.0,330.0
TikTok Ads,ALC - PAIS 26 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PAIS 26 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PAIS 26 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PAIS 26 ,595,40.32,4.0,1.0,1.0,0.0,26.0,5.0
TikTok Ads,TRAF - PAIS 26 ,414,18.95,8.0,1.0,1.0,1.0,26.0,11.0
TikTok Ads,TRAF - PROMO MAES,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PAIS 26 ,502,26.65,6.0,1.0,0.0,1.0,27.0,7.0
TikTok Ads,TRAF - PAIS 26 ,251,23.95,0.0,0.0,0.0,0.0,7.0,0.0
TikTok Ads,TRAF - PAIS 26 ,198,4.77,1.0,0.0,0.0,0.0,3.0,1.0
TikTok Ads,TRAF - PAIS 26 ,181,0.0,1.0,0.0,0.0,1.0,6.0,1.0
TikTok Ads,ALC - PAIS 26 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PAIS 26 ,21066,45.63,213.0,62.0,43.0,30.0,1353.0,264.0
TikTok Ads,ALC - PAIS 26 ,21494,43.96,254.0,99.0,63.0,42.0,1586.0,305.0
TikTok Ads,ALC - PAIS 26 ,27076,44.77,285.0,96.0,55.0,33.0,1768.0,345.0
TikTok Ads,ALC - PAIS 26 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PAIS 26 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PAIS 26 ,722,23.88,6.0,2.0,0.0,0.0,34.0,7.0
TikTok Ads,ALC - PAIS 26 ,18862,38.29,196.0,76.0,40.0,25.0,1162.0,236.0
TikTok Ads,ALC - PAIS 26 ,22987,44.91,265.0,90.0,52.0,33.0,1577.0,317.0
TikTok Ads,ALC - PAIS 26 ,264,0.24,0.0,0.0,0.0,0.0,5.0,0.0
TikTok Ads,TRAF - PAIS 26 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PAIS 26 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PAIS 26 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,ALC - PAIS 26 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TikTok Ads,TRAF - PAIS 26 ,390,11.82,0.0,0.0,0.0,0.0,12.0,0.0
TikTok Ads,TRAF - PAIS 26 ,290,18.13,0.0,0.0,0.0,0.0,15.0,1.0
TikTok Ads,ALC - PAIS 26 ,23311,46.19,236.0,93.0,43.0,27.0,1506.0,282.0
