hora,plataforma,impressoes,cliques,custo,conversoes,ctr,cpc
0,Google Ads,270,0,0.528321,1.0,0.0,0.0
0,Google Ads,233,0,0.646856,1.0,0.0,0.0
0,Google Ads,239,0,0.575069,0.0,0.0,0.0
0,Google Ads,188,0,0.53507,0.0,0.0,0.0
0,Google Ads,189,0,0.499098,0.0,0.0,0.0
0,Google Ads,107,0,0.772452,3.0,0.0,0.0
0,Google Ads,130,4,1.567393,9.0,3.076923076923077,0.39184825
0,Google Ads,43,4,0.059272,0.0,9.30232558139535,0.014818
0,Google Ads,32,3,0.037043,0.0,9.375,0.012347666666666667
0,Google Ads,430,3,1.333139,4.0,0.6976744186046512,0.4443796666666667
0,Google Ads,281,2,1.061951,8.0,0.7117437722419928,0.5309755
0,Google Ads,97,1,0.645217,3.0,1.0309278350515463,0.645217
0,Google Ads,307,5,1.960588,9.0,1.6286644951140066,0.3921176
0,Google Ads,12,2,0.016819,0.0,16.666666666666664,0.0084095
0,Google Ads,59,4,0.102348,0.0,6.779661016949152,0.025587
0,Google Ads,2543,1,4.92417,69.0,0.039323633503735744,4.92417
0,Google Ads,4266,5,10.356809,84.0,0.11720581340834506,2.0713618
0,Google Ads,165,0,1.363118,9.0,0.0,0.0
0,Google Ads,47,2,0.064161,0.0,4.25531914893617,0.0320805
0,Google Ads,10,0,0.035488,0.0,0.0,0.0
0,Google Ads,2,1,0.03,1.0,50.0,0.03
0,Google Ads,16,0,0.0,0.0,0.0,0.0
0,Google Ads,18,6,0.657623,2.0,33.33333333333333,0.10960383333333333
0,Google Ads,636,4,3.522433,1.0,0.628930817610063,0.88060825
0,Google Ads,290,0,0.727896,0.0,0.0,0.0
0,Google Ads,1113,3,2.712743,0.0,0.2695417789757413,0.9042476666666667
0,Google Ads,430,1,1.259739,0.0,0.23255813953488372,1.259739
0,Google Ads,1070,3,2.973433,1.0,0.2803738317757009,0.9911443333333333
0,Google Ads,4691,6,12.098386,3.0,0.12790449797484546,2.0163976666666668
0,Google Ads,2,0,0.0,0.0,0.0,0.0
0,Google Ads,673,6,1.858475,0.0,0.8915304606240713,0.30974583333333333
