data,shopping,shopping_sigla,plataforma,impressoes,cliques,custo,conversoes,receita,roas,cpa,ctr
2026-02-28,NS,NS,Meta Ads,101473,134,129.87,0.0,0.0,0.0,0.0,0.13205483231992746
2026-02-28,GERAL,GERAL,Google Ads,49765,3868,636.1439389999999,2273.538224,0.0,0.0,0.2798034940801593,7.772530895207474
2026-03-01,NS,NS,Meta Ads,124194,154,133.7,0.0,0.0,0.0,0.0,0.12399954909254876
2026-03-01,NR,NR,Meta Ads,232071,241,277.46999999999997,0.0,0.0,0.0,0.0,0.10384752941987581
2026-03-01,GS,GS,Meta Ads,105681,144,124.57,0.0,0.0,0.0,0.0,0.1362591194254407
2026-03-01,BS,BS,Meta Ads,139010,133,134.81,0.0,0.0,0.0,0.0,0.09567657003093302
2026-03-01,GERAL,GERAL,Google Ads,40429,3748,529.978316,2019.362781,0.0,0.0,0.262448293583757,9.270573103465335
2026-03-02,NS,NS,Meta Ads,104848,99,114.0,0.0,0.0,0.0,0.0,0.09442240195330383
2026-03-02,NR,NR,Meta Ads,226977,232,274.65999999999997,0.0,0.0,0.0,0.0,0.10221299955502099
2026-03-02,GS,GS,Meta Ads,69006,56,74.89,0.0,0.0,0.0,0.0,0.08115236356258876
2026-03-02,BS,BS,Meta Ads,111695,88,103.77999999999999,0.0,0.0,0.0,0.0,0.07878597967679843
2026-03-02,GERAL,GERAL,Google Ads,43884,2331,384.77102,1253.4125640000002,0.0,0.0,0.3069787482998295,5.311730926989335
2026-03-03,NR,NR,Meta Ads,256476,292,329.52000000000004,0.0,0.0,0.0,0.0,0.11385080865266145
2026-03-03,GS,GS,Meta Ads,50079,47,56.38,0.0,0.0,0.0,0.0,0.09385171429141956
2026-03-03,BS,BS,Meta Ads,179238,167,208.04999999999998,0.0,0.0,0.0,0.0,0.09317220678650733
2026-03-03,NS,NS,Meta Ads,276702,284,398.49,0.0,0.0,0.0,0.0,0.10263749448865567
2026-03-03,GERAL,GERAL,Google Ads,41598,2517,467.857527,1351.571919,0.0,0.0,0.34615807003903876,6.050771671714986
2026-03-04,GS,GS,Meta Ads,35772,32,41.57,0.0,0.0,0.0,0.0,0.08945544000894555
2026-03-04,BS,BS,Meta Ads,212906,178,256.47,0.0,0.0,0.0,0.0,0.08360497120795092
2026-03-04,GERAL,GERAL,Google Ads,45842,2765,473.52285800000004,1333.3194039999998,0.0,0.0,0.35514585370873375,6.031586754504603
2026-03-04,NS,NS,Meta Ads,355984,364,474.98,0.0,0.0,0.0,0.0,0.10225178659715042
2026-03-04,NR,NR,Meta Ads,264035,294,350.17,0.0,0.0,0.0,0.0,0.11134887420228379
2026-03-05,BS,BS,Meta Ads,216570,168,253.18,0.0,0.0,0.0,0.0,0.07757307106247402
2026-03-05,NS,NS,Meta Ads,303722,295,396.48,0.0,0.0,0.0,0.0,0.09712829495393814
2026-03-05,NR,NR,Meta Ads,4482,5,5.8100000000000005,0.0,0.0,0.0,0.0,0.11155734047300313
2026-03-05,GERAL,GERAL,Google Ads,50526,2683,531.4994300000001,1239.591342,0.0,0.0,0.42876987922685905,5.310137355025136
2026-03-06,GS,GS,Meta Ads,213959,296,289.56,0.0,0.0,0.0,0.0,0.1383442622184624
2026-03-06,NR,NR,Meta Ads,252382,252,368.53,0.0,0.0,0.0,0.0,0.09984864213771188
2026-03-06,CS,CS,Meta Ads,11813,14,15.3,0.0,0.0,0.0,0.0,0.11851350207398628
2026-03-06,NS,NS,Meta Ads,233918,180,315.29,0.0,0.0,0.0,0.0,0.07695004232252327
2026-03-06,GERAL,GERAL,Google Ads,51924,3285,543.084361,1386.999996,0.0,0.0,0.3915532534723958,6.326554194592096
2026-03-06,BS,BS,Meta Ads,246316,207,303.14000000000004,0.0,0.0,0.0,0.0,0.08403838971077802
2026-03-07,GERAL,GERAL,Google Ads,53777,5572,735.974912,1518.0,0.0,0.0,0.4848319578392622,10.361306878405266
2026-03-07,NS,NS,Meta Ads,253373,217,346.02000000000004,0.0,0.0,0.0,0.0,0.08564448461359339
2026-03-07,BS,BS,Meta Ads,283560,234,346.64,0.0,0.0,0.0,0.0,0.08252221752010155
2026-03-07,CS,CS,Meta Ads,17626,39,20.7,0.0,0.0,0.0,0.0,0.2212640417564961
2026-03-07,GS,GS,Meta Ads,278138,411,367.01,0.0,0.0,0.0,0.0,0.1477683739726323
2026-03-07,NR,NR,Meta Ads,273210,338,395.81,0.0,0.0,0.0,0.0,0.1237143589180484
2026-03-08,NS,NS,Meta Ads,284129,241,363.64,0.0,0.0,0.0,0.0,0.08482062725029828
2026-03-08,NR,NR,Meta Ads,260263,336,340.78999999999996,0.0,0.0,0.0,0.0,0.12910017943388036
2026-03-08,GS,GS,Meta Ads,305409,458,378.70000000000005,0.0,0.0,0.0,0.0,0.14996283672059435
2026-03-08,GERAL,GERAL,Google Ads,64922,5718,715.9945389999999,329.0,0.0,0.0,2.176275194528875,8.807492067403961
2026-03-08,BS,BS,Meta Ads,330184,315,377.69000000000005,0.0,0.0,0.0,0.0,0.09540135197344511
2026-03-08,CS,CS,Meta Ads,20930,36,22.22,0.0,0.0,0.0,0.0,0.17200191113234592
2026-03-09,GERAL,GERAL,Google Ads,86495,3786,931.1750600000001,6.0,0.0,0.0,155.19584333333336,4.377131626105555
2026-03-09,NR,NR,Meta Ads,274587,351,364.03999999999996,0.0,0.0,0.0,0.0,0.1278283385593637
2026-03-09,BS,BS,Meta Ads,280005,234,326.74999999999994,0.0,0.0,0.0,0.0,0.08356993625113837
2026-03-09,CS,CS,Meta Ads,17296,25,18.82,0.0,0.0,0.0,0.0,0.14454209065679927
2026-03-09,GS,GS,Meta Ads,262267,401,323.38000000000005,0.0,0.0,0.0,0.0,0.15289761960139855
2026-03-09,NS,NS,Meta Ads,238206,174,309.96,0.0,0.0,0.0,0.0,0.07304601899196494
