age,stat_time_day,cost_per_conversion,cpm,conversion_rate,spend,conversion,cpc,impressions,clicks,ctr,shopping,shopping_sigla
AGE_45_54,2025-12-13 00:00:00,0.0,3.63,0.0,11.54,0,0.06,3177,181,5.7,Nacoes Shopping,NS
AGE_55_100,2025-12-13 00:00:00,0.0,3.38,0.0,12.45,0,0.06,3684,216,5.86,Nacoes Shopping,NS
NONE,2025-12-14 00:00:00,0.0,2.0,0.0,0.01,0,0.0,5,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-14 00:00:00,0.0,2.88,0.0,33.21,0,0.1,11534,318,2.76,Nacoes Shopping,NS
AGE_25_34,2025-12-14 00:00:00,0.0,2.93,0.0,20.5,0,0.13,6989,156,2.23,Nacoes Shopping,NS
AGE_35_44,2025-12-14 00:00:00,0.0,2.95,0.0,13.94,0,0.1,4719,137,2.9,Nacoes Shopping,NS
AGE_45_54,2025-12-14 00:00:00,0.0,3.27,0.0,10.24,0,0.06,3136,175,5.58,Nacoes Shopping,NS
AGE_55_100,2025-12-14 00:00:00,0.0,3.49,0.0,14.67,0,0.04,4200,356,8.48,Nacoes Shopping,NS
NONE,2025-12-15 00:00:00,0.0,4.29,0.0,0.06,0,0.0,14,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-15 00:00:00,0.0,2.82,0.0,34.9,0,0.1,12354,342,2.77,Nacoes Shopping,NS
AGE_25_34,2025-12-15 00:00:00,0.0,2.84,0.0,20.77,0,0.17,7324,119,1.62,Nacoes Shopping,NS
AGE_35_44,2025-12-15 00:00:00,0.0,2.66,0.0,12.16,0,0.11,4572,109,2.38,Nacoes Shopping,NS
AGE_45_54,2025-12-15 00:00:00,0.0,3.14,0.0,9.61,0,0.05,3057,183,5.99,Nacoes Shopping,NS
AGE_55_100,2025-12-15 00:00:00,0.0,3.41,0.0,10.56,0,0.05,3100,211,6.81,Nacoes Shopping,NS
NONE,2025-12-16 00:00:00,0.0,10.0,0.0,0.04,0,0.0,4,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-16 00:00:00,0.0,3.0,0.0,33.53,0,0.09,11165,369,3.3,Nacoes Shopping,NS
AGE_25_34,2025-12-16 00:00:00,0.0,2.94,0.0,19.36,0,0.2,6596,98,1.49,Nacoes Shopping,NS
AGE_35_44,2025-12-16 00:00:00,0.0,3.02,0.0,13.17,0,0.09,4362,145,3.32,Nacoes Shopping,NS
AGE_45_54,2025-12-16 00:00:00,0.0,3.33,0.0,7.86,0,0.07,2357,110,4.67,Nacoes Shopping,NS
AGE_55_100,2025-12-16 00:00:00,0.0,2.82,0.0,10.98,0,0.04,3894,308,7.91,Nacoes Shopping,NS
NONE,2025-12-17 00:00:00,0.0,8.0,0.0,0.08,0,0.08,10,1,10.0,Nacoes Shopping,NS
AGE_18_24,2025-12-17 00:00:00,0.0,2.92,0.0,32.02,0,0.12,10975,278,2.53,Nacoes Shopping,NS
AGE_25_34,2025-12-17 00:00:00,0.0,3.1,0.0,21.65,0,0.17,6976,125,1.79,Nacoes Shopping,NS
AGE_35_44,2025-12-17 00:00:00,0.0,2.87,0.0,13.81,0,0.08,4813,164,3.41,Nacoes Shopping,NS
AGE_45_54,2025-12-17 00:00:00,0.0,2.75,0.0,7.47,0,0.06,2712,127,4.68,Nacoes Shopping,NS
AGE_55_100,2025-12-17 00:00:00,0.0,3.18,0.0,8.45,0,0.06,2654,144,5.43,Nacoes Shopping,NS
NONE,2025-12-18 00:00:00,0.0,4.62,0.0,0.06,0,0.0,13,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-18 00:00:00,0.0,3.1,0.0,29.59,0,0.1,9556,282,2.95,Nacoes Shopping,NS
AGE_25_34,2025-12-18 00:00:00,0.0,3.5,0.0,20.32,0,0.13,5800,159,2.74,Nacoes Shopping,NS
AGE_35_44,2025-12-18 00:00:00,0.0,3.15,0.0,13.35,0,0.11,4240,125,2.95,Nacoes Shopping,NS
AGE_45_54,2025-12-18 00:00:00,0.0,3.65,0.0,8.74,0,0.06,2395,147,6.14,Nacoes Shopping,NS
AGE_55_100,2025-12-18 00:00:00,0.0,2.69,0.0,8.08,0,0.06,3006,125,4.16,Nacoes Shopping,NS
NONE,2025-12-19 00:00:00,0.0,16.0,0.0,0.08,0,0.08,5,1,20.0,Nacoes Shopping,NS
AGE_18_24,2025-12-19 00:00:00,0.0,3.21,0.0,31.32,0,0.09,9759,344,3.52,Nacoes Shopping,NS
AGE_25_34,2025-12-19 00:00:00,0.0,3.14,0.0,17.13,0,0.13,5459,131,2.4,Nacoes Shopping,NS
AGE_35_44,2025-12-19 00:00:00,0.0,3.41,0.0,13.92,0,0.1,4077,134,3.29,Nacoes Shopping,NS
AGE_45_54,2025-12-19 00:00:00,0.0,3.25,0.0,11.16,0,0.05,3434,229,6.67,Nacoes Shopping,NS
AGE_55_100,2025-12-19 00:00:00,0.0,3.14,0.0,9.42,0,0.06,2997,157,5.24,Nacoes Shopping,NS
NONE,2025-12-20 00:00:00,0.0,4.0,0.0,0.04,0,0.04,10,1,10.0,Nacoes Shopping,NS
AGE_18_24,2025-12-20 00:00:00,0.0,3.2,0.0,29.18,0,0.1,9115,288,3.16,Nacoes Shopping,NS
AGE_25_34,2025-12-20 00:00:00,0.0,3.24,0.0,17.78,0,0.15,5493,115,2.09,Nacoes Shopping,NS
AGE_35_44,2025-12-20 00:00:00,0.0,3.22,0.0,12.83,0,0.12,3982,104,2.61,Nacoes Shopping,NS
AGE_45_54,2025-12-20 00:00:00,0.0,4.41,0.0,11.24,0,0.06,2548,174,6.83,Nacoes Shopping,NS
AGE_55_100,2025-12-20 00:00:00,0.0,2.92,0.0,11.57,0,0.07,3956,176,4.45,Nacoes Shopping,NS
NONE,2025-12-21 00:00:00,0.0,5.0,0.0,0.03,0,0.0,6,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-21 00:00:00,0.0,2.91,0.0,31.03,0,0.1,10660,306,2.87,Nacoes Shopping,NS
AGE_25_34,2025-12-21 00:00:00,0.0,3.01,0.0,18.53,0,0.16,6156,118,1.92,Nacoes Shopping,NS
AGE_35_44,2025-12-21 00:00:00,0.0,2.82,0.0,13.91,0,0.1,4933,133,2.7,Nacoes Shopping,NS
AGE_45_54,2025-12-21 00:00:00,0.0,2.98,0.0,8.69,0,0.09,2916,100,3.43,Nacoes Shopping,NS
AGE_55_100,2025-12-21 00:00:00,0.0,3.13,0.0,10.38,0,0.07,3320,142,4.28,Nacoes Shopping,NS
NONE,2025-12-22 00:00:00,0.0,5.0,0.0,0.03,0,0.0,6,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-22 00:00:00,0.0,2.9,0.0,29.87,0,0.1,10285,296,2.88,Nacoes Shopping,NS
AGE_25_34,2025-12-22 00:00:00,0.0,2.58,0.0,16.05,0,0.18,6228,87,1.4,Nacoes Shopping,NS
AGE_35_44,2025-12-22 00:00:00,0.0,3.01,0.0,12.02,0,0.11,3997,107,2.68,Nacoes Shopping,NS
AGE_45_54,2025-12-22 00:00:00,0.0,4.09,0.0,10.63,0,0.05,2599,197,7.58,Nacoes Shopping,NS
AGE_55_100,2025-12-22 00:00:00,0.0,3.45,0.0,13.14,0,0.05,3811,289,7.58,Nacoes Shopping,NS
NONE,2025-12-23 00:00:00,0.0,5.0,0.0,0.05,0,0.05,10,1,10.0,Nacoes Shopping,NS
AGE_18_24,2025-12-23 00:00:00,0.0,2.88,0.0,29.54,0,0.14,10258,213,2.08,Nacoes Shopping,NS
AGE_25_34,2025-12-23 00:00:00,0.0,3.07,0.0,17.82,0,0.21,5805,83,1.43,Nacoes Shopping,NS
AGE_35_44,2025-12-23 00:00:00,0.0,2.98,0.0,11.58,0,0.14,3885,80,2.06,Nacoes Shopping,NS
AGE_45_54,2025-12-23 00:00:00,0.0,3.58,0.0,9.4,0,0.07,2625,143,5.45,Nacoes Shopping,NS
AGE_55_100,2025-12-23 00:00:00,0.0,4.1,0.0,13.49,0,0.05,3292,259,7.87,Nacoes Shopping,NS
NONE,2025-12-24 00:00:00,0.0,2.0,0.0,0.01,0,0.0,5,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-24 00:00:00,0.0,2.66,0.0,29.74,0,0.09,11174,321,2.87,Nacoes Shopping,NS
AGE_25_34,2025-12-24 00:00:00,0.0,2.44,0.0,20.11,0,0.17,8241,120,1.46,Nacoes Shopping,NS
AGE_35_44,2025-12-24 00:00:00,0.0,2.73,0.0,11.09,0,0.08,4059,131,3.23,Nacoes Shopping,NS
AGE_45_54,2025-12-24 00:00:00,0.0,2.92,0.0,9.77,0,0.06,3345,171,5.11,Nacoes Shopping,NS
AGE_55_100,2025-12-24 00:00:00,0.0,2.55,0.0,9.23,0,0.08,3616,123,3.4,Nacoes Shopping,NS
NONE,2025-12-25 00:00:00,0.0,13.33,0.0,0.04,0,0.0,3,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-25 00:00:00,0.0,2.48,0.0,25.85,0,0.07,10431,350,3.36,Nacoes Shopping,NS
AGE_25_34,2025-12-25 00:00:00,0.0,2.23,0.0,17.96,0,0.14,8056,124,1.54,Nacoes Shopping,NS
AGE_35_44,2025-12-25 00:00:00,0.0,2.55,0.0,11.15,0,0.09,4379,126,2.88,Nacoes Shopping,NS
AGE_45_54,2025-12-25 00:00:00,0.0,3.23,0.0,12.07,0,0.05,3733,243,6.51,Nacoes Shopping,NS
AGE_55_100,2025-12-25 00:00:00,0.0,2.98,0.0,11.92,0,0.05,3998,219,5.48,Nacoes Shopping,NS
NONE,2025-12-26 00:00:00,0.0,5.56,0.0,0.05,0,0.05,9,1,11.11,Nacoes Shopping,NS
AGE_18_24,2025-12-26 00:00:00,0.0,2.4,0.0,27.09,0,0.07,11295,377,3.34,Nacoes Shopping,NS
AGE_25_34,2025-12-26 00:00:00,0.0,2.32,0.0,18.54,0,0.16,7979,118,1.48,Nacoes Shopping,NS
AGE_35_44,2025-12-26 00:00:00,0.0,2.43,0.0,10.07,0,0.07,4145,154,3.72,Nacoes Shopping,NS
AGE_45_54,2025-12-26 00:00:00,0.0,2.98,0.0,11.23,0,0.05,3771,249,6.6,Nacoes Shopping,NS
AGE_55_100,2025-12-26 00:00:00,0.0,2.22,0.0,7.84,0,0.07,3531,109,3.09,Nacoes Shopping,NS
NONE,2025-12-27 00:00:00,0.0,8.57,0.0,0.06,0,0.0,7,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-27 00:00:00,0.0,2.52,0.0,31.34,0,0.06,12413,558,4.5,Nacoes Shopping,NS
AGE_25_34,2025-12-27 00:00:00,0.0,2.4,0.0,19.76,0,0.11,8225,184,2.24,Nacoes Shopping,NS
AGE_35_44,2025-12-27 00:00:00,0.0,2.47,0.0,12.0,0,0.06,4855,215,4.43,Nacoes Shopping,NS
AGE_45_54,2025-12-27 00:00:00,0.0,3.11,0.0,14.23,0,0.04,4578,356,7.78,Nacoes Shopping,NS
AGE_55_100,2025-12-27 00:00:00,0.0,2.33,0.0,8.13,0,0.07,3495,118,3.38,Nacoes Shopping,NS
NONE,2025-12-28 00:00:00,0.0,5.88,0.0,0.1,0,0.0,17,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-28 00:00:00,0.0,2.58,0.0,29.79,0,0.05,11550,611,5.29,Nacoes Shopping,NS
AGE_25_34,2025-12-28 00:00:00,0.0,2.3,0.0,18.69,0,0.1,8124,185,2.28,Nacoes Shopping,NS
AGE_35_44,2025-12-28 00:00:00,0.0,2.4,0.0,11.14,0,0.06,4633,195,4.21,Nacoes Shopping,NS
AGE_45_54,2025-12-28 00:00:00,0.0,2.87,0.0,11.88,0,0.04,4145,301,7.26,Nacoes Shopping,NS
AGE_55_100,2025-12-28 00:00:00,0.0,3.17,0.0,11.49,0,0.05,3629,235,6.48,Nacoes Shopping,NS
NONE,2025-12-29 00:00:00,0.0,5.45,0.0,0.06,0,0.06,11,1,9.09,Nacoes Shopping,NS
AGE_18_24,2025-12-29 00:00:00,0.0,2.44,0.0,29.69,0,0.05,12186,640,5.25,Nacoes Shopping,NS
AGE_25_34,2025-12-29 00:00:00,0.0,2.11,0.0,17.95,0,0.1,8521,179,2.1,Nacoes Shopping,NS
AGE_35_44,2025-12-29 00:00:00,0.0,2.14,0.0,11.47,0,0.05,5357,236,4.41,Nacoes Shopping,NS
AGE_45_54,2025-12-29 00:00:00,0.0,2.96,0.0,12.32,0,0.03,4164,382,9.17,Nacoes Shopping,NS
AGE_55_100,2025-12-29 00:00:00,0.0,2.36,0.0,7.88,0,0.06,3337,141,4.23,Nacoes Shopping,NS
NONE,2025-12-30 00:00:00,0.0,1.25,0.0,0.01,0,0.0,8,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-30 00:00:00,0.0,2.33,0.0,24.42,0,0.04,10492,560,5.34,Nacoes Shopping,NS
AGE_25_34,2025-12-30 00:00:00,0.0,2.35,0.0,17.92,0,0.08,7623,216,2.83,Nacoes Shopping,NS
AGE_35_44,2025-12-30 00:00:00,0.0,2.23,0.0,10.37,0,0.04,4657,241,5.18,Nacoes Shopping,NS
AGE_45_54,2025-12-30 00:00:00,0.0,3.18,0.0,11.7,0,0.03,3684,373,10.12,Nacoes Shopping,NS
AGE_55_100,2025-12-30 00:00:00,0.0,3.11,0.0,9.21,0,0.04,2957,244,8.25,Nacoes Shopping,NS
NONE,2025-12-31 00:00:00,0.0,3.33,0.0,0.02,0,0.0,6,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-31 00:00:00,0.0,2.16,0.0,16.27,0,0.05,7520,328,4.36,Nacoes Shopping,NS
AGE_25_34,2025-12-31 00:00:00,0.0,2.09,0.0,13.82,0,0.07,6599,185,2.8,Nacoes Shopping,NS
AGE_35_44,2025-12-31 00:00:00,0.0,2.24,0.0,6.65,0,0.05,2969,130,4.38,Nacoes Shopping,NS
AGE_45_54,2025-12-31 00:00:00,0.0,3.54,0.0,8.06,0,0.03,2278,306,13.43,Nacoes Shopping,NS
AGE_55_100,2025-12-31 00:00:00,0.0,2.38,0.0,5.44,0,0.04,2282,145,6.35,Nacoes Shopping,NS
NONE,2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0,0.0,7,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0,0.0,12,2,16.67,Nacoes Shopping,NS
AGE_25_34,2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0,0.0,13,1,7.69,Nacoes Shopping,NS
AGE_35_44,2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0,0.0,7,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0,0.0,9,1,11.11,Nacoes Shopping,NS
AGE_55_100,2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0,0.0,6,0,0.0,Nacoes Shopping,NS
NONE,2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,1,100.0,Nacoes Shopping,NS
AGE_45_54,2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,1,100.0,Nacoes Shopping,NS
AGE_55_100,2026-01-02 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-03 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Nacoes Shopping,NS
NONE,2026-01-04 00:00:00,0.0,0.0,0.0,0.0,0,0.0,4,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-04 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-04 00:00:00,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-04 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-01-05 00:00:00,0.0,0.0,0.0,0.0,0,0.0,7,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-05 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-05 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,1,100.0,Nacoes Shopping,NS
AGE_35_44,2026-01-05 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-01-06 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-06 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-06 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-06 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-01-07 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-07 00:00:00,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-07 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-07 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-07 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-01-08 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-08 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-08 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-01-09 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-01-10 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-10 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-01-11 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-11 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-11 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-11 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-12 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-12 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-01-13 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-13 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-13 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-01-14 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-14 00:00:00,0.0,1.17,0.0,4.56,0,0.0,3885,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-14 00:00:00,0.0,1.43,0.0,3.62,0,0.0,2534,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-14 00:00:00,0.0,1.47,0.0,1.61,0,0.0,1092,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-14 00:00:00,0.0,1.25,0.0,1.1,0,0.0,878,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-14 00:00:00,0.0,1.06,0.0,1.09,0,0.0,1024,0,0.0,Nacoes Shopping,NS
NONE,2026-01-15 00:00:00,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-15 00:00:00,0.0,1.68,0.0,13.79,0,0.0,8184,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-15 00:00:00,0.0,1.65,0.0,10.21,0,0.0,6206,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-15 00:00:00,0.0,1.74,0.0,4.52,0,0.0,2604,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-15 00:00:00,0.0,1.33,0.0,2.8,0,0.0,2113,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-15 00:00:00,0.0,1.4,0.0,3.33,0,0.0,2385,0,0.0,Nacoes Shopping,NS
NONE,2026-01-16 00:00:00,0.0,0.0,0.0,0.0,0,0.0,4,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-16 00:00:00,0.0,1.57,0.0,12.31,0,0.0,7824,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-16 00:00:00,0.0,1.74,0.0,10.27,0,0.0,5897,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-16 00:00:00,0.0,1.81,0.0,4.51,0,0.0,2485,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-16 00:00:00,0.0,1.61,0.0,3.12,0,0.0,1932,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-16 00:00:00,0.0,1.54,0.0,3.45,0,0.0,2245,0,0.0,Nacoes Shopping,NS
NONE,2026-01-17 00:00:00,0.0,1.82,0.0,0.02,0,0.0,11,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-17 00:00:00,0.0,1.52,0.0,11.99,0,0.0,7910,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-17 00:00:00,0.0,1.67,0.0,10.26,0,0.0,6134,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-17 00:00:00,0.0,1.76,0.0,4.46,0,0.0,2529,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-17 00:00:00,0.0,1.88,0.0,3.49,0,0.0,1859,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-17 00:00:00,0.0,1.7,0.0,3.58,0,0.0,2109,0,0.0,Nacoes Shopping,NS
NONE,2026-01-18 00:00:00,0.0,10.0,0.0,0.02,0,0.0,2,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-18 00:00:00,0.0,1.58,0.0,12.28,0,0.0,7791,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-18 00:00:00,0.0,1.8,0.0,11.33,0,0.0,6302,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-18 00:00:00,0.0,1.71,0.0,4.55,0,0.0,2660,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-18 00:00:00,0.0,1.41,0.0,2.52,0,0.0,1781,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-18 00:00:00,0.0,1.6,0.0,2.76,0,0.0,1729,0,0.0,Nacoes Shopping,NS
NONE,2026-01-19 00:00:00,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-19 00:00:00,0.0,1.76,0.0,11.97,0,0.0,6813,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-19 00:00:00,0.0,1.9,0.0,10.65,0,0.0,5611,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-19 00:00:00,0.0,1.94,0.0,3.96,0,0.0,2037,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-19 00:00:00,0.0,1.78,0.0,2.47,0,0.0,1388,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-19 00:00:00,0.0,1.67,0.0,2.42,0,0.0,1449,0,0.0,Nacoes Shopping,NS
NONE,2026-01-20 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-20 00:00:00,0.0,1.98,0.0,11.93,0,0.0,6036,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-20 00:00:00,0.0,2.18,0.0,10.54,0,0.0,4831,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-20 00:00:00,0.0,1.98,0.0,3.42,0,0.0,1728,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-20 00:00:00,0.0,1.8,0.0,2.21,0,0.0,1229,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-20 00:00:00,0.0,1.89,0.0,2.49,0,0.0,1315,0,0.0,Nacoes Shopping,NS
NONE,2026-01-21 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-21 00:00:00,0.0,1.66,0.0,12.77,0,0.0,7715,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-21 00:00:00,0.0,1.9,0.0,10.8,0,0.0,5677,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-21 00:00:00,0.0,1.95,0.0,4.19,0,0.0,2151,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-21 00:00:00,0.0,1.77,0.0,2.96,0,0.0,1668,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-21 00:00:00,0.0,1.65,0.0,3.02,0,0.0,1826,0,0.0,Nacoes Shopping,NS
NONE,2026-01-22 00:00:00,0.0,7.5,0.0,0.03,0,0.0,4,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-22 00:00:00,0.0,1.61,0.0,12.46,0,0.0,7744,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-22 00:00:00,0.0,1.67,0.0,9.46,0,0.0,5656,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-22 00:00:00,0.0,1.62,0.0,3.72,0,0.0,2296,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-22 00:00:00,0.0,1.61,0.0,2.95,0,0.0,1829,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-22 00:00:00,0.0,1.39,0.0,2.87,0,0.0,2064,0,0.0,Nacoes Shopping,NS
NONE,2026-01-23 00:00:00,0.0,3.33,0.0,0.04,0,0.0,12,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-23 00:00:00,0.0,1.62,0.0,11.86,0,0.0,7324,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-01-23 00:00:00,0.0,1.86,0.0,9.7,0,0.0,5205,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-01-23 00:00:00,0.0,1.59,0.0,3.47,0,0.0,2178,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-01-23 00:00:00,0.0,1.54,0.0,2.43,0,0.0,1575,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-01-23 00:00:00,0.0,1.46,0.0,2.9,0,0.0,1980,0,0.0,Nacoes Shopping,NS
NONE,2026-01-24 00:00:00,0.0,2.22,0.0,0.04,0,0.0,18,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-01-24 00:00:00,0.0,1.66,0.0,11.44,0,0.0,6887,0,0.0,Nacoes Shopping,NS
