shopping,shopping_sigla,hora,dia_semana,impressoes,cliques,ctr,custo,conversoes,valor_conversoes
GERAL,GERAL,7,MONDAY,122,0,0.0,0.437579,0.0,0.0
GERAL,GERAL,8,MONDAY,164,0,0.0,0.578057,0.0,0.0
GERAL,GERAL,9,MONDAY,182,1,0.005494505494505495,0.683809,1.0,0.0
GERAL,GERAL,10,MONDAY,207,0,0.0,0.770224,0.0,0.0
GERAL,GERAL,11,MONDAY,221,3,0.013574660633484163,0.786704,0.0,0.0
GERAL,GERAL,12,MONDAY,208,1,0.004807692307692308,0.802051,0.0,0.0
GERAL,GERAL,13,MONDAY,187,0,0.0,0.711368,0.0,0.0
GERAL,GERAL,14,MONDAY,233,1,0.004291845493562232,0.852766,0.0,0.0
GERAL,GERAL,15,MONDAY,229,1,0.004366812227074236,0.881302,1.0,0.0
GERAL,GERAL,16,MONDAY,214,2,0.009345794392523364,0.802714,0.0,0.0
GERAL,GERAL,17,MONDAY,306,0,0.0,1.099759,0.0,0.0
GERAL,GERAL,18,MONDAY,348,0,0.0,1.284819,2.0,0.0
GERAL,GERAL,19,MONDAY,413,0,0.0,1.559817,0.0,0.0
GERAL,GERAL,20,MONDAY,399,0,0.0,1.50569,0.0,0.0
GERAL,GERAL,21,MONDAY,367,2,0.005449591280653951,1.421185,2.0,0.0
GERAL,GERAL,22,MONDAY,341,2,0.005865102639296188,1.241037,1.0,0.0
GERAL,GERAL,23,MONDAY,112,0,0.0,0.342077,0.0,0.0
GERAL,GERAL,0,TUESDAY,228,1,0.0043859649122807015,0.807129,1.0,0.0
GERAL,GERAL,1,TUESDAY,96,0,0.0,0.324103,0.0,0.0
GERAL,GERAL,2,TUESDAY,61,0,0.0,0.199866,0.0,0.0
GERAL,GERAL,3,TUESDAY,47,0,0.0,0.156106,1.0,0.0
GERAL,GERAL,4,TUESDAY,45,0,0.0,0.164633,0.0,0.0
GERAL,GERAL,5,TUESDAY,51,0,0.0,0.18415,0.0,0.0
GERAL,GERAL,6,TUESDAY,106,0,0.0,0.413342,1.0,0.0
GERAL,GERAL,7,TUESDAY,136,2,0.014705882352941176,0.54552,0.0,0.0
GERAL,GERAL,8,TUESDAY,130,0,0.0,0.491186,1.0,0.0
GERAL,GERAL,9,TUESDAY,174,0,0.0,0.587788,0.0,0.0
GERAL,GERAL,10,TUESDAY,189,1,0.005291005291005291,0.64013,0.0,0.0
GERAL,GERAL,11,TUESDAY,215,1,0.004651162790697674,0.7603,0.0,0.0
GERAL,GERAL,12,TUESDAY,189,0,0.0,0.642872,0.0,0.0
GERAL,GERAL,13,TUESDAY,229,0,0.0,0.750347,1.0,0.0
GERAL,GERAL,14,TUESDAY,251,1,0.00398406374501992,0.837853,0.0,0.0
GERAL,GERAL,15,TUESDAY,241,0,0.0,0.80549,1.0,0.0
GERAL,GERAL,16,TUESDAY,264,0,0.0,0.894424,0.0,0.0
GERAL,GERAL,17,TUESDAY,282,1,0.0035460992907801418,0.921493,0.0,0.0
GERAL,GERAL,18,TUESDAY,396,3,0.007575757575757576,1.45084,1.0,0.0
GERAL,GERAL,19,TUESDAY,412,1,0.0024271844660194173,1.611531,1.0,0.0
GERAL,GERAL,20,TUESDAY,387,1,0.002583979328165375,1.517786,0.0,0.0
GERAL,GERAL,21,TUESDAY,418,2,0.004784688995215311,1.710023,0.0,0.0
GERAL,GERAL,22,TUESDAY,315,2,0.006349206349206349,1.283011,1.0,0.0
GERAL,GERAL,23,TUESDAY,112,0,0.0,0.483782,0.0,0.0
GERAL,GERAL,0,WEDNESDAY,202,0,0.0,0.796479,0.0,0.0
GERAL,GERAL,1,WEDNESDAY,131,0,0.0,0.45251,0.0,0.0
GERAL,GERAL,2,WEDNESDAY,87,1,0.011494252873563218,0.330713,0.0,0.0
GERAL,GERAL,3,WEDNESDAY,47,0,0.0,0.180365,1.0,0.0
GERAL,GERAL,4,WEDNESDAY,30,1,0.03333333333333333,0.126137,0.0,0.0
GERAL,GERAL,5,WEDNESDAY,44,0,0.0,0.212882,0.0,0.0
GERAL,GERAL,6,WEDNESDAY,88,0,0.0,0.37777,0.0,0.0
GERAL,GERAL,7,WEDNESDAY,122,2,0.01639344262295082,0.517651,0.0,0.0
GERAL,GERAL,8,WEDNESDAY,139,1,0.007194244604316547,0.626968,0.0,0.0
GERAL,GERAL,9,WEDNESDAY,160,0,0.0,0.657046,0.0,0.0
GERAL,GERAL,10,WEDNESDAY,189,2,0.010582010582010581,0.830946,0.0,0.0
GERAL,GERAL,11,WEDNESDAY,282,0,0.0,1.203909,0.0,0.0
GERAL,GERAL,12,WEDNESDAY,471,2,0.004246284501061571,2.13237,1.0,0.0
GERAL,GERAL,13,WEDNESDAY,421,1,0.0023752969121140144,1.895409,0.0,0.0
GERAL,GERAL,14,WEDNESDAY,739,5,0.006765899864682003,3.331774,2.0,0.0
GERAL,GERAL,15,WEDNESDAY,689,3,0.0043541364296081275,2.816501,1.0,0.0
GERAL,GERAL,16,WEDNESDAY,617,3,0.004862236628849271,2.566434,0.0,0.0
GERAL,GERAL,17,WEDNESDAY,659,0,0.0,2.783808,1.0,0.0
GERAL,GERAL,18,WEDNESDAY,669,0,0.0,2.86014,0.0,0.0
GERAL,GERAL,19,WEDNESDAY,534,4,0.00749063670411985,2.247392,1.0,0.0
GERAL,GERAL,20,WEDNESDAY,604,0,0.0,2.56691,2.0,0.0
GERAL,GERAL,21,WEDNESDAY,740,2,0.002702702702702703,3.047302,4.0,0.0
GERAL,GERAL,22,WEDNESDAY,628,1,0.0015923566878980893,2.405761,1.0,0.0
GERAL,GERAL,23,WEDNESDAY,387,1,0.002583979328165375,1.49223,0.0,0.0
GERAL,GERAL,0,THURSDAY,279,0,0.0,0.940086,0.0,0.0
GERAL,GERAL,1,THURSDAY,228,1,0.0043859649122807015,0.799869,0.0,0.0
GERAL,GERAL,2,THURSDAY,163,1,0.006134969325153374,0.613808,0.0,0.0
GERAL,GERAL,3,THURSDAY,78,1,0.01282051282051282,0.285404,0.0,0.0
GERAL,GERAL,4,THURSDAY,94,0,0.0,0.34098,0.0,0.0
GERAL,GERAL,5,THURSDAY,129,1,0.007751937984496124,0.477967,1.0,0.0
GERAL,GERAL,6,THURSDAY,202,0,0.0,0.768558,0.0,0.0
GERAL,GERAL,7,THURSDAY,254,1,0.003937007874015748,0.912095,0.0,0.0
GERAL,GERAL,8,THURSDAY,435,1,0.0022988505747126436,1.487664,0.0,0.0
GERAL,GERAL,9,THURSDAY,442,0,0.0,1.439736,0.0,0.0
GERAL,GERAL,10,THURSDAY,397,0,0.0,1.339013,0.0,0.0
GERAL,GERAL,11,THURSDAY,347,0,0.0,1.192353,0.0,0.0
GERAL,GERAL,12,THURSDAY,361,1,0.002770083102493075,1.166617,0.0,0.0
GERAL,GERAL,13,THURSDAY,598,2,0.0033444816053511705,1.804377,0.0,0.0
GERAL,GERAL,14,THURSDAY,681,2,0.002936857562408223,2.267134,0.0,0.0
GERAL,GERAL,15,THURSDAY,640,3,0.0046875,2.256023,0.0,0.0
GERAL,GERAL,16,THURSDAY,681,1,0.0014684287812041115,2.600382,1.0,0.0
GERAL,GERAL,17,THURSDAY,760,2,0.002631578947368421,3.17501,2.0,0.0
GERAL,GERAL,18,THURSDAY,693,2,0.002886002886002886,3.350963,1.0,0.0
GERAL,GERAL,19,THURSDAY,627,2,0.003189792663476874,2.887224,3.0,0.0
GERAL,GERAL,20,THURSDAY,742,0,0.0,3.256021,1.0,0.0
GERAL,GERAL,21,THURSDAY,371,2,0.005390835579514825,1.400644,1.0,0.0
GERAL,GERAL,22,THURSDAY,302,0,0.0,1.052493,1.0,0.0
GERAL,GERAL,23,THURSDAY,193,1,0.0051813471502590676,0.689849,1.0,0.0
GERAL,GERAL,0,FRIDAY,443,3,0.006772009029345372,1.863878,2.0,0.0
GERAL,GERAL,1,FRIDAY,243,1,0.00411522633744856,0.933663,1.0,0.0
GERAL,GERAL,2,FRIDAY,137,0,0.0,0.529999,0.0,0.0
GERAL,GERAL,3,FRIDAY,69,0,0.0,0.280587,2.0,0.0
GERAL,GERAL,4,FRIDAY,41,0,0.0,0.153555,0.0,0.0
GERAL,GERAL,5,FRIDAY,91,0,0.0,0.34678,0.0,0.0
GERAL,GERAL,6,FRIDAY,292,0,0.0,1.081553,0.0,0.0
GERAL,GERAL,7,FRIDAY,477,1,0.0020964360587002098,1.79922,1.0,0.0
GERAL,GERAL,8,FRIDAY,481,2,0.004158004158004158,1.801494,4.0,0.0
GERAL,GERAL,9,FRIDAY,462,0,0.0,1.61883,1.0,0.0
GERAL,GERAL,10,FRIDAY,417,1,0.002398081534772182,1.467837,0.0,0.0
GERAL,GERAL,11,FRIDAY,335,0,0.0,1.222401,1.0,0.0
GERAL,GERAL,12,FRIDAY,398,1,0.002512562814070352,1.448541,0.0,0.0
GERAL,GERAL,13,FRIDAY,386,1,0.0025906735751295338,1.45208,3.0,0.0
GERAL,GERAL,14,FRIDAY,372,0,0.0,1.330647,0.0,0.0
GERAL,GERAL,15,FRIDAY,394,1,0.0025380710659898475,1.355901,2.0,0.0
GERAL,GERAL,16,FRIDAY,461,3,0.006507592190889371,1.598838,0.0,0.0
GERAL,GERAL,17,FRIDAY,601,0,0.0,2.07564,0.0,0.0
GERAL,GERAL,18,FRIDAY,799,1,0.0012515644555694619,2.846754,0.0,0.0
GERAL,GERAL,19,FRIDAY,872,3,0.0034403669724770644,3.206352,0.0,0.0
GERAL,GERAL,20,FRIDAY,823,2,0.002430133657351154,3.263343,2.0,0.0
GERAL,GERAL,21,FRIDAY,672,2,0.002976190476190476,2.567013,1.0,0.0
GERAL,GERAL,22,FRIDAY,422,1,0.002369668246445498,1.565383,0.0,0.0
GERAL,GERAL,23,FRIDAY,195,0,0.0,0.667153,0.0,0.0
GERAL,GERAL,0,SATURDAY,384,2,0.005208333333333333,1.26598,0.0,0.0
GERAL,GERAL,1,SATURDAY,302,0,0.0,1.001537,1.0,0.0
GERAL,GERAL,2,SATURDAY,175,0,0.0,0.566658,0.0,0.0
GERAL,GERAL,3,SATURDAY,121,0,0.0,0.404588,0.0,0.0
GERAL,GERAL,4,SATURDAY,68,0,0.0,0.213161,0.0,0.0
GERAL,GERAL,5,SATURDAY,75,0,0.0,0.239266,0.0,0.0
GERAL,GERAL,6,SATURDAY,131,0,0.0,0.457388,0.0,0.0
GERAL,GERAL,7,SATURDAY,203,0,0.0,0.694373,0.0,0.0
GERAL,GERAL,8,SATURDAY,353,0,0.0,1.24779,1.0,0.0
GERAL,GERAL,9,SATURDAY,459,0,0.0,1.570177,0.0,0.0
GERAL,GERAL,10,SATURDAY,482,1,0.002074688796680498,1.705604,0.0,0.0
GERAL,GERAL,11,SATURDAY,431,2,0.004640371229698376,1.557163,1.0,0.0
GERAL,GERAL,12,SATURDAY,471,0,0.0,1.658329,1.0,0.0
GERAL,GERAL,13,SATURDAY,498,1,0.002008032128514056,1.816207,1.0,0.0
GERAL,GERAL,14,SATURDAY,455,1,0.002197802197802198,1.7395,1.0,0.0
GERAL,GERAL,15,SATURDAY,501,1,0.001996007984031936,1.839488,0.0,0.0
GERAL,GERAL,16,SATURDAY,559,1,0.0017889087656529517,2.069032,1.0,0.0
GERAL,GERAL,17,SATURDAY,665,1,0.0015037593984962407,2.431905,0.0,0.0
GERAL,GERAL,18,SATURDAY,705,0,0.0,2.532709,5.0,0.0
GERAL,GERAL,19,SATURDAY,878,1,0.0011389521640091116,3.163065,1.0,0.0
GERAL,GERAL,20,SATURDAY,730,1,0.0013698630136986301,2.656131,1.0,0.0
GERAL,GERAL,21,SATURDAY,858,4,0.004662004662004662,2.965196,0.0,0.0
GERAL,GERAL,22,SATURDAY,761,1,0.001314060446780552,2.465294,1.0,0.0
GERAL,GERAL,23,SATURDAY,87,0,0.0,0.264056,0.0,0.0
GERAL,GERAL,0,SUNDAY,14,0,0.0,0.0,0.0,0.0
GERAL,GERAL,1,SUNDAY,22,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SUNDAY,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,3,SUNDAY,9,1,0.1111111111111111,0.75,1.0,0.0
GERAL,GERAL,4,SUNDAY,6,1,0.16666666666666666,1.09,1.0,0.0
GERAL,GERAL,5,SUNDAY,8,0,0.0,0.0,0.0,0.0
GERAL,GERAL,6,SUNDAY,30,4,0.13333333333333333,8.76,4.0,0.0
GERAL,GERAL,7,SUNDAY,33,4,0.12121212121212122,3.82,1.0,0.0
GERAL,GERAL,8,SUNDAY,88,9,0.10227272727272728,20.620539,9.0,0.0
GERAL,GERAL,9,SUNDAY,189,14,0.07407407407407407,23.64068,30.0,1.0
GERAL,GERAL,10,SUNDAY,229,13,0.056768558951965066,28.225709,5.0,0.0
GERAL,GERAL,11,SUNDAY,245,21,0.08571428571428572,42.712682,22.0,0.0
GERAL,GERAL,12,SUNDAY,270,22,0.08148148148148149,47.9,11.5,0.0
GERAL,GERAL,13,SUNDAY,217,23,0.10599078341013825,68.350653,26.5,0.0
GERAL,GERAL,14,SUNDAY,160,23,0.14375,36.427632,31.0,1.0
GERAL,GERAL,15,SUNDAY,108,18,0.16666666666666666,12.89,16.2,0.0
GERAL,GERAL,16,SUNDAY,126,25,0.1984126984126984,27.446927,23.0,0.0
GERAL,GERAL,17,SUNDAY,147,20,0.1360544217687075,30.845009,30.0,0.0
GERAL,GERAL,18,SUNDAY,54,9,0.16666666666666666,17.05,9.0,0.0
GERAL,GERAL,0,MONDAY,12,0,0.0,0.0,0.0,0.0
GERAL,GERAL,1,MONDAY,9,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,MONDAY,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,3,MONDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,4,MONDAY,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,5,MONDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,6,MONDAY,14,2,0.14285714285714285,3.58,2.0,0.0
GERAL,GERAL,7,MONDAY,28,1,0.03571428571428571,0.01,1.0,0.0
GERAL,GERAL,8,MONDAY,49,3,0.061224489795918366,6.12,2.0,0.0
GERAL,GERAL,9,MONDAY,86,9,0.10465116279069768,18.83,9.238095,0.0
GERAL,GERAL,10,MONDAY,87,6,0.06896551724137931,10.41,8.0,0.0
GERAL,GERAL,11,MONDAY,105,13,0.12380952380952381,21.37,14.833334,0.0
GERAL,GERAL,12,MONDAY,119,9,0.07563025210084033,14.199947,18.0,0.0
GERAL,GERAL,13,MONDAY,124,8,0.06451612903225806,6.93,6.0,0.0
GERAL,GERAL,14,MONDAY,121,8,0.06611570247933884,20.4,7.5,0.0
GERAL,GERAL,15,MONDAY,100,5,0.05,8.128365,3.0,0.0
GERAL,GERAL,16,MONDAY,99,9,0.09090909090909091,27.981021,5.0,0.0
GERAL,GERAL,17,MONDAY,122,15,0.12295081967213115,31.322426,30.0,0.0
GERAL,GERAL,18,MONDAY,128,8,0.0625,20.88,9.3125,0.0
GERAL,GERAL,19,MONDAY,126,14,0.1111111111111111,26.906492,10.142858,0.0
GERAL,GERAL,20,MONDAY,103,10,0.0970873786407767,9.926477,4.142857,0.0
GERAL,GERAL,21,MONDAY,66,2,0.030303030303030304,2.33,1.0,0.0
GERAL,GERAL,22,MONDAY,59,3,0.05084745762711865,3.28,1.0,0.0
GERAL,GERAL,23,MONDAY,59,1,0.01694915254237288,2.05,1.0,0.0
GERAL,GERAL,0,TUESDAY,17,2,0.11764705882352941,1.420507,1.0,0.0
GERAL,GERAL,1,TUESDAY,8,2,0.25,1.01,0.0,0.0
GERAL,GERAL,2,TUESDAY,10,0,0.0,0.0,0.0,0.0
GERAL,GERAL,3,TUESDAY,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,4,TUESDAY,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,5,TUESDAY,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,6,TUESDAY,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,7,TUESDAY,30,2,0.06666666666666667,4.36,1.0,0.0
GERAL,GERAL,8,TUESDAY,70,5,0.07142857142857142,9.46,4.0,0.0
GERAL,GERAL,9,TUESDAY,83,3,0.03614457831325301,14.15,7.0,1.0
GERAL,GERAL,10,TUESDAY,96,6,0.0625,12.96,5.0,0.0
GERAL,GERAL,11,TUESDAY,87,9,0.10344827586206896,13.152512,12.0,0.0
GERAL,GERAL,12,TUESDAY,95,9,0.09473684210526316,24.86,8.0,0.0
GERAL,GERAL,13,TUESDAY,99,7,0.0707070707070707,25.02,4.0,0.0
GERAL,GERAL,14,TUESDAY,87,11,0.12643678160919541,23.543341,13.0,0.0
GERAL,GERAL,15,TUESDAY,82,9,0.10975609756097561,11.25,4.142857,0.0
GERAL,GERAL,16,TUESDAY,77,8,0.1038961038961039,29.907845,12.3125,0.0
GERAL,GERAL,17,TUESDAY,83,3,0.03614457831325301,7.02,2.0,0.0
GERAL,GERAL,18,TUESDAY,78,5,0.0641025641025641,8.01,4.0,0.0
GERAL,GERAL,19,TUESDAY,67,10,0.14925373134328357,18.597115,14.0,0.0
GERAL,GERAL,20,TUESDAY,69,10,0.14492753623188406,11.552483,5.0,0.0
GERAL,GERAL,21,TUESDAY,36,6,0.16666666666666666,12.81,4.0,0.0
GERAL,GERAL,22,TUESDAY,30,1,0.03333333333333333,0.38,0.0,0.0
GERAL,GERAL,23,TUESDAY,18,2,0.1111111111111111,2.62,1.0,0.0
GERAL,GERAL,0,WEDNESDAY,23,2,0.08695652173913043,1.01,0.0,0.0
GERAL,GERAL,1,WEDNESDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,WEDNESDAY,2,1,0.5,0.09,2.0,0.0
GERAL,GERAL,4,WEDNESDAY,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,5,WEDNESDAY,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,6,WEDNESDAY,16,0,0.0,0.0,0.0,0.0
GERAL,GERAL,7,WEDNESDAY,24,1,0.041666666666666664,2.04,0.0,0.0
GERAL,GERAL,8,WEDNESDAY,76,1,0.013157894736842105,0.01,0.0,0.0
GERAL,GERAL,9,WEDNESDAY,79,1,0.012658227848101266,3.45,1.0,0.0
GERAL,GERAL,10,WEDNESDAY,112,8,0.07142857142857142,21.04329,4.0,0.0
GERAL,GERAL,11,WEDNESDAY,86,4,0.046511627906976744,1.92,6.0,0.0
GERAL,GERAL,12,WEDNESDAY,77,5,0.06493506493506493,14.17,3.0,0.0
GERAL,GERAL,13,WEDNESDAY,84,5,0.05952380952380952,13.43,4.0,0.0
GERAL,GERAL,14,WEDNESDAY,79,4,0.05063291139240506,4.39,5.5,0.0
GERAL,GERAL,15,WEDNESDAY,88,4,0.045454545454545456,5.075604,3.0,0.0
GERAL,GERAL,16,WEDNESDAY,89,13,0.14606741573033707,20.644599,10.0,0.0
GERAL,GERAL,17,WEDNESDAY,84,8,0.09523809523809523,13.792051,6.0,0.0
GERAL,GERAL,18,WEDNESDAY,88,6,0.06818181818181818,11.64,2.5,0.0
GERAL,GERAL,19,WEDNESDAY,90,6,0.06666666666666667,18.07,6.5,0.0
GERAL,GERAL,20,WEDNESDAY,80,3,0.0375,2.4,1.0,0.0
GERAL,GERAL,21,WEDNESDAY,65,4,0.06153846153846154,7.11,2.0,0.0
GERAL,GERAL,22,WEDNESDAY,49,3,0.061224489795918366,2.87,2.0,0.0
GERAL,GERAL,23,WEDNESDAY,31,5,0.16129032258064516,7.25,3.0,0.0
GERAL,GERAL,0,THURSDAY,9,0,0.0,0.0,0.0,0.0
GERAL,GERAL,1,THURSDAY,7,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,THURSDAY,2,1,0.5,4.986443,1.0,0.0
GERAL,GERAL,3,THURSDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,4,THURSDAY,4,0,0.0,0.0,0.0,0.0
GERAL,GERAL,5,THURSDAY,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,6,THURSDAY,18,0,0.0,0.0,0.0,0.0
GERAL,GERAL,7,THURSDAY,36,6,0.16666666666666666,12.334167,5.3125,0.0
GERAL,GERAL,8,THURSDAY,75,4,0.05333333333333334,15.64,4.0,0.0
GERAL,GERAL,9,THURSDAY,95,11,0.11578947368421053,25.517472,4.0,0.0
GERAL,GERAL,10,THURSDAY,97,8,0.08247422680412371,12.680812,9.0,0.0
GERAL,GERAL,11,THURSDAY,118,11,0.09322033898305085,28.71,16.142857,0.0
GERAL,GERAL,12,THURSDAY,99,10,0.10101010101010101,36.373205,7.142857,0.0
GERAL,GERAL,13,THURSDAY,122,6,0.04918032786885246,7.07,6.142857,0.0
GERAL,GERAL,14,THURSDAY,101,10,0.09900990099009901,31.28,12.0,0.0
GERAL,GERAL,15,THURSDAY,105,9,0.08571428571428572,20.084605,19.0,1.0
GERAL,GERAL,16,THURSDAY,147,12,0.08163265306122448,38.578154,10.142857,0.0
GERAL,GERAL,17,THURSDAY,98,7,0.07142857142857142,20.203873,7.0,0.0
GERAL,GERAL,18,THURSDAY,93,5,0.053763440860215055,10.1,2.0,0.0
GERAL,GERAL,19,THURSDAY,96,9,0.09375,34.86,10.0,0.0
GERAL,GERAL,20,THURSDAY,67,4,0.05970149253731343,6.88,2.0,0.0
GERAL,GERAL,21,THURSDAY,30,1,0.03333333333333333,2.56,0.0,0.0
GERAL,GERAL,22,THURSDAY,19,2,0.10526315789473684,13.78,3.0,0.0
GERAL,GERAL,23,THURSDAY,1,0,0.0,0.0,0.0,0.0
GERAL,GERAL,0,FRIDAY,15,3,0.2,7.23,2.0,0.0
GERAL,GERAL,1,FRIDAY,13,1,0.07692307692307693,2.18414,0.0,0.0
GERAL,GERAL,2,FRIDAY,11,0,0.0,0.0,0.0,0.0
GERAL,GERAL,3,FRIDAY,6,0,0.0,0.0,0.0,0.0
GERAL,GERAL,4,FRIDAY,5,2,0.4,0.62,4.0,0.0
GERAL,GERAL,5,FRIDAY,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,6,FRIDAY,27,1,0.037037037037037035,0.09,2.0,0.0
GERAL,GERAL,7,FRIDAY,51,6,0.11764705882352941,18.59,1.0,0.0
GERAL,GERAL,8,FRIDAY,72,7,0.09722222222222222,17.68,7.77143,0.0
GERAL,GERAL,9,FRIDAY,93,6,0.06451612903225806,6.996085,3.561172,0.0
GERAL,GERAL,10,FRIDAY,110,9,0.08181818181818182,29.64,3.5,0.0
GERAL,GERAL,11,FRIDAY,127,12,0.09448818897637795,39.18,23.0,0.0
GERAL,GERAL,12,FRIDAY,123,17,0.13821138211382114,47.66,13.0,0.0
GERAL,GERAL,13,FRIDAY,90,11,0.12222222222222222,36.12,10.0,0.0
GERAL,GERAL,14,FRIDAY,87,5,0.05747126436781609,19.91,4.0,0.0
GERAL,GERAL,15,FRIDAY,82,10,0.12195121951219512,25.72,11.0,0.0
GERAL,GERAL,16,FRIDAY,55,2,0.03636363636363636,0.58,2.0,0.0
GERAL,GERAL,17,FRIDAY,70,2,0.02857142857142857,10.55,1.0,0.0
GERAL,GERAL,18,FRIDAY,72,2,0.027777777777777776,0.72,1.0,0.0
GERAL,GERAL,19,FRIDAY,26,2,0.07692307692307693,8.81,2.0,0.0
GERAL,GERAL,20,FRIDAY,31,4,0.12903225806451613,2.02456,3.0,0.0
GERAL,GERAL,21,FRIDAY,24,0,0.0,0.0,0.0,0.0
GERAL,GERAL,22,FRIDAY,27,3,0.1111111111111111,3.98,3.0,0.0
GERAL,GERAL,23,FRIDAY,16,2,0.125,4.03,2.0,0.0
GERAL,GERAL,0,SATURDAY,32,1,0.03125,6.98,1.0,0.0
GERAL,GERAL,1,SATURDAY,12,0,0.0,0.0,0.0,0.0
GERAL,GERAL,2,SATURDAY,12,1,0.08333333333333333,1.08,0.0,0.0
GERAL,GERAL,3,SATURDAY,13,0,0.0,0.0,0.0,0.0
GERAL,GERAL,4,SATURDAY,8,1,0.125,3.71,0.0,0.0
GERAL,GERAL,5,SATURDAY,8,1,0.125,0.89,0.0,0.0
GERAL,GERAL,6,SATURDAY,25,4,0.16,6.269165,6.5,0.0
GERAL,GERAL,7,SATURDAY,43,8,0.18604651162790697,19.18,3.0,0.0
GERAL,GERAL,8,SATURDAY,76,8,0.10526315789473684,19.7,2.809528,0.0
GERAL,GERAL,9,SATURDAY,105,8,0.0761904761904762,33.709534,4.0,0.0
GERAL,GERAL,10,SATURDAY,111,10,0.09009009009009009,11.22,2.0,0.0
GERAL,GERAL,11,SATURDAY,161,8,0.049689440993788817,16.01,12.0,0.0
GERAL,GERAL,12,SATURDAY,122,10,0.08196721311475409,31.39,9.0,0.0
GERAL,GERAL,13,SATURDAY,169,20,0.11834319526627218,61.42184,22.3125,1.0
GERAL,GERAL,14,SATURDAY,154,23,0.14935064935064934,46.439988,23.0,0.0
GERAL,GERAL,15,SATURDAY,121,13,0.10743801652892562,20.77,12.0,0.0
GERAL,GERAL,16,SATURDAY,126,13,0.10317460317460317,35.85,12.5,0.0
GERAL,GERAL,17,SATURDAY,73,10,0.136986301369863,29.84,9.0,0.0
GERAL,GERAL,18,SATURDAY,61,4,0.06557377049180328,4.52,1.0,0.0
GERAL,GERAL,19,SATURDAY,86,3,0.03488372093023256,6.78,4.0,1.0
GERAL,GERAL,20,SATURDAY,71,15,0.2112676056338028,34.37,18.0,1.0
GERAL,GERAL,21,SATURDAY,79,7,0.08860759493670886,12.616749,5.0,0.0
GERAL,GERAL,22,SATURDAY,49,2,0.04081632653061224,3.62,2.6875,0.0
GERAL,GERAL,23,SATURDAY,19,2,0.10526315789473684,3.92,2.0,0.0
GERAL,GERAL,0,SUNDAY,562,15,0.026690391459074734,2.984887,0.0,0.0
GERAL,GERAL,1,SUNDAY,667,11,0.01649175412293853,6.018204,0.0,0.0
GERAL,GERAL,2,SUNDAY,285,9,0.031578947368421054,2.815036,0.0,0.0
GERAL,GERAL,3,SUNDAY,175,4,0.022857142857142857,1.091289,0.0,0.0
GERAL,GERAL,4,SUNDAY,142,2,0.014084507042253521,0.355022,0.0,0.0
GERAL,GERAL,5,SUNDAY,82,2,0.024390243902439025,0.271123,0.0,0.0
GERAL,GERAL,6,SUNDAY,100,4,0.04,0.479627,0.0,0.0
GERAL,GERAL,7,SUNDAY,174,6,0.034482758620689655,1.397048,0.0,0.0
GERAL,GERAL,8,SUNDAY,339,17,0.05014749262536873,9.662609,0.0,0.0
GERAL,GERAL,9,SUNDAY,558,33,0.05913978494623656,12.131658,2.0,0.0
GERAL,GERAL,10,SUNDAY,1003,46,0.045862412761714856,17.074591,0.0,0.0
GERAL,GERAL,11,SUNDAY,1665,76,0.04564564564564565,28.148906,6.0,0.0
GERAL,GERAL,12,SUNDAY,2192,93,0.04242700729927007,32.71633,4.0,0.0
GERAL,GERAL,13,SUNDAY,3024,142,0.046957671957671955,46.609544,6.0,1.0
GERAL,GERAL,14,SUNDAY,2996,142,0.04739652870493992,36.056978,5.0,0.0
GERAL,GERAL,15,SUNDAY,242,7,0.028925619834710745,1.902136,0.0,0.0
GERAL,GERAL,16,SUNDAY,119,4,0.03361344537815126,0.462071,0.0,0.0
GERAL,GERAL,17,SUNDAY,153,7,0.0457516339869281,0.964169,0.0,0.0
GERAL,GERAL,18,SUNDAY,288,4,0.013888888888888888,0.655085,0.0,0.0
GERAL,GERAL,19,SUNDAY,613,21,0.03425774877650897,4.148136,2.0,0.0
GERAL,GERAL,20,SUNDAY,95,3,0.031578947368421054,1.0658,0.0,0.0
GERAL,GERAL,21,SUNDAY,3,0,0.0,0.0,0.0,0.0
GERAL,GERAL,22,SUNDAY,5,0,0.0,0.0,0.0,0.0
GERAL,GERAL,23,SUNDAY,3,0,0.0,0.0,0.0,0.0
