shopping,shopping_sigla,conversion_action_name,categoria,data,conversoes,valor_conversoes
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-07-12,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-07-16,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-07-17,0.016866,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-07-19,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-07-20,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-07-23,4.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-07-24,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-07-29,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-07-31,0.007314,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-05,0.983134,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-07,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-08,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-09,1.00223,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-10,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-11,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-14,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-15,0.75,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-16,1.25,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-17,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-18,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-20,1.00223,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-21,0.992686,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-26,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-28,0.006761,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-29,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-30,2.993239,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-08-31,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-02,5.993308,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-03,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-05,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-08,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-09,0.006377,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-11,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-14,0.993623,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-18,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-19,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-20,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-21,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-09-28,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-10-08,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-10-17,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-10-18,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-10-21,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-10-22,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-10-25,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-10-30,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-03,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-08,3.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-14,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-15,3.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-17,1.5,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-22,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-23,1.5,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-24,0.5,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-27,3.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-28,2.5,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-29,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-11-30,3.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-12-04,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-12-08,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-12-12,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-12-14,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-12-15,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-12-16,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-12-19,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-12-21,3.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2025-12-30,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-08,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-09,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-10,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-11,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-12,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-13,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-15,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-16,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-18,2.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-24,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-27,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-01-28,3.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-02-03,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-02-05,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-02-07,0.996746,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-02-08,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-02-12,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-02-13,1.0,0.0
GERAL,GERAL,intencaodownloadandroidNK,OUTBOUND_CLICK,2026-03-02,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-03-18,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-03-20,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-03-26,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-03-27,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-03-30,3.007932,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-03-31,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-01,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-02,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-03,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-04,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-05,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-06,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-07,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-09,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-10,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-12,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-13,4.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-14,1.008298,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-16,2.016331,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-17,1.002677,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-19,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-20,3.007034,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-21,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-22,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-23,2.002679,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-24,3.008298,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-25,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-26,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-27,6.975636,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-28,8.983404,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-29,3.488551,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-04-30,3.496483,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-02,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-03,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-06,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-09,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-11,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-13,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-14,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-15,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-20,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-22,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-28,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-05-30,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-04,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-05,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-07,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-08,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-09,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-10,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-11,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-12,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-13,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-14,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-15,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-16,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-17,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-18,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-19,4.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-24,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-26,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-27,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-28,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-29,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-06-30,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-01,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-03,1.00746,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-04,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-06,4.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-07,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-08,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-09,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-14,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-17,0.333333,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-18,0.666667,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-19,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-20,2.008611,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-21,4.007694,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-22,1.99254,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-23,1.5,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-25,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-26,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-27,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-28,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-29,1.992306,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-30,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-07-31,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-02,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-03,3.5,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-06,3.991389,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-07,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-08,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-09,1.006761,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-10,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-16,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-17,0.007124,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-18,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-19,4.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-20,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-23,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-24,2.506523,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-25,1.666666,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-26,0.5,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-27,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-28,1.992876,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-29,7.829953,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-30,5.49662,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-08-31,4.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-01,4.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-02,4.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-03,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-04,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-05,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-06,4.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-07,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-08,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-09,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-10,0.006377,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-11,3.993477,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-12,3.993623,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-13,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-14,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-17,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-19,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-20,0.008353,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-21,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-23,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-25,0.5,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-09-26,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-01,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-04,1.5,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-05,4.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-08,0.99997,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-09,1.00805,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-10,1.991677,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-12,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-14,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-15,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-18,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-19,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-21,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-24,0.99195,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-26,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-27,2.001074,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-30,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-10-31,0.5,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-01,0.5,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-02,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-03,2.000882,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-05,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-09,2.001074,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-11,1.000884,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-12,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-15,3.997352,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-16,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-19,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-20,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-22,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-23,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-24,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-25,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-26,0.997852,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-27,3.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-28,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-29,3.595955,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-11-30,3.5,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-01,3.904045,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-02,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-05,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-06,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-09,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-10,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-12,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-13,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-14,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-18,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-19,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-21,2.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-24,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-26,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-27,1.0,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-28,2.00322,0.0
GERAL,GERAL,intencaodownloadAndroidCS,OUTBOUND_CLICK,2025-12-29,3.0,0.0
