date,pageTitle,pagePath,sessions,totalUsers,screenPageViews,bounceRate,averageSessionDuration,conversions,totalRevenue,engagementRate
20260625,Almeida Junior,/pt-br/,292.0,263.0,294.0,0.613013698630137,49.20580526027397,56.0,0.0,0.386986301369863
20260123,Almeida Junior,/pt-br/,291.0,266.0,305.0,0.6804123711340206,40.61966009965636,44.0,0.0,0.31958762886597936
20260217,Almeida Junior,/pt-br/,291.0,276.0,296.0,0.6701030927835051,18.836546766323025,65.0,0.0,0.32989690721649484
20260222,Almeida Junior,/pt-br/,291.0,263.0,302.0,0.7319587628865979,43.943005415807555,40.0,0.0,0.26804123711340205
20260906,Almeida Junior,/pt-br/,291.0,286.0,293.0,0.6563573883161512,13.541034855670103,86.0,0.0,0.3436426116838488
20251017,AJFans Clientes - Almeida Junior,/pt-br/norte-shopping/ajfans/,290.0,286.0,329.0,0.4896551724137931,60.989911086206895,12.0,0.0,0.5103448275862069
20260202,Almeida Junior,/pt-br/,290.0,266.0,285.0,0.7344827586206897,24.37920547586207,31.0,0.0,0.2655172413793103
20260722,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,289.0,274.0,355.0,0.5916955017301038,63.33976812110728,0.0,0.0,0.4083044982698962
20260119,Almeida Junior,/pt-br/,287.0,254.0,302.0,0.6898954703832753,29.112067209059234,30.0,0.0,0.31010452961672474
20260503,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,287.0,285.0,370.0,0.578397212543554,44.757048125435546,0.0,0.0,0.42160278745644597
20260629,Almeida Junior,/pt-br/,287.0,264.0,298.0,0.6167247386759582,56.995730432055744,69.0,0.0,0.3832752613240418
20260726,Almeida Junior,/pt-br/,284.0,277.0,286.0,0.6690140845070423,24.315823281690143,78.0,0.0,0.33098591549295775
20260127,Almeida Junior,/pt-br/,280.0,257.0,282.0,0.675,37.048290064285716,29.0,0.0,0.325
20260129,Almeida Junior,/pt-br/,277.0,250.0,281.0,0.6714801444043321,53.99206807220216,28.0,0.0,0.3285198555956679
20260130,Almeida Junior,/pt-br/,277.0,251.0,282.0,0.7184115523465704,27.967660079422384,43.0,0.0,0.2815884476534296
20260628,Almeida Junior,/pt-br/,277.0,268.0,280.0,0.6859205776173285,29.076486761732856,70.0,0.0,0.3140794223826715
20260526,Garten Shopping - Franquias - Almeida Junior,/pt-br/franquias/garten-shopping/,276.0,276.0,300.0,0.8840579710144928,8.700715594202899,0.0,0.0,0.11594202898550725
20260605,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,276.0,261.0,359.0,0.5471014492753623,65.01902065217391,0.0,0.0,0.4528985507246377
20260808,Almeida Junior,/pt-br/,276.0,276.0,282.0,0.6847826086956522,10.803009130434782,51.0,0.0,0.31521739130434784
20260624,Almeida Junior,/pt-br/,272.0,241.0,268.0,0.6066176470588235,46.744782926470585,54.0,0.0,0.39338235294117646
20260716,Almeida Junior,/pt-br/,272.0,259.0,284.0,0.6029411764705882,54.09364971691177,49.0,0.0,0.39705882352941174
20251012,AJFans Clientes - Almeida Junior,/pt-br/nacoes-shopping/ajfans/,271.0,263.0,285.0,0.6642066420664207,84.20456327306273,1.0,0.0,0.33579335793357934
20260623,Almeida Junior,/pt-br/,271.0,249.0,269.0,0.6420664206642066,16.760955693726938,68.0,0.0,0.35793357933579334
20260730,Almeida Junior,/pt-br/,270.0,252.0,277.0,0.6481481481481481,42.979708170370365,49.0,0.0,0.35185185185185186
20251019,AJFans Clientes - Almeida Junior,/pt-br/neumarkt-shopping/ajfans/,269.0,257.0,276.0,0.6654275092936803,71.10668618959107,4.0,0.0,0.3345724907063197
20260724,Almeida Junior,/pt-br/,269.0,257.0,269.0,0.6431226765799256,33.212957301115246,61.0,0.0,0.35687732342007433
20260622,Almeida Junior,/pt-br/,267.0,241.0,278.0,0.6404494382022472,54.32300477528089,35.0,0.0,0.3595505617977528
20260509,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,266.0,260.0,325.0,0.6052631578947368,39.79743371804511,12.0,0.0,0.39473684210526316
20260516,Garten Shopping - Franquias - Almeida Junior,/pt-br/franquias/garten-shopping/,266.0,267.0,293.0,0.8909774436090225,1.657768097744361,0.0,0.0,0.10902255639097744
20260711,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,266.0,258.0,333.0,0.6127819548872181,57.51606345112782,0.0,0.0,0.38721804511278196
20260206,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,264.0,255.0,312.0,0.6060606060606061,47.71047500378788,0.0,0.0,0.3939393939393939
20260218,Almeida Junior,/pt-br/,264.0,248.0,275.0,0.6553030303030303,47.93149129545454,45.0,0.0,0.3446969696969697
20260406,Nações Shopping - Franquias - Almeida Junior,/pt-br/franquias/nacoes-shopping/,263.0,263.0,277.0,0.8973384030418251,11.654685809885933,1.0,0.0,0.10266159695817491
20260524,Garten Shopping - Franquias - Almeida Junior,/pt-br/franquias/garten-shopping/,263.0,261.0,276.0,0.9201520912547528,3.9764629201520907,0.0,0.0,0.07984790874524715
20260909,Almeida Junior,/pt-br/,263.0,240.0,277.0,0.6311787072243346,58.31124119771864,24.0,0.0,0.3688212927756654
20260112,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,262.0,244.0,308.0,0.49236641221374045,79.25011235496184,0.0,0.0,0.5076335877862596
20260213,Almeida Junior,/pt-br/,261.0,235.0,255.0,0.6704980842911877,30.55238309578544,32.0,0.0,0.32950191570881227
20251012,AJFans Clientes - Almeida Junior,/pt-br/norte-shopping/ajfans/,260.0,253.0,285.0,0.6307692307692307,76.76874540769231,9.0,0.0,0.36923076923076925
20260404,Nações Shopping - Franquias - Almeida Junior,/pt-br/franquias/nacoes-shopping/,260.0,260.0,273.0,0.9038461538461539,11.471583476923078,0.0,0.0,0.09615384615384616
20260708,Almeida Junior,/pt-br/,260.0,249.0,268.0,0.6884615384615385,53.33116826923077,40.0,0.0,0.31153846153846154
20260907,Almeida Junior,/pt-br/,260.0,256.0,261.0,0.6884615384615385,8.611684019230768,67.0,0.0,0.31153846153846154
20251013,AJFans Clientes - Almeida Junior,/pt-br/norte-shopping/ajfans/,257.0,244.0,270.0,0.5719844357976653,90.93329797276265,2.0,0.0,0.4280155642023346
20260405,Nações Shopping - Franquias - Almeida Junior,/pt-br/franquias/nacoes-shopping/,256.0,253.0,270.0,0.8828125,8.9488665078125,0.0,0.0,0.1171875
20260527,Garten Shopping - Franquias - Almeida Junior,/pt-br/franquias/garten-shopping/,256.0,255.0,283.0,0.875,1.083452671875,0.0,0.0,0.125
20260603,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,256.0,246.0,297.0,0.69921875,54.18016845703125,0.0,0.0,0.30078125
20260610,Nossos shoppings - Almeida Junior,/pt-br/nossos-shoppings/,256.0,244.0,301.0,0.66015625,66.79879822265625,0.0,0.0,0.33984375
20251018,AJFans Clientes - Almeida Junior,/pt-br/balneario-shopping/ajfans/,255.0,242.0,280.0,0.5098039215686274,90.38043485490196,12.0,0.0,0.49019607843137253
